"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"A Heuristic Force Model for Haptic Simulation of Nasogastric Tube Insertion Using Fuzzy Logic","K. S. Choi; X. J. He; V. C. L. Chiang; Z. Deng; J. Qin","Centre for Smart Health, School of Nursing, Hong Kong Polytechnic University, Hung Hom, Hong Kong","IEEE Transactions on Haptics","20170519","2016","9","3","295","310","Nasogastric tube (NGT) placement is an essential clinical skill. The training is conventionally performed on rubber mannequins albeit practical limitations. Computer simulation with haptic feedback can potentially offer a more realistic and accessible training method. However, the complex interactions between the tube and the nasogastric passage make it difficult to model the haptic feedback during NGT placement. In this paper, a fuzzy-logic-based approach is proposed to directly transfer the experience of clinicians in NGT placement into the simulation system. Based on their perception of the varying tactile sensation and the conditions during NGT placement, the membership functions and fuzzy rules are defined to develop the force model. Forces created using the model are then combined with friction forces to drive the haptic device and render the insertion forces in real time. A prototype simulator is developed based on the proposed force model and the implementation details are presented. The usability of the prototype is also evaluated by clinical teachers. The proposed methodology has the potential for developing computerized NGT placement training methods for clinical education. It is also applicable for simulation systems involving complicated force interactions or computation-expensive models.","1939-1412;19391412","","10.1109/TOH.2016.2550044","Outstanding Youth Fund of the Jiangsu Province; Polytechnic University; Scholarship of Centre for Smart Health; 10.13039/100005228 - SAR; ","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7448448","Fuzzy logic;force modeling;haptic rendering;nasogastric tube intubation","Computational modeling;Electron tubes;Finite element analysis;Force;Haptic interfaces;Real-time systems;Training","feedback;fuzzy logic;medical computing","clinical education;clinical teachers;complex interactions;complicated force interactions;computation-expensive models;computer simulation;computerized NGT placement;friction forces;fuzzy rules;fuzzy-logic-based approach;haptic device;haptic feedback;haptic simulation;heuristic force model;insertion forces;nasogastric passage;nasogastric tube insertion;prototype simulator;realistic training method;rubber mannequins albeit practical limitations;tactile sensation;training methods","","","","","","","20160406","July-Sept. 1 2016","","IEEE","IEEE Journals & Magazines"
"Using a user experience evaluation framework for eModeration","C. J. van Staden; J. A. van Biljon; J. H. Kroeze","School of Computing, UNISA, Florida, South Africa","2017 Conference on Information Communication Technology and Society (ICTAS)","20170508","2017","","","1","6","The use of eModeration (of examination scripts) can improve the efficiency of the examination moderation, while simultaneously lowering the risk of misplacing or delaying the moderation process. Despite the potential benefits of using an eModerate system in terms of optimising examination procedures, the implementation and application of such online moderation systems in the South African context is limited. Various factors could be contributing towards the resistance to the implementation and adoption of eModerate systems in higher education institutions. These factors include human factors as well as technical and organisational resistance to change. This study focuses on the human factors involved in eModeration (user experience) and attempts to answer the following research question: How can the User Experience Evaluation Framework for eModeration be utilised within the context of higher education institutions in South Africa? The research used a Design Science Research methodology, which included the design, development as well as testing of the User Experience Evaluation Framework for eModeration. This paper will report on identified issues pertaining to the User Experience Evaluation Framework for eModeration during the evaluation phase. The research was conducted at Midrand Graduate Institute (MGI), now trading as Pearson Institute of Higher Education, a private higher education institute in South Africa. The data generation methods included interviews with eModerators from different faculties within a private higher education institution. This paper makes a theoretical contribution to this area of study by identifying the problems that users might have with the implementation of the User Experience Evaluation Framework for eModeration as well as providing some insights into the user experience of eModerators.","","Electronic:978-1-4673-8996-9; POD:978-1-4673-8997-6","10.1109/ICTAS.2017.7920523","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7920523","eModeration;eModerators;effectiveness;efficiency;functionality;user experience","Bibliographies;Communications technology;Context;Education;Interviews;Manuals;Usability","educational institutions;further education;human factors","MGI;Midrand Graduate Institute;Pearson Institute of Higher Education;South Africa;design science research methodology;eModeration;examination moderation;human factors;private higher education institute;user experience evaluation framework","","","","","","","","8-10 March 2017","","IEEE","IEEE Conference Publications"
"The Effects of a Robot Game Environment on Computer Programming Education for Elementary School Students","J. Shim; D. Kwon; W. Lee","Department of Computer Science Education, Graduate School, Korea University, Seoul, South Korea","IEEE Transactions on Education","20170503","2017","60","2","164","172","In the past, computer programming was perceived as a task only carried out by computer scientists; in the 21st century, however, computer programming is viewed as a critical and necessary skill that everyone should learn. In order to improve teaching of problem-solving abilities in a computing environment, extensive research is being done on teaching-learning methods, types of teaching software, the educational environment, and related tools. This paper, based on diverse experimental results, proposes an environment where elementary students can easily learn and practice computer programming. The proposed robot game environment used a tangible programming tool with which students can easily create robot programs, without learning syntax, and then validate their programming results; it can also provide various game activities to incite students' interest. Observation of elementary school students placed in the robot game environment confirmed the tool's usability and entertainment aspects, and students' attitudes toward programming and their understanding of programming concepts improved.","0018-9359;00189359","","10.1109/TE.2016.2622227","10.13039/501100003725 - National Research Foundation of Korea through the Korean Government; ","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7742384","Computer engineering;elementary school;games;problem solving","Computers;Education;Games;Programming profession;Robot sensing systems","computer games;computer science education;control engineering education;robot programming;teaching","computer programming education;educational environment;elementary school students;problem-solving ability;robot game environment effect;tangible programming tool;teaching software;teaching-learning methods","","","","","","","20161111","May 2017","","IEEE","IEEE Journals & Magazines"
"Health informatics e-learning object repository HiLOR","A. H. Alharbi","The Department of Health Informatics, College of Public Health and Health Informatics Qassim University Albukairiyah, Qassim","2017 International Conference on Informatics, Health & Technology (ICIHT)","20170424","2017","","","1","7","The Health Informatics e-Learning Object Repository (HiLOR) project aims at designing an e-learning platform to support health informatics education. HiLOR provides a platform for collecting, indexing and retrieving learning objects related to health informatics. This paper presents the design, implementation and usability evaluation of the proposed system. The result of the study revealed that elearning object repositories has the potential to improve health informatics education if these systems are flexible, easy to use and designed to support personalization.","","Electronic:978-1-4673-8765-1; POD:978-1-4673-8766-8","10.1109/ICIHT.2017.7899138","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7899138","e-learning;health informatics education;informatics for education;learning object repository","Electronic learning;Indexing;Informatics;Information technology;Medical services;Organizations","biomedical education;computer aided instruction;health care;medical computing","HiLOR;health informatics e-learning object repository;health informatics education;usability evaluation","","","","","","","","21-23 Feb. 2017","","IEEE","IEEE Conference Publications"
"Gamified teaching and learning platform for Christian Academy of Manila","A. N. Yumang; A. C. Paglinawan; G. O. Avendano; C. C. Paglinawan; M. M. Sejera; N. J. J. Aquino; A. J. C. Garvida; R. J. L. Datu","School of Electrical, Electronics and Computer Engineering, Mapua Institute of Technology, Manila, Philippines","2016 6th IEEE International Conference on Control System, Computing and Engineering (ICCSCE)","20170406","2016","","","386","391","The traditional teaching and learning method has already brought good results in the students of Christian Academy of Manila; however, a new approach is welcome. This project is for a class in Christian Academy of Manila, whose educators seek to have another approach in teaching Technology and Livelihood Education. The focus is covering a specific topic which is basic electronics, which has need not only for theories but also application. The development of this new teaching and learning experience involves gamification which is the application of game elements in the academe, needing for the construction of a website and a training kit. Unit testing and usability testing was done in order to assess the platform, both the website and the training kit. Gathered data and results demonstrated the efficiency of the project by showing the correctness of every function, which led to the attainment of this project's significance.","","CD:978-1-5090-1177-3; Electronic:978-1-5090-1178-0; POD:978-1-5090-1179-7","10.1109/ICCSCE.2016.7893604","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7893604","Gamification;training kit;website","","Web sites;computer aided instruction;computer games;electronic engineering computing;electronic engineering education;teaching","Christian Academy of Manila;Website;basic electronics;gamified learning platform;gamified teaching platform;technology and livelihood education;training kit;unit testing;usability testing","","","","","","","","25-27 Nov. 2016","","IEEE","IEEE Conference Publications"
"Film-type bendable vibrotactile actuator for mobile games","Won-Hyeong Park; Sang-Youn Kim","Interaction Lab., ATRC, Korea University of Technology and Education, Republic of Korea","2017 IEEE International Conference on Consumer Electronics (ICCE)","20170330","2017","","","184","185","The paradigm of consumer electronic devices is being shifted from rigid hand-held devices to flexible/wearable devices in search of benefits such as enhanced usability and portability, excellent wear characteristics, and more functions in less space. However, the fundamental incompatibility of flexible/wearable devices and a rigid actuator brought forth a new issue obstructing commercialization of flexible/wearable devices. In this paper, we propose a new wave-shaped eco-friendly PVC gel, and a new flexible and bendable vibrotactile actuator that could easily be applied to wearable electronic devices. An experiment for measuring vibrational amplitude was conducted over a wide frequency range. The experiment clearly showed that the proposed vibrotactile actuator could create a variety of haptic sensations in wearable devices.","","Electronic:978-1-5090-5544-9; POD:978-1-5090-5545-6","10.1109/ICCE.2017.7889279","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7889279","","Acceleration;Actuators;Biomembranes;Force;Games;Resonant frequency;Shape","actuators;bending;computer games;consumer electronics;haptic interfaces;mobile computing;polymer gels;tactile sensors;vibration measurement;wearable computers","bendable vibrotactile actuator;consumer electronic devices;film-type bendable vibrotactile actuator;flexible devices;flexible vibrotactile actuator;hand-held devices;haptic sensations;mobile games;rigid actuator;vibrational amplitude measurement;wave-shaped eco-friendly PVC gel;wearable electronic devices","","","","","","","","8-10 Jan. 2017","","IEEE","IEEE Conference Publications"
"A cloud-based learning system for Java programming class","H. Tsukiji; T. Kasai; M. Kumada; K. Takano","Department of Information and Computer Sciences, Faculty of Information Technology, Kanagawa Institute of Technology, 1030 Shimo-ogino Atsugi, Kanagawa, Japan","2016 International Conference on Knowledge Creation and Intelligent Computing (KCIC)","20170323","2016","","","163","168","With the advance of the cloud computing technology, online-programming services that can be available through a Web browser have been widely spread. In a programming class, a teacher can efficiently manage each students' progress by introducing such an online-programming service to the students. In this study, we design and implement a cloud-based Java learning system for effectively teaching Java programming skills to students in a class. Our proposed Java programming learning system provides a function of classifying students into some groups based on the similarity of compile/runtime errors of Java program so that a teacher can grasp individual students' progress for Java programming exercises in the class. In the experiment using our prototype, we evaluated the feasibility of the proposed cloud-based Java learning system in terms of the capability of classifying students into some groups based on the similarity of compile/runtime errors of Java program as well as the usability evaluation.","","CD:978-1-5090-5229-5; Electronic:978-1-5090-5231-8; POD:978-1-5090-5232-5","10.1109/KCIC.2016.7883641","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7883641","cloud computing;e-Learning;java programming;online compiler","Cloud computing;Graphical user interfaces;History;Java;Learning systems;Programming profession","Java;computer aided instruction;computer science education;learning systems;program compilers","Java learning system;Java programming class;cloud computing;compile error;online programming services;runtime error","","","","","","","","15-17 Nov. 2016","","IEEE","IEEE Conference Publications"
"Experimental Functionality Development for Scratch Mathematical and Statistics Extensions","C. Chang; Y. L. Chin; C. K. Chang","Dept. of Inf. & Learning Technol., Nat. Univ. of Tainan, Tainan, Taiwan","2016 International Computer Symposium (ICS)","20170220","2016","","","640","644","Computer science education is to teach students to solve problems, design systems, provoke creativity, and explore their own interest by using basic concepts of computer science. From science to the humanities, mathematics and logical thinking ability also affect every aspect of computer science education. To foster mathematics logical thinking and problem-solving ability in primary and secondary schools, students not only require to learn to read, writing, and arithmetic, but also need to understand the abstraction of mathematics operations and logical thinking processes. Therefore, this study uses visual programming language as a basis, i.e. Scratch 2.0 offline edition, to introduce abstraction of mathematics operations. Scratch 2.0 can empower learners using graphical elements to solve mathematics problems with a smooth learning curve through user-friendly programming interface. However, the latest version of Scratch 2.0 does not include enough functions for abstracting mathematical blocks. Consequently, this study integrates Scratch programming environment with math library of Python language to expand functionality and improve usability of Scratch. Moreover, learners are expected to learn and practice more about mathematical thinking through those additional Scratch building blocks.","","Electronic:978-1-5090-3438-3; POD:978-1-5090-3439-0","10.1109/ICS.2016.0131","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7858553","Python;Scratch extension;computer science education;mathematics and logical thinking;visual programming language","Computer languages;Computer science education;Mathematics;Programming profession;Visualization","computer aided instruction;computer science education;educational institutions;mathematics computing;statistical analysis;teaching;visual programming","Python language;Scratch 2.0 offline edition;Scratch mathematical extensions;Scratch programming environment;computer science education;experimental functionality development;graphical elements;humanities;logical thinking processes;math library;mathematics operation abstraction;primary schools;problem-solving ability;secondary schools;smooth learning curve;statistics extensions;user-friendly programming interface;visual programming language","","","","","","","","15-17 Dec. 2016","","IEEE","IEEE Conference Publications"
"Usability testing of e-learning system: A case study on CeL in TARUC, Johor Branch Campus","N. Satam; J. Taslim; W. A. W. Adnan; N. A. Manaf","Faculty of Applied Sciences and Computing, Tunku Abdul Rahman University College, Johor Branch Campus, Segamat, Johor","2016 4th International Conference on User Science and Engineering (i-USEr)","20170220","2016","","","63","68","Tunku Abdul Rahman University College (TARUC) is a private higher education institution that have an e-learning system namely College e-Learning System (CeL) that is designed to enable teaching and learning through the use of internet technologies. The existence of a good e-learning system will give significant strategic advantages to an educational institution. The interface of e-learning system should be easy to use where student will be able to retrieve the content and not only focus on the interaction with the system. Therefore, usability plays an important role in the success of every e-learning system. This study aims to identify the usability problems of CeL and provide recommendations to improve the usability of CeL which specifically focuses on TARUC Johor Branch Campus. Usability testing was conducted on five (5) participants where they had been interviewed and performed series of tasks to identify the usability problem of CeL. The outcome of this project would assist the Communication and Information Technology Centre (CITC) to identify usability problems that exist and provide a recommendation for them to improve the CeL.","","Electronic:978-1-5090-2631-9; POD:978-1-5090-2632-6; USB:978-1-5090-2630-2","10.1109/IUSER.2016.7857935","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7857935","CeL;e-learning;usability testing","Electronic learning;Interviews;Learning systems;Navigation;Testing;Usability","Internet;computer aided instruction;computer science education;educational institutions;further education;product design;teaching","CITC;CeL;College e-Learning system;Internet technology learning;Internet technology teaching;TARUC;Tunku Abdul Rahman University College;communication and information technology centre;private higher education institution;usability testing","","","","","","","","23-25 Aug. 2016","","IEEE","IEEE Conference Publications"
"Capability, compatibility, and usability evaluation of hardware-in-the-loop platforms for DC-DC converter","S. Maxwell; S. M. R. Islam; M. K. Hossain; S. Y. Park","Dept. of Electrical Engineering, University of Connecticut, Storrs, CT, USA","2016 IEEE Energy Conversion Congress and Exposition (ECCE)","20170216","2016","","","1","6","This paper evaluates the capability, compatibility, and usability of Hardware-in-the-Loop platforms for DC-DC converter. This was accomplished by interfacing the platforms with a physical power stage as well as a controller. The employed platforms are Hi-Rel Power-pole board, Texas Instruments Digital Controller, RTDS, OPAL-RT, dSPACE, and Typhoon. Two sets of experimentation were performed: the power stage represented by the Power-pole board, RTDS, OPAL-RT, dSPACE, and Typhoon and the controller replaced by TI DSC, RTDS, OPAL-RT, dSPACE, and Typhoon. Three points of evaluation for a testing platform that are of interest to industrial researchers as well as academia are capability (speed or modeling capacity), compatibility (ease of porting models from other platforms), and usability (ease of use of software and hardware). This paper provides an introductory resource for research and education by providing results of a simple buck converter example.","","Electronic:978-1-5090-0737-0; POD:978-1-5090-0738-7","10.1109/ECCE.2016.7854905","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7854905","Hardware-in-the-Loop;Hi-Rel Power-pole;OPAL-RT;RTDS;TI DSP;Typhoon;buck converter;dSPACE;education","Hardware;Pulse width modulation;Switches;Testing;Tropical cyclones;Usability","DC-DC power convertors;electronic engineering computing;hardware-in-the loop simulation","Hi-Rel power-pole board;OPAL-RT;RTDS;TI DSC;Texas instruments digital controller;Typhoon;capability evaluation;compatibility evaluation;dSPACE;dc-dc converter;hardware-in-the-loop platforms;physical power stage;usability evaluation","","","","","","","","18-22 Sept. 2016","","IEEE","IEEE Conference Publications"
"Designing an intelligent UI/UX system based on the cognitive response for smart senior","You-Dong Yun; C. Lee; H. S. Lim","Department of Computer Science and Engineering, KOREA University, Seoul, South Korea","2016 2nd International Conference on Science in Information Technology (ICSITech)","20170216","2016","","","281","284","Due to increased life expectancy and decreased fertility rate, the proportion of elderly population has risen in developed and industrialized countries. This increase in aging population has drawn global interest to aging issues. However, despite active research on this issue, the following problems remain. Firstly, research on ways to familiarize senior citizens with smart devices is lacking. Secondly, research on consumption of digital contents among senior citizens using smart devices is also lacking. For senior citizens to utilize and get the best of smart devices and digital contents, focus must be placed on usability and their familiarity with smart devices. In this paper, we propose a cognitive reaction-based intelligent UI/UX system that provides UI/UX optimized for senior citizens based on the user's cognitive functionality and activity log. With this work, we expect improvements in the usability of smart devices among senior citizens and in their life quality, by personalizing content and experience for the user. Furthermore, improvement in social perception by the general population can also be anticipated, thanks to familiarity with smart devices provided by this system.","","Electronic:978-1-5090-1721-8; POD:978-1-5090-1722-5; USB:978-1-5090-1720-1","10.1109/ICSITech.2016.7852648","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7852648","aging;cognitive response;intelligent UI/UX system;online education;senior;smart devices","Adaptation models;Aging;Senior citizens;Smart devices;Statistics;Usability","human factors;mobile computing;user interfaces","aging population;cognitive reaction-based intelligent UI/UX system;cognitive response;digital contents;elderly population;senior citizens;smart devices;smart senior;social perception;user activity log;user cognitive functionality","","","","","","","","26-27 Oct. 2016","","IEEE","IEEE Conference Publications"
"An innovative mobile application for M-learning","M. Watfa; N. Rota; H. Wadhwani; N. Kupessa","Faculty of Engineering and Info. Sciences, University of Wollongong in Dubai, Dubai, UAE","2016 Sixth International Conference on Innovative Computing Technology (INTECH)","20170209","2016","","","453","458","E-Learning has gone through rapid and unprecedented changes following the profound advances in technology and mobile systems. This paper introduces the design and development of MaPal, an innovative application for student assistive E-learning built on a mobile platform. This application would allow a student to take complete lecture notes in the form of audio recordings in such a way that they can simultaneously bookmark the recording with `subject related terms', search through them without a hassle and share their audio notes with their colleagues. These `subject related terms' are generated automatically using an innovative mapping algorithm. In this paper, we mainly discuss the backend methodologies used to successfully implement such an application followed by a detailed analysis and experimentation on accuracy and usability.","","Electronic:978-1-5090-2000-3; POD:978-1-5090-2001-0","10.1109/INTECH.2016.7845130","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7845130","M-Learning;audio notes;collocation extraction;education;keywords fetching;lemmatization;stemming;tagging;words mapping","Algorithm design and analysis;Frequency measurement;Mobile applications;Mobile communication;Portable document format;Smart phones;Web pages","audio recording;computer aided instruction;mobile learning","MaPal;audio notes;audio recordings;innovative mapping algorithm;innovative mobile application;lecture notes;m-learning;student assistive e-learning","","","","","","","","24-26 Aug. 2016","","IEEE","IEEE Conference Publications"
"Development of CSCL system with usability for lower elementary school grade students","T. Oshima; Y. Mizuochi; K. Yatushiro; K. Mizukoshi","Higashiaoyama elementaly school, Niigata, Japan","2016 IEEE/SICE International Symposium on System Integration (SII)","20170209","2016","","","646","651","We developed the ""edutabs box"" as a Computer Supported Collaborative Learning (hereinafter, ""CSCL"") system that consists of a single unit, including a wireless LAN AP, and is portable. Because the edutab box is equipped with a web application that can be used on a browser, there is no need to newly install an application onto the tablet terminal. Therefore, such a CSCL that uses tablet terminals in regular classrooms can be achieved with this system alone. This study focused on the CSCL function that the edutab box contains. The edutab box was utilized by actual lower elementary school grades with the objective of appraising its effectiveness in an educational context. The experience (1) confirmed the usability of edutab among lower elementary school grades and (2) clarified its contribution toward the autonomous and collaborative learning of lower grade school students through edutab's learning status visualization function.","","Electronic:978-1-5090-3329-4; POD:978-1-5090-3330-0","10.1109/SII.2016.7844072","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7844072","","Collaborative work;Color;Information services;Tablet computers;Usability;Visualization;Writing","Internet;computer aided instruction;data visualisation;groupware;mobile computing;notebook computers;wireless LAN","CSCL system development;Web application;autonomous learning;browser;computer supported collaborative learning;edutab learning status visualization;edutabs box;lower elementary school grade students;portable system;tablet terminal;usability;wireless LAN AP","","","","","","","","13-15 Dec. 2016","","IEEE","IEEE Conference Publications"
"Virtual reality intervention: A promising deterrent to children's drug addiction","M. N. Kabiri; S. Paracha","Department of Information Systems, Graduate School of Information Technology, Kobe Institute of Computing, Kobe, Japan","2016 International Conference on Advanced Materials for Science and Engineering (ICAMSE)","20170206","2016","","","530","533","Drug addiction amongst Afghan children is a major social menace. This paper proposes an innovative virtual learning environment that will offer a promising deterrent against drug abuse at schools. The system comprises of an intelligent tutoring layer and a story generator. The former offers a customized learning on drug addiction to children and the later engages them in a coherent story generation. To measure success, usability and pedagogical evaluations will be carried out in lab and at Afghan schools consecutively.","","Electronic:978-1-5090-3869-5; POD:978-1-5090-3870-1","10.1109/ICAMSE.2016.7840190","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7840190","Artificial Intelligence;ICT in Education;Intelligent Virtual Agents;Virtual Learning Environment","Computational modeling;Conferences;Drugs;Education;Games;Object oriented modeling;Usability","intelligent tutoring systems;virtual reality","Afghan children;drug addiction;innovative virtual learning environment;intelligent tutoring layer;social menace;story generator;virtual reality","","","","","","","","12-13 Nov. 2016","","IEEE","IEEE Conference Publications"
"In the digital future: Revitalizing library management system in Afghan educational and cultural settings","M. H. Gharanai; S. Paracha","Department of Information Systems, Kobe Institute of Computing, Kobe, Japan","2016 International Conference on Advanced Materials for Science and Engineering (ICAMSE)","20170206","2016","","","489","492","Due to security situation in Afghanistan traditional paper-based libraries are vulnerable to preserve Afghan knowledge and culture heritage. This paper proposes a robust library management system namely ""e-Ketabtoon"". The architectural landscape is comprised of two layers: server responsiveness capacity and client request capacity. User centered design has been adhered throughout the development of the prototype. Early responses from the lab evaluation indicate positive results. We hope that e-Ketabtoon will bring innovation, efficiency and transparency in the Afghan library management environment.","","Electronic:978-1-5090-3869-5; POD:978-1-5090-3870-1","10.1109/ICAMSE.2016.7840179","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7840179","client and server sides technology;digital library;e-Learning","Computer architecture;Cultural differences;Internet;Libraries;Prototypes;Servers;Usability","academic libraries;history","Afghan education;Afghan knowledge;Afghan library management environment;architectural landscape;client request capacity;cultural settings;culture heritage;digital future;e-Ketabtoon;revitalizing library management system;robust library management system;security situation;user centered design","","","","","","","","12-13 Nov. 2016","","IEEE","IEEE Conference Publications"
"An innovative IT support and ticketing system for ministry of higher education","M. A. Jaweed; S. Paracha","Graduate School of Information Technology Kobe Institute of Computing, Kobe, Japan","2016 International Conference on Advanced Materials for Science and Engineering (ICAMSE)","20170206","2016","","","493","496","Troubleshooting system is incorporated in each organization to provide a quick technical support for the end-users. It provides end-users with on time support in different forms and thus enable them to maintain high quality service. This paper proposes an innovative troubleshooting system which has been developed based on real users' requirements that have gathered during requirement generation phase. It would replace the current challenges of a paper-based system which causes delay, inefficient human resources utilization and end-users' frustration.","","Electronic:978-1-5090-3869-5; POD:978-1-5090-3870-1","10.1109/ICAMSE.2016.7840180","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7840180","Knowledge-base;Technical Support;Ticketing system;Troubleshooting","Electronic mail;Knowledge based systems;Manuals;Organizations;Real-time systems;Time factors;Usability","computer science education;educational institutions;further education;human factors;human resource management;technical support services","end users;human resources utilization;innovative IT support;ministry of higher education;technical support;ticketing system;troubleshooting system","","","","","","","","12-13 Nov. 2016","","IEEE","IEEE Conference Publications"
"Improvement in learning coordinate systems topic for Electrical Engineering students using Interactive Multimedia","E. S. Rahayu; A. E. Permanasari; K. M. Mahaseng","Electrical Engineering and Information Technology Department, Gadjah Mada University, Yogyakarta, Indonesia","2016 6th International Annual Engineering Seminar (InAES)","20170119","2016","","","84","89","Coordinate system is a basic topic in engineering students in our department. Some advance subjects use this topic as the basic knowledge for analysis both electrical and information technology study programs, such as electromagnetism and computer vision. Main function of them is to represent such a position of a matter in space. In delivering this topic, some problems came up when it was presented by conventional method of teaching, such as by explaining it on a whiteboard or using presentation slides. Text font was limited related to the size of classroom. Steps of drawing the coordinate systems were not clear when it was only explained in one slide without any animations. By developing this topic in interactive multimedia, the teaching method can be improved using one of existing e-learning system in our university, called eLisa, which is not limited by time, distance, and also can overcome those mentioned problems due to this simple and clear visualization of Cartesian, Cylindrical, and Spherical Coordinate Systems. This research is conducted to investigate the benefit of the developed multimedia to improve knowledge of students about the topic. This investigation used t-test to find the significance improvement of learning the topics using this interactive multimedia by doing a hands on quiz and walkthru method to find the multimedia in eLisa. The result showed that by learning it in 15 minutes, the knowledge of students was improved based on data scores of quiz as a measurement instruments.","","CD:978-1-5090-0739-4; Electronic:978-1-5090-0741-7; POD:978-1-5090-0742-4","10.1109/INAES.2016.7821912","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7821912","coordinate systems;e-lisa;hands on;interactive multimedia;t-test;walkthru","Electrical engineering;Electronic learning;Media;Multimedia communication;Usability","computer aided instruction;electrical engineering computing;electrical engineering education;interactive systems;multimedia systems;statistical testing;teaching","cartesian coordinate systems;cylindrical coordinate systems;e-learning system;eLisa;electrical engineering students;interactive multimedia;measurement instruments;quiz data scores;spherical coordinate systems;t-test;teaching;walkthru method","","","","","","","","1-3 Aug. 2016","","IEEE","IEEE Conference Publications"
"Stereoscopic Three-Dimensional Visualization for Immersive and Intuitive Anatomy Learning","K. S. Choi; S. T. Chan; C. H. M. Leung; Y. P. Chui","Centre for Smart Health, Hong Kong Polytech. Univ., Hong Kong, China","2016 IEEE Eighth International Conference on Technology for Education (T4E)","20170116","2016","","","184","187","Conventional anatomy education makes use of twodimensional (2D) images of three-dimensional (3D) anatomical objects to illustrate their spatial locations and interrelationships. Good visual-spatial ability is needed to mentally transform or fuse multiple images that are required to understand a concept. While animations and videos are developed for anatomy learning, the presentation of 3D anatomical objects on 2D planar computer screen does not render the depth perception necessary for intuitive understanding of the spatial details and subtlety. To enhance anatomy education, a stereoscopic 3D visualization system is proposed in this paper. Depth perception is naturally rendered using active stereo technology to create an immersive learning environment which allows students to directly interact with and explore the virtual anatomical objects. In addition to translation, rotation, zooming in and out, the body parts are modeled as multi-layer objects so that the outer layers can be set to semi-transparent to expose the inner layers, while the associations between the inner and outer layers can also be depicted. A pilot study is conducted to evaluate the system usability and user interface of the proposed stereoscopic 3D visualization system. The response of the 14 healthcare students who participate in the study is positive. They appreciate the intuitiveness and flexibility offered by the system, which can facilitate anatomy learning. Feedbacks are collected to further improve the system.","","Electronic:978-1-5090-6115-0; POD:978-1-5090-6116-7","10.1109/T4E.2016.046","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7814821","anatomy education;computer-assisted learning;immersive virtual reality.;stereo vision;visual-spatial ability","Computers;Education;Medical services;Stereo image processing;Three-dimensional displays;Two dimensional displays;User interfaces","biomedical education;computer aided instruction;data visualisation;medical computing;stereo image processing;user interfaces","2D images;3D anatomical object presentation;active stereo technology;immersive anatomy learning;intuitive anatomy learning;stereoscopic 3D visualization system;stereoscopic three-dimensional visualization;system usability;three-dimensional anatomical objects;two-dimensional images;user interface;virtual anatomical objects","","","","","","","","2-4 Dec. 2016","","IEEE","IEEE Conference Publications"
