"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","1012344","  Software Engineering Notes Staff","","","","Abstracts in Software Engineering","62--66","","5","","10.1145/1012339.1012344","SIGSOFT Softw. Eng. Notes","July 1984","9","4","","July","1984","0163-5948","","","","","","ACM","New York, NY, USA"
"article","1010761","  Software Engineering Notes Staff","","","","Abstracts in Software Engineering: Part 6","31--33","","3","","10.1145/1010751.1010761","SIGSOFT Softw. Eng. Notes","July 1978","3","3","","July","1978","0163-5948","","","","","","ACM","New York, NY, USA"
"article","1010824","  Software Engineering Notes Staff","","","","Abstracts in Software Engineering","82--83","","2","","10.1145/1010809.1010824","SIGSOFT Softw. Eng. Notes","January 1982","7","1","","January","1982","0163-5948","","","","","","ACM","New York, NY, USA"
"article","1010767","  Software Engineering Notes Staff","","","","Abstracts in Software Engineering: Part 9","19--20","","2","","10.1145/1010763.1010767","SIGSOFT Softw. Eng. Notes","April 1979","4","2","","April","1979","0163-5948","","","","","","ACM","New York, NY, USA"
"article","1010724","  Software Engineering Notes Staff","","","","Abstracts in Software Engineering: Part 2","6--14","","9","","10.1145/1010723.1010724","SIGSOFT Softw. Eng. Notes","January 1977","2","1","","January","1977","0163-5948","","","","","","ACM","New York, NY, USA"
"article","1010739","  Software Engineering Notes Staff","","","","Abstracts in Software Engineering: Part 5","28--32","","5","","10.1145/1010734.1010739","SIGSOFT Softw. Eng. Notes","January 1978","3","1","","January","1978","0163-5948","","","","","","ACM","New York, NY, USA"
"article","1010939","  Software Engineering Notes Staff","","","","Abstracts in Software Engineering","145--146","","2","","10.1145/1010925.1010939","SIGSOFT Softw. Eng. Notes","April 1984","9","2","","April","1984","0163-5948","","","","","","ACM","New York, NY, USA"
"article","1010790","  Software Engineering Notes Staff","","","","Abstracts in Software Engineering","39--44","","6","","10.1145/1010782.1010790","SIGSOFT Softw. Eng. Notes","January 1980","5","1","","January","1980","0163-5948","","","","","","ACM","New York, NY, USA"
"article","1012635","  Software Engineering Notes Staff","","","","Abstracts in Software Engineering","118--125","","8","","10.1145/1012621.1012635","SIGSOFT Softw. Eng. Notes","April 1985","10","2","","April","1985","0163-5948","","","","","","ACM","New York, NY, USA"
"article","1012622","  Software Engineering Notes Staff","","","","Questionnaire Responses","12--15","","4","","10.1145/1012621.1012622","SIGSOFT Softw. Eng. Notes","April 1985","10","2","","April","1985","0163-5948","","","","","","ACM","New York, NY, USA"
"article","1012452","  Software Engineering Notes Staff","","","","Abstracts in Software Engineering","74--81","","8","","10.1145/1012443.1012452","SIGSOFT Softw. Eng. Notes","January 1985","10","1","","January","1985","0163-5948","","","","","","ACM","New York, NY, USA"
"article","1010682","  Software Engineering Notes Staff","","","","Abstracts in Software Engineering","9--32","","24","","10.1145/1010680.1010682","SIGSOFT Softw. Eng. Notes","October 1976","1","2","","October","1976","0163-5948","","","","","","ACM","New York, NY, USA"
"article","1010952","  Software Engineering Notes Staff","","","","Abstracts in Software Engineering","90--94","","5","","10.1145/1010941.1010952","SIGSOFT Softw. Eng. Notes","October 1984","9","5","","October","1984","0163-5948","","","","","","ACM","New York, NY, USA"
"article","1010778","  Software Engineering Notes Staff","","","","An Alternative to Structured Programming: Syndicate Programming","19--20","","2","","10.1145/1010773.1010778","SIGSOFT Softw. Eng. Notes","January 1979","4","1","","January","1979","0163-5948","","","","","","ACM","New York, NY, USA"
"article","1012495","  Software Engineering Notes Staff","","","","Abstracts in Software Engineering","109--117","","9","","10.1145/1012483.1012495","SIGSOFT Softw. Eng. Notes","July 1985","10","3","","July","1985","0163-5948","","","","","","ACM","New York, NY, USA"
"article","1102108","  ACM SIGSOFT Software Engineering Notes staff","","","","Frontmatter (TOC, Letter from the Vice-chair, Letters to the Editor, Programmer Productivity, Software Assurance, Workshop and Conference Summaries, Calendar of Events)","0--0","","1","","10.1145/1102107.1102108","SIGSOFT Softw. Eng. Notes","November 2005","30","6","","November","2005","0163-5948","","","","","","ACM","New York, NY, USA"
"article","1218777","  ACM SIGSOFT Software Engineering Notes staff","","","","Frontmatter (TOC, Miscellaneous Material)","0--0","","1","","10.1145/1218776.1218777","SIGSOFT Softw. Eng. Notes","November 2006","31","6","","November","2006","0163-5948","","","","","","ACM","New York, NY, USA"
"article","979745","  ACM SIGSOFT Software Engineering Notes staff","","","","Back Matter (Abstracts and Calendar)","27--62","","36","","10.1145/979743.979745","SIGSOFT Softw. Eng. Notes","March 2004","29","2","","March","2004","0163-5948","","","","","","ACM","New York, NY, USA"
"article","773128","  ACM SIGSOFT Software Engineering Notes staff","","","","Back Matter","22--37","","16","","10.1145/773126.773128","SIGSOFT Softw. Eng. Notes","May 2003","28","3","","May","2003","0163-5948","","","","","","ACM","New York, NY, USA"
"article","986712","  ACM SIGSOFT Software Engineering Notes staff","","","","Backmatter (Abstracts and Calendar)","31--37","","7","","10.1145/986710.986712","SIGSOFT Softw. Eng. Notes","May 2004","29","3","","May","2004","0163-5948","","","","","","ACM","New York, NY, USA"
"article","1108769","  ACM SIGSOFT Software Engineering Notes staff","","","","Frontmatter (TOC, Letter from the Chair, Letter from the Editor, Letters to the Editor, ACM Policy and Procedures on Plagiarism, PASTE Abstracts, Calendar of Future Events, Workshop and Conference Information)","0--0","","1","","10.1145/1108768.1108769","SIGSOFT Softw. Eng. Notes","January 2006","31","1","","January","2006","0163-5948","","","","","","ACM","New York, NY, USA"
"article","2408748","  Polyhedron Software","","","","Fortran Compiler Comparisons Diagnostic Capabilities","7--16","","10","","10.1145/2408747.2408748","SIGPLAN Fortran Forum","December 2012","31","3","","December","2012","1061-7264","","","","","","ACM","New York, NY, USA"
"article","276772","CORPORATE  IEEE-CS-ACM Joint Task Force on Software Engineering Ethics","","","","Software Engineering Code of Ethics and Professional Practice: Version 4","29--32","","4","","10.1145/276755.276772","","","","","","","1998","","Proceedings of the Ethics and Social Impact Component on Shaping Policy in the Information Age","ACM POLICY '98","","1-58113-038-4","Washington, D.C., USA","ACM","New York, NY, USA"
"article","276772","CORPORATE  IEEE-CS-ACM Joint Task Force on Software Engineering Ethics","","","","Software Engineering Code of Ethics and Professional Practice: Version 4","29--32","","4","","10.1145/276758.276772","SIGCAS Comput. Soc.","June 1998","28","2","","June","1998","0095-2737","","","","","","ACM","New York, NY, USA"
"article","2460237","  Polyhedron Software","","","","Fortran Compiler Comparisons Execution Time Benchmarks","4--7","","4","","10.1145/2460236.2460237","SIGPLAN Fortran Forum","April 2013","32","1","","March","2013","1061-7264","","","","","","ACM","New York, NY, USA"
"article","62168","CORPORATE Inc. Software Productivity Solutions","","","","Naval Avionics Center Ada-based Design Languages Workshop Summary of Events","104--118","","15","","10.1145/62162.62168","Ada Lett.","July/Aug. 1988","VIII","4","","July","1988","1094-3641","","","","","","ACM","New York, NY, USA"
"article","882242","ACM SIGSOFT Software Engineering Notes staff","","","","Back Matter","38--48","","11","","10.1145/882240.882242","SIGSOFT Softw. Eng. Notes","July 2003","28","4","","July","2003","0163-5948","","","","","","ACM","New York, NY, USA"
"article","859683","ACM  Staff","","","","News Track","9--10","","2","","10.1145/859670.859683","Commun. ACM","August 2003","46","8","","August","2003","0001-0782","","","","","","ACM","New York, NY, USA"
"article","2593906","Anirudha N.  Joshi","","","","Interaction Design for People with Less Education (Keynote)","7--7","","1","Education","10.1145/2593902.2593906","","","","","","","2014","","Proceedings of the 1st International Conference on Mobile Software Engineering and Systems","MOBILESoft 2014","","978-1-4503-2878-4","Hyderabad, India","ACM","New York, NY, USA"
"article","2538955","Daniel E. Krutz and Samuel A. Malachowsky and Thomas  Reichlmayr","","","","Using a Real World Project in a Software Testing Course","49--54","","6","software engineering education, software project, software testing","10.1145/2538862.2538955","","","","","","","2014","","Proceedings of the 45th ACM Technical Symposium on Computer Science Education","SIGCSE '14","","978-1-4503-2605-6","Atlanta, Georgia, USA","ACM","New York, NY, USA"
"article","2889188","Collin  McMillan and Amanda  Rodda-Tyler","","","","Collaborative Software Engineering Education Between College Seniors and Blind High School Students","360--363","","4","software engineering education, visual disabilities","10.1145/2889160.2889188","","","","","","","2016","","Proceedings of the 38th International Conference on Software Engineering Companion","ICSE '16","","978-1-4503-4205-6","Austin, Texas","ACM","New York, NY, USA"
"article","1352170","Ronald J. Leach and Legand L. Burge and Harry N. Keeling","","","","Can Students Reengineer?","102--106","","5","program comprehension, program understanding, reengineering, software engineering, software engineering education","10.1145/1352322.1352170","SIGCSE Bull.","March 2008","40","1","","March","2008","0097-8418","","","","","","ACM","New York, NY, USA"
"article","1352170","Ronald J. Leach and Legand L. Burge and Harry N. Keeling","","","","Can Students Reengineer?","102--106","","5","program comprehension, program understanding, reengineering, software engineering, software engineering education","10.1145/1352135.1352170","","","","","","","2008","","Proceedings of the 39th SIGCSE Technical Symposium on Computer Science Education","SIGCSE '08","","978-1-59593-799-5","Portland, OR, USA","ACM","New York, NY, USA"
"article","1352218","Andrew  Begel and Beth  Simon","","","","Struggles of New College Graduates in Their First Software Development Job","226--230","","5","computer science education, human aspects of software engineering, software development","10.1145/1352322.1352218","SIGCSE Bull.","March 2008","40","1","","March","2008","0097-8418","","","","","","ACM","New York, NY, USA"
"article","1352218","Andrew  Begel and Beth  Simon","","","","Struggles of New College Graduates in Their First Software Development Job","226--230","","5","computer science education, human aspects of software engineering, software development","10.1145/1352135.1352218","","","","","","","2008","","Proceedings of the 39th SIGCSE Technical Symposium on Computer Science Education","SIGCSE '08","","978-1-59593-799-5","Portland, OR, USA","ACM","New York, NY, USA"
"article","3019961","Emmanuelle Guti&#233;rrez y Restrepo and Francisco Garc&#237;a Garc&#237;a","","","","Nonintrusive Accessibility in Inclusive Higher Education","119--126","","8","Accessibility, e-learning, multimedia, nonintrusive accessibility, search engine optimization, usability","10.1145/3019943.3019961","","","","","","","2016","","Proceedings of the 7th International Conference on Software Development and Technologies for Enhancing Accessibility and Fighting Info-exclusion","DSAI 2016","","978-1-4503-4748-8","Vila Real, Portugal","ACM","New York, NY, USA"
"article","1062571","Joanne M. Atlee and Richard J. LeBlanc,Jr. and Timothy C. Lethbridge and Ann  Sobel and J. Barrie Thompson","","","","Software Engineering 2004: ACM/IEEE-CS Guidelines for Undergraduate Programs in Software Engineering","623--624","","2","software engineering education","10.1145/1062455.1062571","","","","","","","2005","","Proceedings of the 27th International Conference on Software Engineering","ICSE '05","","1-58113-963-2","St. Louis, MO, USA","ACM","New York, NY, USA"
"article","3022393","Joel  Ross and Andrew J. Ko and David L. Stearns","","","","Accessibility As a First-Class Concern in Teaching GUIs and Software Engineering (Abstract Only)","701--701","","1","accessibility, software engineering, user interface development, web programming","10.1145/3017680.3022393","","","","","","","2017","","Proceedings of the 2017 ACM SIGCSE Technical Symposium on Computer Science Education","SIGCSE '17","","978-1-4503-4698-6","Seattle, Washington, USA","ACM","New York, NY, USA"
"article","1008062","Emily Oh Navarro and Andr&#233;  van der Hoek","","","","SimSE: An Educational Simulation Game for Teaching the Software Engineering Process","233--233","","1","educational games, software engineering education","10.1145/1026487.1008062","SIGCSE Bull.","September 2004","36","3","","June","2004","0097-8418","","","","","","ACM","New York, NY, USA"
"article","1008062","Emily Oh Navarro and Andr&#233;  van der Hoek","","","","SimSE: An Educational Simulation Game for Teaching the Software Engineering Process","233--233","","1","educational games, software engineering education","10.1145/1007996.1008062","","","","","","","2004","","Proceedings of the 9th Annual SIGCSE Conference on Innovation and Technology in Computer Science Education","ITiCSE '04","","1-58113-836-9","Leeds, United Kingdom","ACM","New York, NY, USA"
"article","1953291","Thomas R. Gross","","","","Breadth in Depth: A 1st Year Introduction to Parallel Programming","435--440","","6","cs education, parallel programming, software engineering","10.1145/1953163.1953291","","","","","","","2011","","Proceedings of the 42Nd ACM Technical Symposium on Computer Science Education","SIGCSE '11","","978-1-4503-0500-6","Dallas, TX, USA","ACM","New York, NY, USA"
"article","1062578","Carlo  Ghezzi and Dino  Mandrioli","","","","The Challenges of Software Engineering Education","637--638","","2","education, engineering, model, software engineering","10.1145/1062455.1062578","","","","","","","2005","","Proceedings of the 27th International Conference on Software Engineering","ICSE '05","","1-58113-963-2","St. Louis, MO, USA","ACM","New York, NY, USA"
"article","2851054","Ma&#237;ra Rejane Marques","","","","Monitoring: An Intervention to Improve Team Results in Software Engineering Education (Abstract Only)","724--724","","1","monitoring, software engineering education","10.1145/2839509.2851054","","","","","","","2016","","Proceedings of the 47th ACM Technical Symposium on Computing Science Education","SIGCSE '16","","978-1-4503-3685-7","Memphis, Tennessee, USA","ACM","New York, NY, USA"
"article","337504","G&#252;nther  Ruhe and Donald J. Bagert and Helen  Edwards and Michael  Ryan","","","Chairman-Nancy R. Mead and Chairman-Hossein  Saiedian","Shortages of Qualified Software Engineering Faculty and Practitioners (Panel Session): Challenges in Breaking the Cycle","665--668","","4","software engineering education","10.1145/337180.337504","","","","","","","2000","","Proceedings of the 22Nd International Conference on Software Engineering","ICSE '00","","1-58113-206-9","Limerick, Ireland","ACM","New York, NY, USA"
"article","3131187","Marcelo H. Yamaguti and Fl&#225;vio M. de Oliveira and C&#225;ssio A. W. Trindade and Alessandra C. S. Dutra","","","","AGES: An Interdisciplinary Space Based on Projects for Software Engineering Learning","368--373","","6","Software Engineering, education","10.1145/3131151.3131187","","","","","","","2017","","Proceedings of the 31st Brazilian Symposium on Software Engineering","SBES'17","","978-1-4503-5326-7","Fortaleza, CE, Brazil","ACM","New York, NY, USA"
"article","1368204","Uwe  Dumslaff","","","","Change Management: From Knowledge About Innovative SE to Capabilities for Industrial SE Projects","805--806","","2","software engineering education","10.1145/1368088.1368204","","","","","","","2008","","Proceedings of the 30th International Conference on Software Engineering","ICSE '08","","978-1-60558-079-1","Leipzig, Germany","ACM","New York, NY, USA"
"article","2897594","Olaa  Alsaedi and Zachary  Toups and Jonathan  Cook","","","","Can a Team Coordination Game Help Student Software Project Teams?","33--39","","7","game based education, software engineering education, team coordination","10.1145/2897586.2897594","","","","","","","2016","","Proceedings of the 9th International Workshop on Cooperative and Human Aspects of Software Engineering","CHASE '16","","978-1-4503-4155-4","Austin, Texas","ACM","New York, NY, USA"
"article","1047513","James B. Fenwick,Jr. and Barry L. Kurtz","","","","Intra-curriculum Software Engineering Education","540--544","","5","pedagogy, software engineering education","10.1145/1047124.1047513","SIGCSE Bull.","2005","37","1","","February","2005","0097-8418","","","","","","ACM","New York, NY, USA"
"article","1047513","James B. Fenwick,Jr. and Barry L. Kurtz","","","","Intra-curriculum Software Engineering Education","540--544","","5","pedagogy, software engineering education","10.1145/1047344.1047513","","","","","","","2005","","Proceedings of the 36th SIGCSE Technical Symposium on Computer Science Education","SIGCSE '05","","1-58113-997-7","St. Louis, Missouri, USA","ACM","New York, NY, USA"
"article","2899459","Ma&#237;ra  Marques and Sergio F. Ochoa and Mar&#237;a Cecilia  Bastarrica","","","","Software Engineering Education in Chile - Status Report","180--185","","6","chile, software engineering education","10.1145/2899415.2899459","","","","","","","2016","","Proceedings of the 2016 ACM Conference on Innovation and Technology in Computer Science Education","ITiCSE '16","","978-1-4503-4231-5","Arequipa, Peru","ACM","New York, NY, USA"
"article","2371332","Klaus  Bothe and Zoran  Putnik and Betim  &#199;i&#231;o","","","","International Educational Cooperation: One Possible Model","76--81","","6","educational cooperation, software engineering","10.1145/2371316.2371332","","","","","","","2012","","Proceedings of the Fifth Balkan Conference in Informatics","BCI '12","","978-1-4503-1240-0","Novi Sad, Serbia","ACM","New York, NY, USA"
"article","882248","J. Barrie Thompson and Helen M. Edwards","","","","Report on the 2Nd International Summit on Software Engineering Education, Co-located with ICSE2003","21--26","","6","education, software engineering curriculum","10.1145/882240.882248","SIGSOFT Softw. Eng. Notes","July 2003","28","4","","July","2003","0163-5948","","","","","","ACM","New York, NY, USA"
"article","1839601","Leigh Ann  Sudol and Ciera  Jaspan","","","","Analyzing the Strength of Undergraduate Misconceptions About Software Engineering","31--40","","10","misconceptions, software engineering education","10.1145/1839594.1839601","","","","","","","2010","","Proceedings of the Sixth International Workshop on Computing Education Research","ICER '10","","978-1-4503-0257-9","Aarhus, Denmark","ACM","New York, NY, USA"
"article","2591158","Collin  McMillan and Richard  Oosterhoff","","","","Teaching Students to Understand Large Programs by Understanding Historical Context","287--290","","4","history, software engineering education","10.1145/2591062.2591158","","","","","","","2014","","Companion Proceedings of the 36th International Conference on Software Engineering","ICSE Companion 2014","","978-1-4503-2768-8","Hyderabad, India","ACM","New York, NY, USA"
"article","803190","Peter  Freeman and Anthony I. Wasserman","","","","A Proposed Curriculum for Software Engineering Education","56--62","","7","Curricula, Education, Software engineering","","","","","","","","1978","","Proceedings of the 3rd International Conference on Software Engineering","ICSE '78","","","Atlanta, Georgia, USA","IEEE Press","Piscataway, NJ, USA"
"article","1062570","Hans  van Vliet","","","","Some Myths of Software Engineering Education","621--622","","2","education, software engineering","10.1145/1062455.1062570","","","","","","","2005","","Proceedings of the 27th International Conference on Software Engineering","ICSE '05","","1-58113-963-2","St. Louis, MO, USA","ACM","New York, NY, USA"
"article","2723769","Bimlesh  Wadhwa and Bharat  Gera and Ashish  Sureka","","","","A Report on Software Engineering Education Workshop (SEED) Colocated with ISEC 2015","206--207","","2","Software Engineering Education","10.1145/2723742.2723769","","","","","","","2015","","Proceedings of the 8th India Software Engineering Conference","ISEC '15","","978-1-4503-3432-7","Bangalore, India","ACM","New York, NY, USA"
"article","2180930","Rakesh  Shukla and Ashish  Sureka and Rushikesh  Joshi and Rajib  Mall","","","","A Report on Software Engineering Education Workshop","26--31","","6","software engineering education","10.1145/180921.2180930","SIGSOFT Softw. Eng. Notes","May 2012","37","3","","May","2012","0163-5948","","","","","","ACM","New York, NY, USA"
"article","974050","Robert F. Dugan","","","","Performance Lies My Professor Told Me: The Case for Teaching Software Performance Engineering to Undergraduates","37--48","","12","education, performance, software engineering","10.1145/974043.974050","SIGSOFT Softw. Eng. Notes","January 2004","29","1","","January","2004","0163-5948","","","","","","ACM","New York, NY, USA"
"article","974050","Robert F. Dugan","","","","Performance Lies My Professor Told Me: The Case for Teaching Software Performance Engineering to Undergraduates","37--48","","12","education, performance, software engineering","10.1145/974044.974050","","","","","","","2004","","Proceedings of the 4th International Workshop on Software and Performance","WOSP '04","","1-58113-673-0","Redwood Shores, California","ACM","New York, NY, USA"
"article","1984680","Stephanie  Ludi","","","","The Benefits and Challenges of Using Educational Game Projects in an Undergraduate Software Engineering Course","13--16","","4","education, project, software engineering","10.1145/1984674.1984680","","","","","","","2011","","Proceedings of the 1st International Workshop on Games and Software Engineering","GAS '11","","978-1-4503-0578-5","Waikiki, Honolulu, HI, USA","ACM","New York, NY, USA"
"article","2600730","Armando  Fox","","","","Using MOOCs to Reinvigorate Software Engineering Education (Keynote)","255--255","","1","Software Engineering Education","10.1145/2591062.2600730","","","","","","","2014","","Companion Proceedings of the 36th International Conference on Software Engineering","ICSE Companion 2014","","978-1-4503-2768-8","Hyderabad, India","ACM","New York, NY, USA"
"article","1352161","Jon  Beck","","","","Fair Division As a Means of Apportioning Software Engineering Class Projects","68--71","","4","fair division, software engineering education, student projects, student teams","10.1145/1352135.1352161","","","","","","","2008","","Proceedings of the 39th SIGCSE Technical Symposium on Computer Science Education","SIGCSE '08","","978-1-59593-799-5","Portland, OR, USA","ACM","New York, NY, USA"
"article","1352161","Jon  Beck","","","","Fair Division As a Means of Apportioning Software Engineering Class Projects","68--71","","4","fair division, software engineering education, student projects, student teams","10.1145/1352322.1352161","SIGCSE Bull.","March 2008","40","1","","March","2008","0097-8418","","","","","","ACM","New York, NY, USA"
"article","1411736","Holger  Gast","","","","Patterns and Traceability in Teaching Software Architecture","23--31","","9","software architecture, software engineering education","10.1145/1411732.1411736","","","","","","","2008","","Proceedings of the 6th International Symposium on Principles and Practice of Programming in Java","PPPJ '08","","978-1-60558-223-8","Modena, Italy","ACM","New York, NY, USA"
"article","2787743","Ma&#237;ra  Marques","","","","A Prescriptive Software Process for Academic Scenarios","265--266","","2","software engineering education, software process","10.1145/2787622.2787743","","","","","","","2015","","Proceedings of the Eleventh Annual International Conference on International Computing Education Research","ICER '15","","978-1-4503-3630-7","Omaha, Nebraska, USA","ACM","New York, NY, USA"
"article","1062563","Mary  Shaw and Jim  Herbsleb and Ipek  Ozkaya","","","","Deciding What to Design: Closing a Gap in Software Engineering Education","607--608","","2","software design, software engineering education","10.1145/1062455.1062563","","","","","","","2005","","Proceedings of the 27th International Conference on Software Engineering","ICSE '05","","1-58113-963-2","St. Louis, MO, USA","ACM","New York, NY, USA"
"article","259334","CORPORATE  Engineering Animation, Inc.","","","","BodyVenture","241--","","","","10.1145/259081.259334","","","","","","","1997","","ACM SIGGRAPH 97 Visual Proceedings: The Art and Interdisciplinary Programs of SIGGRAPH '97","SIGGRAPH '97","","0-89791-921-1","Los Angeles, California, USA","ACM","New York, NY, USA"
"article","1140202","Dragutin  Petkovic and Gary  Thompson and Rainer  Todtenhoefer","","","","Teaching Practical Software Engineering and Global Software Engineering: Evaluation and Comparison","294--298","","5","global software engineering, software engineering, software engineering education","10.1145/1140123.1140202","SIGCSE Bull.","September 2006","38","3","","June","2006","0097-8418","","","","","","ACM","New York, NY, USA"
"article","1140202","Dragutin  Petkovic and Gary  Thompson and Rainer  Todtenhoefer","","","","Teaching Practical Software Engineering and Global Software Engineering: Evaluation and Comparison","294--298","","5","global software engineering, software engineering, software engineering education","10.1145/1140124.1140202","","","","","","","2006","","Proceedings of the 11th Annual SIGCSE Conference on Innovation and Technology in Computer Science Education","ITICSE '06","","1-59593-055-8","Bologna, Italy","ACM","New York, NY, USA"
"article","1878860","Yarden  Moskovitch and Bruce N. Walker","","","","Evaluating Text Descriptions of Mathematical Graphs","259--260","","2","graph description, graphs, math description engine, math education, technology review","10.1145/1878803.1878860","","","","","","","2010","","Proceedings of the 12th International ACM SIGACCESS Conference on Computers and Accessibility","ASSETS '10","","978-1-60558-881-0","Orlando, Florida, USA","ACM","New York, NY, USA"
"article","259486","CORPORATE  Engineering Animation, Inc.","","","","Smithsonian Cinder Cone","294--","","","","10.1145/259081.259486","","","","","","","1997","","ACM SIGGRAPH 97 Visual Proceedings: The Art and Interdisciplinary Programs of SIGGRAPH '97","SIGGRAPH '97","","0-89791-921-1","Los Angeles, California, USA","ACM","New York, NY, USA"
"article","2792406","Sandro  Fouch&#233; and Andrew H.  Mangle","","","","Code Hunt As Platform for Gamification of Cybersecurity Training","9--11","","3","Cybersecurity, Education, Gamification, Software Testing","10.1145/2792404.2792406","","","","","","","2015","","Proceedings of the 1st International Workshop on Code Hunt Workshop on Educational Software Engineering","CHESE 2015","","978-1-4503-3711-3","Baltimore, MD, USA","ACM","New York, NY, USA"
"article","2421282","Birgit  Penzenstadler and Veronika  Bauer","","","","Jumpstart Sustainability in Seminars: Hands-on Experiences in Class","37--44","","8","education, requirements, software engineering, sustainability","10.1145/2421277.2421282","","","","","","","2012","","Proceedings of Second Computer Science Education Research Conference","CSERC '12","","978-1-4503-1858-7","Wroclaw, Poland","ACM","New York, NY, USA"
"article","377442","Ignacio  Aedo and Paloma  D&#237;az","","","","Applying Software Engineering Methods for Hypermedia Systems","5--8","","4","education, hypermedia design, software  engineering","10.1145/507758.377442","SIGCSE Bull.","Sept. 2001","33","3","","June","2001","0097-8418","","","","","","ACM","New York, NY, USA"
"article","377442","Ignacio  Aedo and Paloma  D&#237;az","","","","Applying Software Engineering Methods for Hypermedia Systems","5--8","","4","education, hypermedia design, software  engineering","10.1145/377435.377442","","","","","","","2001","","Proceedings of the 6th Annual Conference on Innovation and Technology in Computer Science Education","ITiCSE '01","","1-58113-330-8","Canterbury, United Kingdom","ACM","New York, NY, USA"
"article","1953207","Sriram  Mohan and Stephen  Chenoweth","","","","Teaching Requirements Engineering to Undergraduate Students","141--146","","6","curriculum, education, requirements, software engineering","10.1145/1953163.1953207","","","","","","","2011","","Proceedings of the 42Nd ACM Technical Symposium on Computer Science Education","SIGCSE '11","","978-1-4503-0500-6","Dallas, TX, USA","ACM","New York, NY, USA"
"article","2819048","Farshid  Anvari and Deborah  Richards and Michael  Hitchens and Muhammad Ali Babar","","","","Effectiveness of Persona with Personality Traits on Conceptual Design","263--272","","10","conceptual design, persona, personality, software engineering education, user-centered design","","","","","","","","2015","","Proceedings of the 37th International Conference on Software Engineering - Volume 2","ICSE '15","","","Florence, Italy","IEEE Press","Piscataway, NJ, USA"
"article","2844618","Yang  Li and Stephan  Krusche and Christian  Lescher and Bernd  Bruegge","","","","Teaching Global Software Engineering by Simulating a Global Project in the Classroom","187--192","","6","classroom, education, global software engineering, project management, simulation","10.1145/2839509.2844618","","","","","","","2016","","Proceedings of the 47th ACM Technical Symposium on Computing Science Education","SIGCSE '16","","978-1-4503-3685-7","Memphis, Tennessee, USA","ACM","New York, NY, USA"
"article","283644","James  Wolfer","","","","Graduate Software Engineering Across International Boundaries (Poster): The First Courses","311--","","","graduate distance education, software engineering","10.1145/290320.283644","SIGCSE Bull.","Sept. 1998","30","3","","August","1998","0097-8418","","","","","","ACM","New York, NY, USA"
