"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","1999889","Michail  Giannakos and Panayiotis  Vlamos","","","","Identifying the Predictors of Educational Webcasts' Adoption","376--376","","1","adoption factors., educational webcast, technology acceptance, utaut","10.1145/1999747.1999889","","","","","","","2011","","Proceedings of the 16th Annual Joint Conference on Innovation and Technology in Computer Science Education","ITiCSE '11","","978-1-4503-0697-3","Darmstadt, Germany","ACM","New York, NY, USA"
"article","2656453","Sathish Alampalayam Kumar","","","","Designing a Graduate Program in Information Security and Analytics: Masters Program in Information Security and Analytics (MISA)","141--146","","6","analytics, cybersecurity, information technology education","10.1145/2656450.2656453","","","","","","","2014","","Proceedings of the 15th Annual Conference on Information Technology Education","SIGITE '14","","978-1-4503-2686-5","Atlanta, Georgia, USA","ACM","New York, NY, USA"
"article","3084389","Damien  Joseph and Tenace K. Setor and Shirish C. Srivastava","","","","Do IT Professionals Attend to Internal and External Distributive Justice?","7--11","","5","human factors, management, theory","10.1145/3084381.3084389","","","","","","","2017","","Proceedings of the 2017 ACM SIGMIS Conference on Computers and People Research","SIGMIS-CPR '17","","978-1-4503-5037-2","Bangalore, India","ACM","New York, NY, USA"
"article","62160","CORPORATE  Division of Computer Research and Technology Computer Center","","","","NIH System Descriptions","14--17","","4","","10.1145/62158.62160","SIGBIO Newsl.","Dec. 1987","9","4","","December","1987","0163-5697","","","","","","ACM","New York, NY, USA"
"article","1029613","Larry  Corman and Evans  Adams","","","","TECH@FLC: A Program Funded by an Industry Consortium","280--280","","1","information technology education, web development","10.1145/1029533.1029613","","","","","","","2004","","Proceedings of the 5th Conference on Information Technology Education","CITC5 '04","","1-58113-936-5","Salt Lake City, UT, USA","ACM","New York, NY, USA"
"article","1029611","Myungsook  Klassen and Russell  Stockard and Ali  Akbari","","","","Stimulating Information Technology Education Among Underrepresented Minorities","278--278","","1","computer science college major, computer science pipeline, information technology, self-efficacy, social cognition theory, status attainment model, underrepresented minorities, upward bound program","10.1145/1029533.1029611","","","","","","","2004","","Proceedings of the 5th Conference on Information Technology Education","CITC5 '04","","1-58113-936-5","Salt Lake City, UT, USA","ACM","New York, NY, USA"
"article","3083679","Colin  Dodds and Ahmed  Kharrufa and Anne  Preston and Catherine  Preston and Patrick  Olivier","","","","Remix Portal: Connecting Classrooms with Local Music Communities","203--212","","10","Music, activity theory, education, music production, remixing","10.1145/3083671.3083679","","","","","","","2017","","Proceedings of the 8th International Conference on Communities and Technologies","C&T '17","","978-1-4503-4854-6","Troyes, France","ACM","New York, NY, USA"
"article","2037316","Alessandro  Pollini and Leonardo  Giusti and Linda  Napoletano","","","","Emerging Informal Learning 2.0 Practices: A Preliminary Exploration","71--75","","5","computer science education, curriculum, informal learning, information systems education, technology-enhanced learning, web 2.0","10.1145/2037296.2037316","","","","","","","2011","","Proceedings of the 9th ACM SIGCHI Italian Chapter International Conference on Computer-Human Interaction: Facing Complexity","CHItaly","","978-1-4503-0876-2","Alghero, Italy","ACM","New York, NY, USA"
"article","1693097","Mahinda  Kommalage","","","","Usage of Information Technology for the Purpose of Health Education in Sri Lanka","271--273","","3","developing countries, health education, health information, internet, website","10.1145/1693042.1693097","","","","","","","2009","","Proceedings of the 3rd International Conference on Theory and Practice of Electronic Governance","ICEGOV '09","","978-1-60558-663-2","Bogota, Colombia","ACM","New York, NY, USA"
"article","1168845","C. Richard G. Helps","","","","Instructional Design Theory Provides Insights into Evolving Information Technology Technical Curricula","129--134","","6","Moore's law, UML, curriculum design, instructional design theory, learning theory, technology evolution","10.1145/1168812.1168845","","","","","","","2006","","Proceedings of the 7th Conference on Information Technology Education","SIGITE '06","","1-59593-521-5","Minneapolis, Minnesota, USA","ACM","New York, NY, USA"
"article","2808014","Bonnie  MacKellar and Gregory  Hislop and Mihaela  Sabin and Amber  Settle","","","","Information Technology and Computer Science Programs: How Do We Relate?","125--126","","2","computing curricula, information technology education","10.1145/2808006.2808014","","","","","","","2015","","Proceedings of the 16th Annual Conference on Information Technology Education","SIGITE '15","","978-1-4503-3835-6","Chicago, Illinois, USA","ACM","New York, NY, USA"
"article","1125202","Lynette  Kvasny and Fay Cobb Payton and Jing  Chong and Victor  Mbarika","","","","Information Technology Education and Employment for Women in Kenya","114--119","","6","education, gender, information technology workforce","10.1145/1125170.1125202","","","","","","","2006","","Proceedings of the 2006 ACM SIGMIS CPR Conference on Computer Personnel Research: Forty Four Years of Computer Personnel Research: Achievements, Challenges &Amp; the Future","SIGMIS CPR '06","","1-59593-349-2","Claremont, California, USA","ACM","New York, NY, USA"
"article","1414580","Lei  He and Ashraf  Saad and Joy  Reed and Patrick  Hannigan and Ed  Strauser","","","","Information Technology Education for K-12 Students and Teachers: From Sensor Network to Comprehensive and Customized Web Interaction","65--70","","6","information system, information technology education, sensor network","10.1145/1414558.1414580","","","","","","","2008","","Proceedings of the 9th ACM SIGITE Conference on Information Technology Education","SIGITE '08","","978-1-60558-329-7","Cincinnati, OH, USA","ACM","New York, NY, USA"
"article","3007840","Gwang-Soo  Hong and Sun-Woo  Park and So-Hyun  Park and Aziz  Nasridinov and Young-Ho  Park","","","","A Ballet Posture Education Using IT Techniques: A Comparative Study","114--116","","3","IT techniques, ballet posture education, kinect, wearable devices","10.1145/3007818.3007840","","","","","","","2016","","Proceedings of the Sixth International Conference on Emerging Databases: Technologies, Applications, and Theory","EDB '16","","978-1-4503-4754-9","Jeju, Republic of Korea","ACM","New York, NY, USA"
"article","2910036","Viviane Gomes da Silva and Ranni&#233;ry Mazzilly Silva de Souza and Mafalda  Oliveira and Rafael Lima Medeiros","","","","Web Accessibility for Elderly","367--368","","2","Information and Communication Technology (ICT), Senior, Web Accessibility","10.1145/2910019.2910036","","","","","","","2016","","Proceedings of the 9th International Conference on Theory and Practice of Electronic Governance","ICEGOV '15-16","","978-1-4503-3640-6","Montevideo, Uruguay","ACM","New York, NY, USA"
"article","2483801","Alanna  Howard and Brian  Schultz","","","","A Survey of Communication Skills in Computerscience/Software Engineering (CS/SE) Abet-accredited Programs","364--364","","1","education","10.1145/2462476.2483801","","","","","","","2013","","Proceedings of the 18th ACM Conference on Innovation and Technology in Computer Science Education","ITiCSE '13","","978-1-4503-2078-8","Canterbury, England, UK","ACM","New York, NY, USA"
"article","1812534","David  Hollow and Paola  Masperi","","","","An Evaluation of the Use of ICT Within Primary Education in Malawi","27--34","","8","Malawi, education, evaluation, technology","","","","","","","","2009","","Proceedings of the 3rd International Conference on Information and Communication Technologies and Development","ICTD'09","","978-1-4244-4662-9","Doha, Qatar","IEEE Press","Piscataway, NJ, USA"
"article","1508963","Andrew  McGettrick and Ren&#233;e  McCauley and Richard  LeBlanc and Heikki  Topi","","","","Report on the ACM/IEEE-CS Undergraduate Curricula Recommendations","267--268","","2","computer science education, computing technology education, curriculum, information systems education, information technology education","10.1145/1539024.1508963","SIGCSE Bull.","March 2009","41","1","","March","2009","0097-8418","","","","","","ACM","New York, NY, USA"
"article","1508963","Andrew  McGettrick and Ren&#233;e  McCauley and Richard  LeBlanc and Heikki  Topi","","","","Report on the ACM/IEEE-CS Undergraduate Curricula Recommendations","267--268","","2","computer science education, computing technology education, curriculum, information systems education, information technology education","10.1145/1508865.1508963","","","","","","","2009","","Proceedings of the 40th ACM Technical Symposium on Computer Science Education","SIGCSE '09","","978-1-60558-183-5","Chattanooga, TN, USA","ACM","New York, NY, USA"
"article","1631797","Manimegalai M. Subramaniam","","","","Emergence of Information Technology Skill Standards: The Case of NWCET Initiative","215--220","","6","curricula guidelines, emergence of computing degree programs, information technology curricula, information technology education, nwcet, sigite, skill standards","10.1145/1631728.1631797","","","","","","","2009","","Proceedings of the 10th ACM Conference on SIG-information Technology Education","SIGITE '09","","978-1-60558-765-3","Fairfax, Virginia, USA","ACM","New York, NY, USA"
"article","2462954","Heather  Ford and R. Stuart Geiger","","","","Writing Up Rather Than Writing Down: Becoming Wikipedia Literate","16:1--16:4","16","4","Wikipedia, educational technology, ethnography, literacy, new literacies","10.1145/2462932.2462954","","","","","","","2012","","Proceedings of the Eighth Annual International Symposium on Wikis and Open Collaboration","WikiSym '12","","978-1-4503-1605-7","Linz, Austria","ACM","New York, NY, USA"
"article","1029571","Susan L. Miertschin and Cheryl L. Willis","","","","Mobile Computing in the Freshman Computer Literacy Course What Impact?","149--152","","4","information technology curricula, information technology literacy, mobile computing in education, pen technology in education","10.1145/1029533.1029571","","","","","","","2004","","Proceedings of the 5th Conference on Information Technology Education","CITC5 '04","","1-58113-936-5","Salt Lake City, UT, USA","ACM","New York, NY, USA"
"article","222043","Philip  Bell and Elizabeth A. Davis and Marcia C. Linn","","","","The Knowledge Integration Environment: Theory and Design","14--21","","8","K-12 educational technology, collaborative learning environments, computer learning environments, internet, networking, science education, scientific evidence","10.3115/222020.222043","","","","","","","1995","","The First International Conference on Computer Support for Collaborative Learning","CSCL '95","","0-8058-2243-7","Indiana Univ., Bloomington, Indiana, USA","L. Erlbaum Associates Inc.","Hillsdale, NJ, USA"
"article","2047630","Dale C. Rowe and Barry M. Lunt and Richard G. Helps","","","","An Assessment Framework for Identifying Information Technology Programs","123--128","","6","information technology, model curriculum","10.1145/2047594.2047630","","","","","","","2011","","Proceedings of the 2011 Conference on Information Technology Education","SIGITE '11","","978-1-4503-1017-8","West Point, New York, USA","ACM","New York, NY, USA"
"article","2512323","Chi  Zhang and Guangzhi  Zheng","","","","Supporting Adult Learning: Enablers, Barriers, and Services","151--152","","2","adult learner, adult learning theory, andragogy, higher education","10.1145/2512276.2512323","","","","","","","2013","","Proceedings of the 14th Annual ACM SIGITE Conference on Information Technology Education","SIGITE '13","","978-1-4503-2239-3","Orlando, Florida, USA","ACM","New York, NY, USA"
"article","1095750","Jack P. Krichen","","","","Dynamically Adjusting to Learner's Competencies and Styles in an Online Technology Course","149--154","","6","SCORM, education, learning style","10.1145/1095714.1095750","","","","","","","2005","","Proceedings of the 6th Conference on Information Technology Education","SIGITE '05","","1-59593-252-6","Newark, NJ, USA","ACM","New York, NY, USA"
"article","337291","Dickie  Selfe and Dawn  Hayden","","","","A Review and Applications of Information Ecologies","91--102","","12","articulation theory, education, participatory design, technical communication, user-centered design","10.1145/337271.337291","ACM J. Comput. Doc.","May 2000","24","2","","May","2000","1527-6805","","","","","","ACM","New York, NY, USA"
"article","1168827","Fred  Gutierrez","","","","Stingray: A Hands-on Approach to Learning Information Security","53--58","","6","IT education, information security education","10.1145/1168812.1168827","","","","","","","2006","","Proceedings of the 7th Conference on Information Technology Education","SIGITE '06","","1-59593-521-5","Minneapolis, Minnesota, USA","ACM","New York, NY, USA"
"article","947168","Paul D. Coverstone","","","","It Training Assessment and Evaluation: A Case Study","206--215","","10","ROI, assessment, evaluation, information, reengineering, technology, training","10.1145/947121.947168","","","","","","","2003","","Proceedings of the 4th Conference on Information Technology Curriculum","CITC4 '03","","1-58113-770-2","Lafayette, Indiana, USA","ACM","New York, NY, USA"
"article","2974942","Amy  Cheatle","","","","Longitudinal Relationship Management for Instructional Technologists","3--6","","4","collaboration, educational technology., instructional design, relationship management","10.1145/2974927.2974942","","","","","","","2016","","Proceedings of the 2016 ACM on SIGUCCS Annual Conference","SIGUCCS '16","","978-1-4503-4095-3","Denver, Colorado, USA","ACM","New York, NY, USA"
"article","1168822","Mark  Stockman and Soleda  Leung and John  Nyland and Hazem  Said","","","","The Information Technology Minor: Filling a Need in the Workforce of Today","31--34","","4","curriculum, information technology education, information technology profession, minor","10.1145/1168812.1168822","","","","","","","2006","","Proceedings of the 7th Conference on Information Technology Education","SIGITE '06","","1-59593-521-5","Minneapolis, Minnesota, USA","ACM","New York, NY, USA"
"article","1168831","Edward J. Sobiesk and Jean R.S. Blair and James D. Cook and John C. Giordano and Bryan S. Goda and Charles W. Reynolds","","","","Designing an Interdisciplinary Information Technology Program","71--76","","6","information technology curriculum, interdisciplinary","10.1145/1168812.1168831","","","","","","","2006","","Proceedings of the 7th Conference on Information Technology Education","SIGITE '06","","1-59593-521-5","Minneapolis, Minnesota, USA","ACM","New York, NY, USA"
"article","2808605","Francisco J. Garc&#237;a-Pe&#241;alvo and Fara&#243;n  Llorens-Largo","","","","Design of an Innovative Approach Based on Service Learning for Information Technology Governance Teaching","159--164","","6","engineering education, information technology government, service learning","10.1145/2808580.2808605","","","","","","","2015","","Proceedings of the 3rd International Conference on Technological Ecosystems for Enhancing Multiculturality","TEEM '15","","978-1-4503-3442-6","Porto, Portugal","ACM","New York, NY, USA"
"article","1867653","Joseph J. Ekstrom and Barry M. Lunt","","","","Academic IT and Adjacent Disciplines 2010","1--8","","8","information technology research","10.1145/1867651.1867653","","","","","","","2010","","Proceedings of the 2010 ACM Conference on Information Technology Education","SIGITE '10","","978-1-4503-0343-9","Midland, Michigan, USA","ACM","New York, NY, USA"
"article","1774298","Ken  Kaneiwa","","","","A Rough Set Approach to Mining Connections from Information Systems","990--996","","7","causality, change and connection mining, rough set theory","10.1145/1774088.1774298","","","","","","","2010","","Proceedings of the 2010 ACM Symposium on Applied Computing","SAC '10","","978-1-60558-639-7","Sierre, Switzerland","ACM","New York, NY, USA"
"article","2656454","Ethan  Tsang and Collette  Gavan and Mark  Anderson","","","","The Practical Application of LEGO\textregistered MINDSTORMS\textregistered Robotics Kits: Does It Enhance Undergraduate Computing Students' Engagement in Learning the Java Programming Language?","121--126","","6","design, human factors, management, theory","10.1145/2656450.2656454","","","","","","","2014","","Proceedings of the 15th Annual Conference on Information Technology Education","SIGITE '14","","978-1-4503-2686-5","Atlanta, Georgia, USA","ACM","New York, NY, USA"
"article","1409866","Jorge  P&#233;rez and Meg  Murray","","","","Computing for the Masses: Extending the Computer Science Curriculum with Information Technology Literacy","220--226","","7","computer science education, curriculum, information literacy, information technology education","","J. Comput. Sci. Coll.","December 2008","24","2","","December","2008","1937-4771","","","","","","Consortium for Computing Sciences in Colleges","USA"
"article","971320","Eydie  Lawson and Doris K. Lidtke and Barbara  Price","","","","Information Technology Accreditation Activities","49--50","","2","accreditation, curriculum, information technology","10.1145/1028174.971320","SIGCSE Bull.","March 2004","36","1","","March","2004","0097-8418","","","","","","ACM","New York, NY, USA"
"article","971320","Eydie  Lawson and Doris K. Lidtke and Barbara  Price","","","","Information Technology Accreditation Activities","49--50","","2","accreditation, curriculum, information technology","10.1145/971300.971320","","","","","","","2004","","Proceedings of the 35th SIGCSE Technical Symposium on Computer Science Education","SIGCSE '04","","1-58113-798-2","Norfolk, Virginia, USA","ACM","New York, NY, USA"
"article","1631794","Joseph J. Ekstrom","","","","Collecting IT Scholarship: The Need for Identification and Access","208--208","","1","information technology research","10.1145/1631728.1631794","","","","","","","2009","","Proceedings of the 10th ACM Conference on SIG-information Technology Education","SIGITE '09","","978-1-60558-765-3","Fairfax, Virginia, USA","ACM","New York, NY, USA"
"article","1414560","Barry M. Lunt and Joseph J. Ekstrom","","","","The IT Model Curriculum: A Status Update","1--4","","4","curriculum, information technology","10.1145/1414558.1414560","","","","","","","2008","","Proceedings of the 9th ACM SIGITE Conference on Information Technology Education","SIGITE '08","","978-1-60558-329-7","Cincinnati, OH, USA","ACM","New York, NY, USA"
"article","2512280","Barry M. Lunt and Michael Q. Adams","","","","Identifying Information Technology Graduate-level Programs","55--58","","4","graduate programs, information technology","10.1145/2512276.2512280","","","","","","","2013","","Proceedings of the 14th Annual ACM SIGITE Conference on Information Technology Education","SIGITE '13","","978-1-4503-2239-3","Orlando, Florida, USA","ACM","New York, NY, USA"
"article","2463843","Shuhua Monica Liu and Qianli  Yuan and Danyao  Li and Lei  Zheng","","","","The Use of Mobile and Wireless Technology and Food Quality Control in China","518--519","","2","food safety, mobile and wireless technology, monitoring technology","10.1145/2463728.2463843","","","","","","","2012","","Proceedings of the 6th International Conference on Theory and Practice of Electronic Governance","ICEGOV '12","","978-1-4503-1200-4","Albany, New York, USA","ACM","New York, NY, USA"
"article","2593906","Anirudha N.  Joshi","","","","Interaction Design for People with Less Education (Keynote)","7--7","","1","Education","10.1145/2593902.2593906","","","","","","","2014","","Proceedings of the 1st International Conference on Mobile Software Engineering and Systems","MOBILESoft 2014","","978-1-4503-2878-4","Hyderabad, India","ACM","New York, NY, USA"
"article","3124120","Dexin  Hu and Yiwei  Wang and Cheng  Chen","","","","Ubiquitous Learning: Information Technology Driving Learning Revolution","21--26","","6","information technology, learning style, typical model, ubiquitous learning","10.1145/3124116.3124120","","","","","","","2017","","Proceedings of the 2017 International Conference on Education and Multimedia Technology","ICEMT '17","","978-1-4503-5293-2","Singapore, Singapore","ACM","New York, NY, USA"
"article","973730","Krassen  Stefanov","","","","Computing Ontology Creation","656--660","","5","computer systems and technologies, computing education, information and communication technologies, metadata, ontology","10.1145/973620.973730","","","","","","","2003","","Proceedings of the 4th International Conference Conference on Computer Systems and Technologies: E-Learning","CompSysTech '03","","954-9641-33-3","Rousse, Bulgaria","ACM","New York, NY, USA"
"article","2962588","Chunyang  Chen and Zhenchang  Xing","","","","Mining Technology Landscape from Stack Overflow","14:1--14:10","14","10","Association Rule Mining, Community Detection, Technology Associative Network, Technology Landscape","10.1145/2961111.2962588","","","","","","","2016","","Proceedings of the 10th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","ESEM '16","","978-1-4503-4427-2","Ciudad Real, Spain","ACM","New York, NY, USA"
"article","1867662","Christopher  Cole and Joseph J. Ekstrom","","","","The IT Thesis Project: A Slow Beginning","33--36","","4","information technology research","10.1145/1867651.1867662","","","","","","","2010","","Proceedings of the 2010 ACM Conference on Information Technology Education","SIGITE '10","","978-1-4503-0343-9","Midland, Michigan, USA","ACM","New York, NY, USA"
