"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Using automated enforcement data to achieve vision zero goals: A case study","J. M. Rogers; S. S. Dey; R. Retting; R. Jain; X. Liang; N. Askarzadeh","District Department of Transportation 55 M Street, Southeast, Suite 500 Washington, DC 20003","2016 IEEE International Conference on Big Data (Big Data)","20170206","2016","","","4029","4031","In 2015, The District of Columbia framed a Vision Zero mission and action plan, aimed at curbing roadway deaths to zero by 2024. Automated traffic enforcement (ATE) features prominently amongst Vision Zero strategies. The paper performs some analytics of data derived from the DC's speed and red light cameras and discusses a framework of how ATE can help DC reach its Vision Zero goals by fine-tuning the program to focus enforcement on areas that need it most. Vision Zero provides a unique opportunity to bring several “traditional” safety programs that were previously developed across transportation modes (such as highway, bicycle and pedestrian) and agency responsibilities (such as engineering, education and enforcement). The program uses a collaborative approach involving multiple agencies and the users of the transportation systems and makes more effective use of data, education, enforcement, and engineering to derive cross-cutting solutions. This paper discusses the salient aspects of DC's Vision Zero program and action plan.","","Electronic:978-1-4673-9005-7; POD:978-1-4673-9006-4","10.1109/BigData.2016.7841099","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7841099","Vision zero;big data analytics;photo enforcement;red light camera;speed camera;traffic safety","Big data;Cameras;Computer crashes;Injuries;Market research;Safety;Transportation","data analysis;road traffic;traffic engineering computing","ATE;District of Columbia;automated enforcement data;automated traffic enforcement;collaborative approach;transportation system","","","","","","","","5-8 Dec. 2016","","IEEE","IEEE Conference Publications"
"Programming Boot Camp to retain women in IT: An experience report","S. Dekhane; N. Napier; K. Nagel","School of Science and Technology, Georgia Gwinnett College, Lawrenceville, USA","2016 Research on Equity and Sustained Participation in Engineering, Computing, and Technology (RESPECT)","20170202","2016","","","1","4","Underrepresented students in computing can face critical challenges to retention including lack of prior exposure to programming and feelings of isolation due to a non-diverse classroom. Consequently, students may delay enrolling in programming courses, which interrupts progress towards their degree and decreases confidence in their ability to succeed in college and computing careers. One strategy to overcome the perceived and actual difficulties undergraduate students encounter in an introductory programming course is to participate in a summer Programming Boot Camp (PBC). PBC is a short-term, intense event focused on improving Java programming skills, providing career and professional development, and building a stronger network with faculty, peers, and industry experts. In this paper, we describe the structure and format of a weeklong PBC held at Georgia Gwinnett College (GGC) for female computing undergraduates. We report on the impacts of the program in terms of increasing confidence, improving programming skills, and encouraging student engagement.","","Electronic:978-1-5090-3419-2; POD:978-1-5090-3420-8","10.1109/RESPECT.2016.7836170","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7836170","broadening participation;programming boot camp;retention;women in technology","Buildings;Delays;Engineering profession;Java;Organizations;Programming profession","Java;computer science education;educational courses;gender issues;professional aspects;programming","IT;Java programming skills;PBC;career development;college career;computing career;introductory programming course;professional development;programming boot camp;programming courses;student engagement;women","","","","","","","","11-13 Aug. 2016","","IEEE","IEEE Conference Publications"
"Design and evaluation of a case-based system for modelling exploratory learning behaviour of math generalisation","M. Cocea; G. Magoulas","School of Computing, University of Portsmouth, Buckingham Building, Lion Terrace, Portsmouth PO1 3HE, UK.(email:mihaela.cocea@port.ac.uk)","IEEE Transactions on Learning Technologies","","2017","PP","99","1","1","Exploratory learning environments (ELEs) promote a view of learning that encourages students to construct and/or explore models and observe the effects of modifying their parameters. The freedom given to learners in this exploration context leads to a variety of learner approaches for constructing models and makes modelling of learner behaviour a challenging task. To address this issue, we propose a learner modelling mechanism for monitoring learners’ actions when constructing/exploring models by modelling sequences of actions reflecting different strategies in solving a task. This is based on a modified version of case-based reasoning for problems with multiple solutions. In our formulation, approaches to explore the task are represented as sequences of simple cases linked by temporal and dependency relations, which are mapped to the learners’ behaviour in the system by means of appropriate similarity metrics. This paper presents the development and validation of the modelling mechanism. The model was validated in the context of an ELE for mathematical generalisation using data from classroom sessions and pedagogically-driven learning scenarios.","1939-1382;19391382","","10.1109/TLT.2017.2661310","ESRC EPSRC Teaching and Learning Research Programme; ","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7839926","Intelligent/ Adaptive learning systems;case-based reasoning;evaluation;learner modelling;mathematics","Adaptation models;Analytical models;Context;Context modeling;Data models;Integrated circuit modeling;Mathematical model","","","","","","","","CCBY","20170202","","","IEEE","IEEE Early Access Articles"
"Analysis of Social Network and Knowledge Construction Levels in Online Discussion","C. Zhao; Y. Liang; X. Zhao; Q. Liu","Coll. of Educ. Inf. Technol., Central China Normal Univ., Wuhan, China","2016 International Conference on Educational Innovation through Technology (EITT)","20170202","2016","","","163","167","With the development of online learning, online discussion has become a major instructional strategy. Currently, related studies on online learning mainly focus on studying the process of the online discussion and examining the behaviors. However, only researching on the types, characteristics and quantity of online discussion is limited. This study aims to expand the current understandings on the behavioral patterns of learners' discussion within the Online Learning Space (OLS) at the Central China Normal University. This study also compares the differences in behavioral patterns between core participants and marginal participants. This study employed Social Network Analysis (SNA), Quantitative Content Analysis (QCA) and Sequential Analysis over a 44-days period of teaching activities joined by 40 college students as participants The results shows that the online discussion activity formed a relatively dense network of interaction, but the knowledge construction level contributed is relatively low, mostly at a low level stage of KC1, KC2, etc. Based on the findings, this study further implicates on teaching practices and future researches.","","Electronic:978-1-5090-6138-9; POD:978-1-5090-6139-6","10.1109/EITT.2016.39","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7839514","CMC;OLS;content analysis;knowledge construction;social network analysis","Computers;Education;Encoding;Knowledge engineering;Proposals;Social network services;Testing","behavioural sciences computing;computer aided instruction;educational institutions;social networking (online);teaching","Central China Normal University;OLS;QCA;SNA;college students;core participants;instructional strategy;knowledge construction level analysis;learner discussion behavioral patterns;marginal participants;online discussion activity;online learning space;quantitative content analysis;sequential analysis;social network analysis;teaching activities","","","","","","","","22-24 Sept. 2016","","IEEE","IEEE Conference Publications"
"Understanding blended mentorship in Minecraft: Scaling computer science expertise across distances","U. Acholonu; J. Dickinson; L. Smith; D. Amato; N. Pinkard","College of Computing and Digital Media, DePaul University, Chicago, Illinois 60604, United States of America","2016 Research on Equity and Sustained Participation in Engineering, Computing, and Technology (RESPECT)","20170202","2016","","","1","1","Summary form only given. A critical barrier in providing computer science learning opportunities to all is the dearth of professionals who have the expertise to teach computer science. Blended learning approaches have the potential to reduce this barrier by facilitating the distribution of expertise across distances. In this poster we present our approach to understanding how to design blended learning models for the informal space that take advantage of the expertise of adult mentors and computer science experts. Our theoretical framing is based on Nacu et al. (2014) adult mentor roles, which suggest that adults play different roles (e.g., encourager, monitor, broker) to support students learning. We use Minecraft, a popular, 3D, online, multiplayer game, as our study context. The poster presents two studies that investigate ways of facilitating mentorship in a blended learning environment to teach computational thinking. Study 1 focuses on documenting the roles mentors play while facilitating a computer science-related Minecraft workshop with middle school students. Study 2 focuses on understanding how these roles are modified when online and in person mentors work together to facilitate a computational learning opportunity. Our initial findings suggest that defining a scalable model to support blended learning models in informal spaces requires a variety of mentor roles. Additionally, when coordinating mentorship across mediums, gaps in student support can arise when there is a lack of (a) explicit strategies of communication in place between in-person and online mentors; and (b) clearly defined roles assigned to mentors.","","Electronic:978-1-5090-3419-2; POD:978-1-5090-3420-8","10.1109/RESPECT.2016.7836181","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7836181","","Computational modeling;Computer science;Electronic mail;Games;Media;Monitoring;Three-dimensional displays","computer aided instruction;computer games;computer science education;teaching","3D online multiplayer game;adult mentors;blended learning;blended mentorship;computational thinking;computer science expertise;computer science experts;computer science learning opportunities;computer science-related Minecraft;informal space;middle school students;teaching","","","","","","","","11-13 Aug. 2016","","IEEE","IEEE Conference Publications"
"Exploring Elementary Learning Paradigm Supported by Cyber Learning Space in Central China","P. Zhou; J. Zhang; Y. Wang; J. Xu","Nat. Eng. Res. Center for E-Learning, Central China Normal Univ., Wuhan, China","2016 International Conference on Educational Innovation through Technology (EITT)","20170202","2016","","","111","116","Cyber Learning Space (CLS) is an online learning environment proposed by Ministry of Education of the People's Republic of China. It provides online learning resources, social network and other services for both teachers and students. The purpose of this study is to explore the elementary learning paradigm and learning effect supported by CLS in K-12. A sample of twelve primary and middle schools in Wuhan were selected, 60 teachers and 84 students were interviewed about their learning experience and behavior intention on CLS. Besides the observation in classroom was employed to analyze the teaching process. A case study was used to analyze the structure and learning activities based on CLS. The results showed that CLS changed traditional learning paradigm and it served teachers better than students. The study provides support for the development of ICT in China education, and also gives proposals for the future research.","","Electronic:978-1-5090-6138-9; POD:978-1-5090-6139-6","10.1109/EITT.2016.29","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7839504","cyber learning space;effect assessment;learning activities;learning environment structure;learning paradigm","Cloud computing;Education;Information technology;Interviews;Joining processes;Social network services;Technological innovation","Internet;computer aided instruction;educational courses;educational institutions;teaching","CLS;China;K-12;Wuhan school;cyber learning space;elementary learning paradigm;online learning environment;online learning resource;teaching process","","","","","","","","22-24 Sept. 2016","","IEEE","IEEE Conference Publications"
"The community college pathway to computer science and other STEM bachelor's degrees","S. S. Jaggars; J. Fink; J. Fletcher; A. Dundar","Student Success Research, The Ohio State University, United States of America","2016 Research on Equity and Sustained Participation in Engineering, Computing, and Technology (RESPECT)","20170202","2016","","","1","2","Community colleges may represent an important component of strategies that aim to increase the quantity and diversity of computer science bachelor's degree earners. This study examines a national cohort of bachelor's recipients who began at community colleges, and finds limited evidence that these students can follow a “well-trodden pathway” in computer science. To entice more students to CS bachelor's degrees, 4-year colleges may need to work more closely with 2-year colleges to create structured pre-transfer pathways in CS.","","Electronic:978-1-5090-3419-2; POD:978-1-5090-3420-8","10.1109/RESPECT.2016.7836175","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7836175","STEM;community college;computer science;degree productivity;vertical transfer","Computer science;Computers;Measurement;Productivity;STEM;Urban areas","STEM;computer science education;educational institutions","CS bachelor degrees;STEM bachelor degrees;bachelor recipients;community college;computer science bachelor degree;structured pretransfer pathways;well-trodden pathway","","","","","","","","11-13 Aug. 2016","","IEEE","IEEE Conference Publications"
"Measuring understanding, recognition and construction of computational rules in elementary school using Microsoft's Kodu Game Lab","A. Aggarwal; C. Gardner-McCune","Dept. of Computer & Info. Science and Engineering, University of Florida, Gainesville, 32611, United States of America","2016 Research on Equity and Sustained Participation in Engineering, Computing, and Technology (RESPECT)","20170202","2016","","","1","3","Computational thinking is central to recent approaches aimed at engaging K-12 students in computer science. Many strategies and metrics have been proposed to foster and measure such skills. The poster presents an empirical study which measures the understanding, recognition and rule construction ability of rising 3rd to 5th grade students from underrepresented communities. This poster also focuses on strategies for engaging students and reflects the importance of a coherent computer science curriculum which includes collaboration and individual activities supported by a graphical tool like Microsoft's Kodu Game Lab.","","Electronic:978-1-5090-3419-2; POD:978-1-5090-3420-8","10.1109/RESPECT.2016.7836182","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7836182","CS Education;Computational Thinking;K-12 Curriculum;Kodu Game Lab","Collaboration;Computer science;Computers;Games;Measurement","computer aided instruction;computer games;computer science education","K-12 students;Microsoft Kodu Game Lab;computational rules;computational thinking;computer science curriculum;elementary school;graphical tool;rule construction","","","","","","","","11-13 Aug. 2016","","IEEE","IEEE Conference Publications"
"Training Engineers for the Ambient Intelligence Challenge","F. Corno; L. De Russis","Politecnico di Torino, Turin, Italy","IEEE Transactions on Education","20170201","2017","60","1","40","49","The increasing complexity of the new breed of distributed intelligent systems, such as the Internet of Things, which require a diversity of languages and protocols, can only be tamed with design and programming best practices. Interest is also growing for including the human factor, as advocated by the ambient intelligence (AmI) research field, whose focus is on transparently and intelligently supporting people. These new design methodologies are increasingly needed in the toolbox of new electronic and computer engineers, and teaching strategies should be devised that allow students to acquire a systems-level view instead of getting lost in technology-oriented approaches. This paper describes a study carried out over two academic years, in a course in AmI at Politecnico di Torino, Italy. In the course, a project-based learning approach was adopted, in which students design and prototype an AmI system, and their progress is closely monitored throughout the semester. This paper presents the learning goals and teaching strategies, analyzes the learning outcomes from the qualitative and quantitative points of view, and highlights the lessons learned in the process.","0018-9359;00189359","","10.1109/TE.2016.2608785","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7582358","Ambient intelligence (AmI);Internet of Things (IoT);computer engineering (CE);computing skills;multidisciplinary teams;project-based learning (PBL)","Ambient intelligence;Computers;Education;Internet of things;Knowledge engineering;Protocols;Prototypes","ambient intelligence;computer based training;computer science education;educational courses;teaching","AmI course;AmI system;Internet of Things;Italy;Politecnico di Torino;ambient intelligence;computer engineers;distributed intelligent systems;electronic engineers;engineers training;human factor;learning goals;learning outcomes;project-based learning;systems-level view;teaching strategies;technology-oriented approaches","","","","","","","20161004","Feb. 2017","","IEEE","IEEE Journals & Magazines"
"Time-Domain Analysis of Transient Electromagnetic Scattering From Dielectric Objects Based on Electric Field Integral Equations","C. X. Yang; M. S. Tong","Key Laboratory of Embedded System and Service Computing of the Ministry of Education, Tongji University, Shanghai, China","IEEE Transactions on Antennas and Propagation","20170201","2017","65","2","966","971","Time-domain analysis for transient electromagnetic scattering from dielectric objects is formulated through time-domain electric field integral equations (TDEFIEs). The TDEFIEs are usually solved by combining the method of moments (MoM) in space domain and march-on-in-time (MoT) scheme in time domain. In the space-domain MoM, the electric current density is represented with the Rao-WiltonGlisson (RWG) basis function, while the magnetic current density is expanded by the n̂×RWG basis function, which may not be good, since it is not divergenceor curl-conforming. Also, the MoT scheme has a well-known late-time instability problem, which will aggravate in timedomain surface integral equations with penetrable media. We present a different strategy to solve the TDEFIEs by using the Nyström method to discretize the space domain and using the Galerkin method with Laguerre basis and testing functions to discretize the time domain. The proposed method can fully overcome the problems of conventional methods as the presented numerical examples have demonstrated.","0018-926X;0018926X","","10.1109/TAP.2016.2632699","10.13039/501100001809 - National Natural Science Foundation of China; ","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7756296","Dielectric object;electric field integral equation (EFIE);time-domain analysis;transient electromagnetic (EM) scattering","Current density;Dielectrics;Integral equations;Method of moments;Testing;Time-domain analysis;Transient analysis","dielectric materials;electric field integral equations;electromagnetic wave scattering;method of moments;time-domain analysis","Galerkin method;Laguerre basis and testing functions;Nyström method;Rao-Wilton Glisson;dielectric objects;electric current density;magnetic current density;march-on-in-time scheme;method of moments;space-domain MoM;time-domain analysis;time-domain electric field integral equations;transient electromagnetic scattering","","","","","","","20161124","Feb. 2017","","IEEE","IEEE Journals & Magazines"
"Automatic restoration system for power distribution networks based on multi-agent systems","R. F. Sampaio; L. S. Melo; R. P. S. Leão; G. C. Barroso; J. R. Bezerra","Federal University of Cear&#225;, Brazil","IET Generation, Transmission & Distribution","20170130","2017","11","2","475","484","The advance on smart grid calls for the development and application of distributed intelligent control strategies based on open platforms that provides interoperability. The distributed control must be able to ensure reliable and secure operation of the power systems and enhance supply quality to consumers. The development of a multi-agent system for automatic restoration system (MARS) applied to a real power distribution network is presented. The agents of the MARS are embedded in external hardware to the intelligent electronic devices (IEDs) and communicate with each other via standard Foundation for Intelligent Physical Agents open protocols. To evaluate the MARS performance, a computer simulator was developed in Java to represent the distribution system. Experimental tests were performed in laboratory with the simulator integrated to the MARS via TCP/IP. The tests results have shown that the MARS was able to locate and isolate branches under permanent fault condition and restore healthy branches efficiently through a given switching sequence taking into account the system operational constraints. The proposed MARS has proved the effectiveness of distributed control scheme based on multi-agent system that runs independently of the current technologies of the IEDs of control and protection.","1751-8687;17518687","","10.1049/iet-gtd.2016.1018","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7834673","","","distribution networks;multi-agent systems;power engineering computing;power system restoration","IED;IP;Java;MARS;TCP;automatic restoration system;computer simulator;distributed control scheme;distribution system;intelligent electronic devices;intelligent physical agents open protocols;multiagent systems;power distribution networks","","","","","","","","1 26 2017","","IET","IET Journals & Magazines"
"ICT and virtual communities of practice. A collaborative strategy for developing generic skills","O. A. Herrera; A. Mellado; P. Mejias","Escuela de Ingenier&#x00ED;a Inform&#x00E1;tica, Universidad Cat&#x00F3;lica de Temuco, Temuco, Chile","2016 XLII Latin American Computing Conference (CLEI)","20170126","2016","","","1","8","The development of generic skills in engineering education is a demand already established by the industry. In the Unversidad Católica de Temuco, since 2008, a new educational model has been defined, which is a competency-based model. Therefore, each curriculum must define their programs in terms of both specific and generic skills. One of the biggest problems presented by the implementation of the model has been the process of validation of generic skills. This article reports a strategy that facilitates the faculty the validation process of generic skills. This strategy considers two key elements; the use of ICT and the generation of a virtual community of practice. In this community, faculty can access activities uploaded by their peers and can draw on the experience of these, as well as contribute with their own experience.","","Electronic:978-1-5090-1633-4; POD:978-1-5090-1634-1","10.1109/CLEI.2016.7833359","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7833359","ICT;Virtual communities of practice;generic skills","Adaptation models;Collaboration;Engineering education;Industries;Silicon compounds;Tuning;Web 2.0","engineering education;groupware","ICT;Unversidad Católica de Temuco;collaborative strategy;engineering education;generic skill development;generic skill validation process;virtual communities","","","","","","","","10-14 Oct. 2016","","IEEE","IEEE Conference Publications"
"Methods for supporting the understanding of differences between search intentions and actual browsing situations in collaborative exploration","H. Nakayama; R. Onuma; H. Takagi; H. Kaminaga; Y. Miyadera; S. Nakamura","Department Computer Science and Mathematics, Fukushima University, 1 Kanayagawa, Fukushima-shi, Fukushima, 960-1296, Japan","2016 Eleventh International Conference on Digital Information Management (ICDIM)","20170126","2016","","","209","214","Collaborative exploration is one of the essential factors in advanced intellectual activities such as group work in project-based learning (PBL) and research work. Skillful sharing of the intentions of search and their results is quite important to enable collaborative exploration to be smoothly conducted. However, such sharing is usually difficult for members since they often face difficulties in expressing search intentions into queries and suffer from the troublesome activity of page selection. Such problems become more serious for novices. In particular, it is important but difficult to sufficiently understand the differences between search intentions and actual browsing situations. Moreover, there is often insufficient mutual understanding of differences in search policies between members of collaborative exploration since they tend to superficially confirm the search results. This research was aimed at developing novel support to cultivate the consideration skill of search strategy focusing on the novices' understanding of search contexts. This paper mainly describes the framework of support methods and provides a system overview. This paper also discusses the basic effectiveness and characteristics of our methods based on the results obtained from an experiment.","","Electronic:978-1-5090-2641-8; POD:978-1-5090-2642-5","10.1109/ICDIM.2016.7829772","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7829772","Collaborative Exploration;Cultivating of Consideration Skills of Search Strategies;Search Contexts;Search History Data;Web Visualization","","behavioural sciences computing;groupware;query processing","PBL;actual browsing situations;advanced intellectual activities;collaborative exploration;consideration skill-of-search strategy;group work;page selection;project-based learning;research work;search intentions;search policies","","","","","","","","19-21 Sept. 2016","","IEEE","IEEE Conference Publications"
"Trouble hunters: A game for introductory subjects to computer engineering","M. C. Gómez-Álvarez; R. Sánchez-Dams; A. Barón-Salazar","Grupo de investigaci&#x00F3;n Arkadius, Universidad de Medell&#x00ED;n, Medell&#x00ED;n, Colombia","2016 XLII Latin American Computing Conference (CLEI)","20170126","2016","","","1","8","Growing demand for embedded systems translates into the need for professionals with specialized skills and knowledge for the production of systems that integrate hardware and software. Teachers and institutions incorporate innovative strategies from the earliest stages of the formation of professionals who build embedded systems. The game as a creative and innovative strategy has proven efficiency in the training of professionals from different disciplinary domains. In this paper the use of a serious game for the development of social and ethical skills is proposed. The game is called Trouble Hunters where participants make up commissions of inquiry to analyze the failed cases of software development. In this way, participants must identify causes, consequences, missing competencies and wrong decisions by engineers. Additionally creativity is promoted with answers through cartoons, logos or hieroglyphics.","","Electronic:978-1-5090-1633-4; POD:978-1-5090-1634-1","10.1109/CLEI.2016.7833398","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7833398","embedded systems;introduction to engineering;learning active estrategy;serious game","Computers;Embedded systems;Games;Hardware;Production;Training","computer aided instruction;computer science education;embedded systems;serious games (computing);software engineering","Trouble Hunters;computer engineering;embedded systems;serious game;software development failed cases","","","","","","","","10-14 Oct. 2016","","IEEE","IEEE Conference Publications"
"Parameter Estimation for VSI-Fed PMSM Based on a Dynamic PSO With Learning Strategies","Z. H. Liu; H. L. Wei; Q. C. Zhong; K. Liu; X. S. Xiao; L. H. Wu","School of Information and Electrical Engineering, Hunan University of Science and Technology, Xiangtan, China","IEEE Transactions on Power Electronics","20170123","2017","32","4","3154","3165","A dynamic particle swarm optimization with learning strategy (DPSO-LS) is proposed for key parameter estimation for permanent magnet synchronous machines (PMSMs), where the voltage-source inverter (VSI) nonlinearities are taken into account in the parameter estimation model and can be estimated simultaneously with other machine parameters. In the DPSO-LS algorithm, a novel movement modification equation with variable exploration vector is designed to effectively update particles, enabling swarms to cover large areas of search space with large probability and thus the global search ability is enhanced. Moreover, a Gaussian-distribution-based dynamic opposition-based learning strategy is developed to help the pBest jump out local optima. The proposed DPSO-LS can significantly enhance the estimator model accuracy and dynamic performance. Finally, the proposed algorithm is applied to multiple parameter estimation including the VSI nonlinearities of a PMSM. The performance of DPSO-LS is compared with several existing PSO algorithms, and the comparison results show that the proposed parameters estimation method has better performance in tracking the variation of machine parameters effectively and estimating the VSI nonlinearities under different operation conditions.","0885-8993;08858993","","10.1109/TPEL.2016.2572186","Hunan Provincial Education Department; 10.13039/501100001809 - National Natural Science Foundation of China; 10.13039/501100002858 - China Postdoctoral Science Foundation; ","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7478136","Dynamic;learning strategy;opposition-based learning (OBL);parameter estimation;particle swarm optimization (PSO);permanent magnet synchronous machines (PMSMs);system identification;voltage-source inverter (VSI) nonlinearity","Heuristic algorithms;Mathematical model;Parameter estimation;Resistance;Rotors;Voltage measurement;Windings","Gaussian distribution;invertors;learning (artificial intelligence);parameter estimation;particle swarm optimisation;permanent magnet motors;power engineering computing;synchronous motors;voltage-source convertors","DPSO-LS algorithm;Gaussian-distribution;VSI nonlinearities;VSI-fed PMSM;dynamic PSO;dynamic opposition-based learning strategy;dynamic particle swarm optimization with learning strategy;learning strategies;parameter estimation;permanent magnet synchronous machines;variable exploration vector;voltage-source inverter nonlinearities","","","","","","","20160524","April 2017","","IEEE","IEEE Journals & Magazines"
"Full-Duplex Communication on the Shared Channel of a Capacitively Coupled Power Transfer System","Y. G. Su; W. Zhou; A. P. Hu; C. S. Tang; S. Y. Xie; Y. Sun","Key Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education, Chongqing, China","IEEE Transactions on Power Electronics","20170123","2017","32","4","3229","3239","This paper proposed a novel wireless power transfer system with full-duplex communication on a shared channel for capacitively coupled power transfer systems. For the analysis of power and signal transmission, a frequency-domain model of the power and signal channels is established. Based on this model, the signal transfer characteristic of the channel and the influence of power flow on the signal channel are analyzed. Moreover, to ensure the power and signal transfer without unacceptable interference or attenuation, a parameters selection method of the communication channel is developed. In addition, an interference suppression strategy by taking the interference from the ipsilateral channel into consideration is proposed. To suppress the interference effectively, an estimation of the ipsilateral channel output signal is made. Then, the signal from the opposite channel is demodulated by removing the estimated values of the interference. Both simulation and experimental results showed have proven the correctness and effectiveness of the proposed wireless power and signal transfer method. Finally, it has demonstrated that the designed channel can transfer 100 W of power, and a full-duplex communication can be well achieved with different data rates in two directions when both two data rates are set within 200 kb/s.","0885-8993;08858993","","10.1109/TPEL.2016.2580607","10.13039/501100001809 - National Natural Science Foundation of China; ","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7491245","Capacitively coupled power transfer (CCPT);interference suppression;power-signal parallel transmission;wireless power transfer (WPT)","Capacitors;Couplings;Interference;Resonant frequency;Topology;Transfer functions","demodulation;frequency-domain analysis;inductive power transmission;interference suppression;radiofrequency interference;radiofrequency power transmission;wireless channels","capacitively coupled power transfer system shared channel;demodulation;frequency-domain model;full-duplex communication;interference suppression strategy;ipsilateral channel;parameter selection method;power 100 W;power flow;power transmission analysis;signal transmission analysis;wireless power and signal transfer method","","","","","","","20160614","April 2017","","IEEE","IEEE Journals & Magazines"
"Educational evaluation and prediction of school performance through data mining and genetic algorithms","P. Galván","Technologic for Higher Studies from Ecatepec, Israel","2016 Future Technologies Conference (FTC)","20170119","2016","","","245","249","The educational evaluation requires of analysis and continue strategies to adapted the current context, so that this research presents the need to define models of educational evaluation with adaptive characteristics to the area of knowledge and the students to predict behaviors of academic performance and support the decision making in the educational context. This need is based on the theoretical framework and with the integration of state of the art to outline and define alternative solutions based in Intelligent Computing.","","Electronic:978-1-5090-4171-8; POD:978-1-5090-4172-5","10.1109/FTC.2016.7821617","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7821617","Models of Educational evaluation;intelligence computing;strategic of evaluation","Adaptation models;Context;Context modeling;Data mining;Education;Predictive models;Proposals","data mining;decision making;educational computing;genetic algorithms","academic performance behavior prediction;data mining;decision making;educational context;educational evaluation;genetic algorithms;intelligent computing;school performance prediction","","","","","","","","6-7 Dec. 2016","","IEEE","IEEE Conference Publications"
"An Improved Teaching-Learning-Based Optimization Algorithm for Solving Economic Load Dispatch Problems","L. Yang; Z. Wang; D. He; J. Yang; Y. Li","Coll. of Inf. Sci. & Eng., Northeastern Univ., Shenyang, China","2016 International Conference on Industrial Informatics - Computing Technology, Intelligent Technology, Industrial Information Integration (ICIICII)","20170119","2016","","","337","340","Teaching-learning-based optimization algorithm (TLA) is a recently developed heuristic algorithm based on the natural phenomenon of teaching-learning process. Aiming at the shortage of easily fall into local optimum when solving high dimensional complex optimization problems, in this paper, an improved teaching-learning-based optimization algorithm is proposed for economic load dispatch problems (ELD). The sub-population with reverse-learning strategy, the adaptive teaching factor and the differential evolution based Student phase were adopted to improve the basic TLA. Two test systems with thirteen and forty units are used to illustrate the effectiveness and accuracy of the proposed method. The results show that the proposed algorithm is a challenging method for ELD and is validated by comparing with the basic TLA.","","Electronic:978-1-5090-3575-5; POD:978-1-5090-3576-2; USB:978-1-5090-3574-8","10.1109/ICIICII.2016.0087","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7823554","adaptive factor;economic load dispatch;reverse-solution;teaching-learning-based","Convergence;Economics;Education;Generators;Optimization;Sociology;Statistics","evolutionary computation;load dispatching;power system economics","ELD;TLA;adaptive teaching factor;differential evolution based student phase;economic load dispatch problems;high dimensional complex optimization problems;reverse-learning strategy;teaching-learning-based optimization algorithm","","","","","","","","3-4 Dec. 2016","","IEEE","IEEE Conference Publications"
