"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Collaborative Software Engineering Education between College Seniors and Blind High School Students","C. McMillan; A. Rodda-Tyler","Dept. of Comput. Sci. & Eng., Univ. of Notre Dame, Notre Dame, IN, USA","2016 IEEE/ACM 38th International Conference on Software Engineering Companion (ICSE-C)","20170323","2016","","","360","363","We describe a collaborative software engineering course between sighted college students and high school students with visual impairments. We designed the course as a mentorship experience, in which one college student mentor is connected to one high school student mentee. Each pair of students is responsible for a programming project. The students must learn to communicate programming concepts and software designs, to work with colleagues with very different levels of software engineering knowledge, and to overcome problems related to visual accessibility. We have implemented our course in a pilot program with five mentors and five mentees. This paper covers our course design, initial experiences, and recommendations for future implementations.","","Electronic:978-1-4503-4205-6; POD:978-1-5090-2245-8","","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7883321","","Computers;Electronic mail;Games;Programming profession;Software engineering;Visualization","computer science education;educational courses;software engineering","blind high school students;collaborative software engineering course;collaborative software engineering education;college seniors;college student mentor;college students;high school student mentee;software designs;software engineering knowledge;visual impairments","","","","","","","","14-22 May 2016","","IEEE","IEEE Conference Publications"
"Enhanced UI Automator Viewer with improved Android accessibility evaluation features","N. Patil; D. Bhole; P. Shete","Dept. of Computer Engg, K. J. Somaiya College of Engineering, Vidyavihar, Mumbai-400077, India","2016 International Conference on Automatic Control and Dynamic Optimization Techniques (ICACDOT)","20170316","2016","","","977","983","Inaccessible user interfaces of the applications in Android systems such as unlabeled interactive controls, lack of form element hint, lack of focus on the important interactive controls, improper directional navigation etc. are hurdles of users with all kinds of disabilities. Manual accessibility testing is tedious job for Applications developers. Also efficient semi automated Android accessibility evaluation tool which can evaluate all the accessibility developer's checklist are not available. These could be important reasons of non consideration of accessibility while developing Android applications. This paper presents enhancement of UI Automator Viewer a tool for evaluation of applications accessibility in Android environment. Limitation of UI Automator Viewer are eliminated by adding new features “Target device selection”, which allows the developer to select target device among multiple connected devices for automation testing, “Capture and play”, include Touch Event and key Event which help to send UI event to and retrieve information from connected device and “Color contrast” which shows color contrast of captured screenshot which helps the mobile application developer to represent their application for color blind and low vision persons and to make sure that all visual designs meet the minimum color-contrast ratio for normal and large text on a background. Testing accessibility of user interfaces of Android mobile applications become more efficient by the enhanced tool which can identify accessibility issues of user interfaces of Android applications and assist developers to create accessible user interfaces.","","Electronic:978-1-5090-2080-5; POD:978-1-5090-2081-2","10.1109/ICACDOT.2016.7877733","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7877733","Accessibility testing tool UI Automation;Android Mobile accessibility;UI Automator Viewer","Androids;Graphical user interfaces;Humanoid robots;Mobile applications;Mobile communication;Smart phones;Testing","Android (operating system);automation;program testing;software engineering;user interfaces","Android accessibility evaluation features;Android systems;UI automator viewer;accessibility developer checklist evaluation;accessible user interfaces;application developers;application evaluation;application user interfaces;automation testing;capture and play;captured screenshot contrast;color contrast;color-contrast ratio;key event;manual accessibility testing;mobile application developer;semiautomated Android accessibility evaluation tool;target device selection;touch event;visual designs","","","","","","","","9-10 Sept. 2016","","IEEE","IEEE Conference Publications"
"Remote access programs to better integrate individuals with disabilities","T. Hahn; H. Ur Rahman","Department of Information Science, University of Arkansas at Little Rock, 2801 S. University Ave., 72204, USA","2016 Research on Equity and Sustained Participation in Engineering, Computing, and Technology (RESPECT)","20170202","2016","","","1","2","There have been insurmountable obstacles for sharing instructions with disabled students but now they can be easily overcome by using the free programs TeamViewer in combination with Skype, Krut Computer Recorder and Zoomtext because they allow to transmit all instructional material in accessible format in real time from the lecture computer directly to the screen of the disabled student. Moreover, they allow for efficient one on one tutoring by allowing the visually impaired student to follow with Zoomtext without limiting the visual field of the online instructor. These programs can be used to extend computer lab hours and thus give more time to disabled students to complete their lab assignments. Logging remotely into the instructor's computer allows beaming lectures directly into the screen of visually impaired students. These programs can enhance online collaborations even for non disabled people and help to better integrate disabled people into an increasingly specialized and competitive workforce.","","Electronic:978-1-5090-3419-2; POD:978-1-5090-3420-8","10.1109/RESPECT.2016.7836176","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7836176","Accessibility;accommodation;all-inclusive design;collaboration;disability;e-learning;education;experience report;implementation;information transfer;integration;knowledge-;magnification;remote control;skills-;training;tutoring;virtual classroom;virtual computer labs;visual impairment;workforce diversification","Biomedical monitoring;Monitoring;Portable computers;Rocks;Telescopes;Visualization","computer science education;handicapped aids;intelligent tutoring systems;public domain software","Krut Computer Recorder;Skype;Zoomtext;disabilities;disabled people;disabled students;free programs TeamViewer;instructional material;online instructor;remote access programs;tutoring;visually impaired student","","","","","","","","11-13 Aug. 2016","","IEEE","IEEE Conference Publications"
"Making a teaching material repository accessible. An experience on an open source platform","F. J. Díaz; A. Schiavoni; A. P. Amadeo; D. Ray","Laboratorio de Investigaci&#x00F3;n en Nuevas Tecnolog&#x00ED;as Inform&#x00E1;ticas - LINTI, Facultad de Inform&#x00E1;tica - Universidad Nacional de La Plata, La Plata, Buenos Aires, Argentina","2016 XLII Latin American Computing Conference (CLEI)","20170126","2016","","","1","9","At the Computer Science School, in the National University of La Plata, they are being used a set of platforms that allow all systematize processes involved in academic administration and the underlying administrative tasks. In the LINTI, New Information Technologies Research Laboratory, it is being developed a project that involves the integration of the repository, implemented using DSpace, with different tools and platforms. Taking the original DSpace software as a basis, modifications were implemented that allowed its communication with Moodle LMS, the library management system called Meran, file management services like DropBox and GoogleDrive and the social network Facebook. Accessibility is a process that cuts across all software development stages, so the use of a free software product requires validation features and then to correct possible faults if it s necessary. This article describes the repository accessibility validation, considering the proper basic functions and the implemented extensions, the validation results and the changes that are necessary to carry out to ensure Web service accessibility.","","Electronic:978-1-5090-1633-4; POD:978-1-5090-1634-1","10.1109/CLEI.2016.7833379","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7833379","accesibilidad;recursos abiertos;repositorios digitales","Computer science;Education;Facebook;Google;Internet;Software;Videos","Internet;Web services;educational administrative data processing;file organisation;public domain software;software engineering;teaching","DSpace software;LINTI;Meran;Moodle LMS;National University of La Plata;Web service accessibility;academic administration;administrative tasks;computer science school;file management services;information technologies research laboratory;library management system;open source platform;repository accessibility validation;software development stages;teaching material repository accessible","","","","","","","","10-14 Oct. 2016","","IEEE","IEEE Conference Publications"
"Modeling and Kinematic Analysis of Industrial Robots in WebGL Interface","U. Dey; P. K. Jana; C. S. Kumar","Dept. of Mech. Eng., Indian Inst. of Technol., Kharagpur, Kharagpur, India","2016 IEEE Eighth International Conference on Technology for Education (T4E)","20170116","2016","","","256","257","Web-based learning plays a vital role in the modern education system, where different technologies are being emerged to enhance this E-learning process. Therefore virtual and online laboratories are gaining popularity due to its easy implementation and accessibility worldwide. These types of virtual labs are useful where the setup of the actual laboratory is complicated due to several factors such as high machinery or hardware cost. This paper presents a very efficient method of building a model using JavaScript Web Graphics Library with HTML5 enabled and having controllable features inbuilt. This type of program is free from any web browser plug-ins or application and also server independent. Proprietary software has always been a bottleneck in the development of such platforms. This approach rules out this issue and can easily applicable. Here the framework has been discussed and neatly elaborated with an example of a simplified robot configuration.","","Electronic:978-1-5090-6115-0; POD:978-1-5090-6116-7","10.1109/T4E.2016.067","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7814842","JavaScript;PUMA560;Robotics;Three.js;Virtual Laboratory;WebGL","Browsers;Kinematics;Laboratories;Libraries;Mathematical model;Robots;Three-dimensional displays","computer aided instruction;control engineering education;industrial robots;online front-ends;robot kinematics","HTML5;JavaScript Web graphic library;Web browser plug-ins;Web-based learning;WebGL interface;e-learning process;industrial robot kinematic analysis;modern education system;online laboratories;robot configuration;virtual labs","","","","","","","","2-4 Dec. 2016","","IEEE","IEEE Conference Publications"
"A custom, high-performance real time measurement and control system for arbitrary power electronic systems in academic research and education","C. Axtmann; M. Boxriker; M. Braun","Karlsruhe Institute of Technology, Kaiserstrasse 12, Karlsruhe, Germany","2016 18th European Conference on Power Electronics and Applications (EPE'16 ECCE Europe)","20161027","2016","","","1","7","In high-quality education, topics concerning the behavior and control of electrical machines and power electronics have to be taught not only theoretically but also in a practical manner. Hard- and software tools are necessary to fulfil this obligation. Nevertheless, commercial systems partially lack of functionality or full accessibility to implement custom solutions, which is obligatory in the research and education domain. Therefore, a digital signal processing system is presented, that allows full modification of every used device, both in hardware and in software.","","Electronic:978-9-0758-1524-5; POD:978-1-5090-1410-1","10.1109/EPE.2016.7695482","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7695482","DSP;Digital Control;Education Tool;Signal Processing","Digital signal processing;Education;Field programmable gate arrays;Modulation;Power electronics;Signal processing algorithms;Software","electrical engineering education;power electronics","academic research and education;arbitrary power electronic system;custom high-performance real time measurement and control system;digital signal processing system;electrical machine control;hardware tool;high-quality education;software tool","","3","","","","","","5-9 Sept. 2016","","IEEE","IEEE Conference Publications"
"MicroElectronics Cloud Alliance (MECA) — Presentation of a new Erasmus+ project","Z. Illyefalvi-Vitez; O. Krammer; S. Tzanova","Lightware Visual Engineering, Budapest, Hungary","2016 39th International Spring Seminar on Electronics Technology (ISSE)","20160908","2016","","","480","485","The MicroElectronics Cloud Alliance (MECA) Erasmus+ project (562206-EPP-1-2015-1-BG-EPPKA2-KA, 2016-18) brings together 18 partners from higher education institutions (HEIs) and enterprises (SMEs) to develop cloud-based European infrastructure and organisation for education in micro- and nanoelectronics providing a range of Open Educational Resources (OERs); remote access and sharing of educational and professional software; remote and practice-based learning facilities. Eight European HEIs and eight SMEs develop e-learning courses on: CAD systems, microelectronics technologies, test, characterisation and application of integrated circuits and systems; and they are to be provided as open educational resources to promote virtual mobility. Each university will provide remote access to its facilities, laboratory experiments or software systems for the partners in a cloud teaching system, giving them access to new resources. By providing accessibility of all developed e-learning materials as OERs, the university-business alliance will have impact on the education to be more responsive to labour market needs, thus the graduated students will be better prepared for the jobs, and the enterprises will be satisfied by the knowledge and skills of young specialists.","","Electronic:978-1-5090-1389-0; POD:978-1-5090-1390-6","10.1109/ISSE.2016.7563245","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7563245","","Cloud computing;Electronic learning;Microelectronics;Nanoelectronics;Training","cloud computing;computer aided instruction;educational courses;educational institutions;further education;integrated circuits;nanoelectronics","CAD systems;HEI;MECA;OER;SME;cloud teaching system;cloud-based European infrastructure;e-learning courses;higher education institutions;integrated circuits;labour market needs;microelectronics cloud alliance;microelectronics technologies;nanoelectronics;open educational resources;practice-based learning facilities;professional software;software systems;university-business alliance;virtual mobility","","","","","","","","18-22 May 2016","","IEEE","IEEE Conference Publications"
"Investigation of Bangladesh region based web applications: A case study of 64 based, local, and global SQLi vulnerability","T. Farah; D. Alam; M. N. B. Ali; M. A. Kabir","Dept. of ECE, North South University, Dhaka, Bangladesh","2015 IEEE International WIE Conference on Electrical and Computer Engineering (WIECON-ECE)","20160331","2015","","","177","180","Government and private organizations of Bangladesh have started getting adopted to various web applications due to the easy accessibility. Services provided by web applications include online education, banking, reservation, shopping, resources, and information sharing. However the awareness of web application security has not been developed yet. No through study has been done on the existing vulnerabilities of these web applications of Bangladesh. This paper presents an investigation of the current vulnerabilities in the web applications of Bangladesh. This paper focuses in various web application firewall available in the web applications of Bangladesh and the SQLi techniques to evade these firewalls. The data collected are analyzed to provide a guideline for web application developers and administrators of Bangladesh.","","DVD:978-1-4673-8785-9; Electronic:978-1-4673-8786-6; POD:978-1-4673-8787-3","10.1109/WIECON-ECE.2015.7443891","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7443891","64based SQLi;Global SQLi;Local SQLi;injection vulnerability;web applications","Databases;Encoding;Encryption;Servers;Uniform resource locators","Internet;SQL;authorisation;computer crime;firewalls","Bangladesh region;SQLi vulnerability;Web application firewall;Web application security","","1","","11","","","","19-20 Dec. 2015","","IEEE","IEEE Conference Publications"
"My vWallet - A smartphone application for assisting people with math difficulties at point of sale","O. Tahan; F. Barake; N. Seliman; Z. Merhi","Department of Computer & Communication Engineering, Lebanese International University, Beirut, Lebanon","2015 5th International Conference on Information & Communication Technology and Accessibility (ICTA)","20160310","2015","","","1","5","Due to the recent advancements in mobile technologies, the massive deployment of smartphones in the markets has become a thriving trend. These systems gained high popularity among users due to their relatively low cost and continuous expansion towards better functionalities and performance. We believe that the pervasive utilization of these systems and ease of use help us build mobile applications that are of big aid for people with disabilities. In this paper, we present My vWallet, an easy to use interactive smartphone application dedicated to assist people suffering from dyscalculia, mathematical computation difficulties and mild or moderate mental deficiency to easily overcome situations where money managing and exchange is required. Our application provides an interactive and easy to use graphical user interface, which provides an efficient and simple way for handling monetary exchange. To the best of our knowledge, this is the first attempt to develop a mobile software that targets this issue.","","Electronic:978-1-4673-8749-1; POD:978-1-4673-8750-7","10.1109/ICTA.2015.7426922","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7426922","Dyscalculia;Math Difficulties;Mental Disability;Money Handling;Smartphone Application;Special Needs","Education;Mobile applications;Mobile communication;Organizations;Sociology;Statistics","electronic money;graphical user interfaces;smart phones","graphical user interface;interactive smartphone application;mobile software;mobile technologies;monetary exchange;my vwallet;people with disabilities;pervasive utilization","","","","14","","","","21-23 Dec. 2015","","IEEE","IEEE Conference Publications"
"A practical example of a collaborative learning experience for engineering students: How to build accesible indoor maps","T. Calle-Jimenez; S. Sanchez-Gordon; C. Rivera-Pastrano; S. Luján-Mora","Department of Informatics and Computer Science, National Polytechnic School, Quito, Ecuador","2015 International Conference on Interactive Collaborative and Blended Learning (ICBL)","20160121","2015","","","35","43","This paper presents the description of a project to develop an accessible indoor plan to help blind people to localize landmarks within a building from a pedagogical perspective. This project has been employed to foster engineering students to acquire the necessary knowledge and skills to use technologies and tools to develop accessible engineering products within the context of a collaborative learning experience. This paper describe the step by step process followed to make an accessible indoor plan that complies with WCAG 2.0 accessibility guidelines. Also, conclusions and future work regarding the potentialities of the approach used in this project for generating collaborative learning experiences are presented.","","Electronic:978-1-5090-0240-5; POD:978-1-5090-0241-2","10.1109/ICBL.2015.7387647","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7387647","ARIA;Accessible Indoor Maps;Blindness;CSS;Collaborative Learning Experience;Engineering Education;HTM;JavaScript;SVG;WCAG 2.0;Web Accessibility","Cascading style sheets;Collaborative work;Floors;Guidelines;HTML;Visualization","Web services;computer aided instruction;engineering education;groupware;handicapped aids","WCAG 2.0 accessibility guideline;accesible indoor maps;blind people;collaborative learning;engineering student","","","","32","","","","9-11 Dec. 2015","","IEEE","IEEE Conference Publications"
"WebPIDDESIGN - software for PID controller design management","J. Oravec; M. Kalúz; L. Čirka; M. Fikar; M. Bakošová","Faculty of Chemical and Food Technology, Slovak University of Technology in Bratislava, Radlinsk&#x00E9;ho 9, 81237, Slovakia","2015 European Control Conference (ECC)","20151123","2015","","","3015","3020","The goal of this paper is to present the software tool WebPIDDESIGN for complex management of PID controller design. This tool is suitable for those who need to design the PID controller for the simple closed-loop feedback in an effective and user-friendly way. As the WebPIDDESIGN interface has been currently placed on the Internet, the users may benefit from the simple utilization without the need of complex software and hardware requirements. The features of this tool determine its usability especially for educational purpose. Users of WebPIDDESIGN can reap the benefits of its online form, especially interactivity, information value, ease of use, and accessibility 24/7. This software includes system analysis and identification features, various PID controller design methods, closed loop simulations and evaluation of control quality. As a tool for education, it also provides appropriate theoretical background to specific control design and identification tasks, in such an extent that user is able to understand all performed tasks without an exhaustive effort.","","Electronic:978-3-9524-2693-7; POD:978-1-4673-7160-5","10.1109/ECC.2015.7330996","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7330996","","Browsers;Graphical user interfaces;Internet;MATLAB;Process control;Tuning","Internet;closed loop systems;control engineering computing;control system synthesis;software tools;three-term control","Internet;PID controller design management software;PID controller design methods;WebPIDDESIGN software tool;closed loop simulations;closed-loop feedback;complex management;complex software requirements;control quality;hardware requirements;identification features;identification tasks;system analysis","","","","17","","","","15-17 July 2015","","IEEE","IEEE Conference Publications"
"Mobile technology in children education: Analyzing parents' attitude towards mobile technology for children","R. Tahir; F. Arif","Department of Computer Software Engineering, Military College of Signals, National University of Sciences and Technology (NUST) Islamabad, Pakistan","2015 Science and Information Conference (SAI)","20150903","2015","","","410","420","In this new era of technology, children are more exposed to the advance technology even at an early age with smartphones, tablets and e-readers being some dominant choices as observed by many educators and parents. The experiences with the latest technology can surely pave the way for extraordinary learning opportunities. Every time a new mode of technology is invented, say it from television to computers to mobile devices, it always presents some new potential as an educational tool for the young children. Nowadays there are many platforms for the educational media content than there were ever before. With children spending so many hours a day with these technologies, there are certain concerns which parents have regarding technology use for children. In this paper we have conducted a survey with the parents of elementary school age children (aged 6 to 10 years) in Pakistan. This paper is an attempt to investigate the attitude of parents towards the use of mobile technology for children and specifically in the context of education by using educational or learning apps for children. This paper aspires to provide the guidance in order to overcome the concerns of parents and to increase the accessibility of mobile technology in education for young children.","","Electronic:978-1-4799-8547-0; POD:978-1-4799-8548-7; USB:978-1-4799-8546-3","10.1109/SAI.2015.7237175","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7237175","Mobile technology;educational applications;mobile devices;mobile learning;parent's attitude","Computers;Electronic learning;Media;Mobile communication;Smart phones","computer aided instruction;mobile computing","children education;e-readers;educational media content;elementary school age children;extraordinary learning opportunity;mobile devices;mobile technology;parent attitude analysis;smart phones;tablets","","0","","20","","","","28-30 July 2015","","IEEE","IEEE Conference Publications"
"The impact and benefits of techinical helps for disabled people","E. Pinos; M. Illescas; D. Tapia","Universidad Polit&#x00E9;cnica Salesiana, Centro de Investigaci&#x00F3;n, Desarrollo e Innovaci&#x00F3;n en Ingenier&#x00ED;as, CIDII. Grupo de Tecnolog&#x00ED;as de Inclusi&#x00F3;n. Gi-TeIn. Calle Vieja 12-30 y Elia Liut, Cuenca - Ecuador","2014 IEEE Canada International Humanitarian Technology Conference - (IHTC)","20150706","2014","","","1","4","This paper presents an analysis of the advantages you have with the use of technologies such as support for people with disabilities, especially in education. The results are implemented on a software project repository available on the webpage Grupo de Tecnologías de Inclusión of the Universidad Politécncia Salesiana, This site meets the standards for web accessibility for people with disabilities and general users can download, make contributions and suggestions, creating a support network that seeks to create real solutions for real life situations. It also performs an implementation of an Android application technology that helps children with cerebral palsy contributing to the IPCA center as an alternative to the teaching and learning.","","CD-ROM:978-1-4799-3995-4; Electronic:978-1-4799-3996-1; POD:978-1-4799-3997-8","10.1109/IHTC.2014.7147558","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7147558","Education;disability;learning;repository;society;software;teaching","Androids;Education;Electronic mail;Games;Maintenance engineering;Pipelines;Visualization","Android (operating system);Internet;Web sites;courseware;handicapped aids;teaching","Android application technology;IPCA center;Web accessibility;Web page;cerebral palsy;disabled people;education;learning;software project repository;support network;teaching;techinical helps","","0","","11","","","","1-4 June 2014","","IEEE","IEEE Conference Publications"
"Evaluating findability of open educational resources from the perspective of users with disabilities: a preliminary approach","R. Navarrete; S. Lujan-Mora","Faculty of System Engineering Department of Informatics and Computer Science National Polytechnic School, Ecuador","2015 Second International Conference on eDemocracy & eGovernment (ICEDEG)","20150601","2015","","","112","119","e-Education is an umbrella term that refers to educational collaborative environments supported by technology that related not only formal academic institutions programs but also self-learners and teachers around the world. This educational paradigm is of paramount importance for society nowadays, because expands access opportunities to education at all levels. These learning environments can take advantage of Open Educational Resources. Using OER is a growing trend and it is turning into a recommendation by some governments and international education forums. Nevertheless, in spite of the availability of OER websites, quite a few of them do not consider accessibility design principles, therefore these websites present access barriers for users with disabilities. Besides, only a reduce number of these websites offer accessible resources, i.e. digital contents suitable for users with disabilities. On the other hand, in web environment, findability is a design consideration that improves the user's searchable experience by simplifying the location and acquisition of elements in websites. In this restricted scenario, findability of educational resources is a key issue for users with disabilities. In this research, we address the issue of findability of Open Educational Resources (OER), from the perspective of inclusive participation of users with disabilities, by considering three aspects: web accessibility, some usability best practices oriented to users with disabilities and Information Architecture. The evaluation is performed in some important and well known OER websites.","","Electronic:978-3-9075-8913-7; POD:978-1-4799-9909-5","10.1109/ICEDEG.2015.7114457","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7114457","Information Architecture;Open Educational Resources;e-Education;findability;usability;web accessibility","Education;Guidelines;Information architecture;Navigation;Organizations;Standards;Usability","Web sites;computer aided instruction;groupware;handicapped aids;human computer interaction;user interfaces","OER Websites;Web accessibility;Web environment;digital contents;e-education;educational collaborative environments;educational paradigm;element acquisition;element location;findability evaluation;information architecture;international education forums;open educational resources;usability best practices;users-with-disabilities perspective","","3","","36","","","","8-10 April 2015","","IEEE","IEEE Conference Publications"
"Embedded Systems for People with Special Needs: Insights from a Real Case","E. Gómez-Martínez; Á. Fernández-Díaz","Babel Group, Univ. Politec. de Madrid, Madrid, Spain","2014 40th EUROMICRO Conference on Software Engineering and Advanced Applications","20141120","2014","","","431","436","In this paper we report on some insights derived from our experience in the development of an embedded system. A real-world embedded system implementing a smart home is used as an example. The target audience of this system includes people with special needs, such as impaired or elderly people. A description of the user testing phase is also provided. A series of difficulties related to the accessibility to the system for people with special needs were identified. These difficulties suggest the necessity to enforce the training on accessibility techniques for software engineers.","1089-6503;10896503","Electronic:978-1-4799-5795-8; POD:978-1-4799-5796-5","10.1109/SEAA.2014.52","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6928849","","Computer architecture;Education;Embedded systems;Smart homes;Testing;Usability","embedded systems;geriatrics;handicapped aids;home automation","elderly people;impaired people;people with special needs;real-world embedded system;smart home;user testing phase","","1","","32","","","","27-29 Aug. 2014","","IEEE","IEEE Conference Publications"
"Remote laboratories to support electrical and information engineering (EIE) laboratory access for students with disabilities","I. Grout","Dept. of Electron. & Comput. Eng., Univ. of Limerick, Limerick, Ireland","2014 25th EAEEIE Annual Conference (EAEEIE)","20140818","2014","","","21","24","In this paper, consideration is given to accessibility aspects for students with disabilities in electrical and information engineering laboratories who have limited mobility and who would need to access physical electronic and computer engineering laboratories. Specific consideration is given to the use of remote laboratories which are real experiments that are accessed remotely by a user via an Internet connection. In this arrangement, a traditional laboratory experiment is made accessible via a Web server and using a software application, the experiment can be controlled remotely via the computer interface. As such is complements the traditional “at-presence” laboratories and virtual laboratories (simulated laboratories).","","Electronic:978-1-4799-4205-3; POD:978-1-4799-4204-6; USB:978-1-4799-4206-0","10.1109/EAEEIE.2014.6879377","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6879377","Remote laboratories;assistive technology;disabilities;laboratory adjustments","Assistive technology;Computers;Education;Internet;Remote laboratories;Software","Internet;computer aided instruction;computer science education;electronic engineering computing;electronic engineering education;handicapped aids;laboratories;virtual reality","EIE laboratory access;Internet connection;computer interface;disabled students;electrical and information engineering laboratory access;physical computer engineering laboratories;physical electronic engineering laboratories;remote laboratories;simulated laboratories;virtual laboratories","","2","","20","","","","May 30 2014-June 1 2014","","IEEE","IEEE Conference Publications"
"Supporting openness of MOOCs contents through of an OER and OCW framework based on Linked Data technologies","N. Piedra; J. Chicaiza; J. López; E. Tovar Caro","Ecuador Dept. de Cienc. de la Comput., Univ. Tec. Particular de Loja, Loja, Ecuador","2014 IEEE Global Engineering Education Conference (EDUCON)","20140605","2014","","","1112","1117","The arrival of Massive Open Online Courses (MOOCs) and the growth of open and online education - Open Educational Resources (OER), OpenCourseWare (OCW)- is increasingly the focus to self-learners as the primary target group. The OER movement has tended to define “openness” in terms of access for use and reuse to educational materials, and to address the geographical and financial barriers, between students, teachers and self-learners with distinguished educational institutions. MOOC initiatives emphasize free access and interactive features rather than static content. The dominant message is of the quantity of access rather than the openness of educational resources for use, re-use, adaptation or repurpose. The purpose of this paper is to present the main aspects to considerer building a framework based on semantic web technologies to support the inclusion of open materials in massive online courses and significantly to improve discovery, accessibility, visibility, and to promote reuse of open educational content in massive courses. This framework will provide a set of services that allows the discovery and access of open educational resources that are extracted from open repositories distributed. Our principal OER providers are OCW institutions. In this context, we opted to apply the principles of Linked Data to integrate, interoperate and mashup data from distributed and heterogeneous repositories of open educational materials.","2165-9559;21659559","Electronic:978-1-4799-3191-0; POD:978-1-4799-3192-7; USB:978-1-4799-3190-3","10.1109/EDUCON.2014.6826249","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6826249","MOOC;linked data;openness;reuse;semantic web technologies","Distributed databases;Educational institutions;Materials;Resource description framework;Vocabulary","courseware;educational courses;educational institutions;public domain software;semantic Web","Linked Data technologies;MOOC contents;OCW framework;OER;Open Educational Resources;OpenCourseWare;distributed repositories;educational institutions;educational materials;educational resources openness;free access;heterogeneous repositories;interactive features;massive open online courses;online education;open educational content;open educational materials;open educational resources;open repositories;semantic Web technologies","","2","","12","","","","3-5 April 2014","","IEEE","IEEE Conference Publications"
"Web accessibility evaluation of massive open online courses on Geographical Information Systems","T. Calle-Jimenez; S. Sanchez-Gordon; S. Luján-Mora","Dept. of Inf. & Comput. Sci., Nat. Polytech. Sch., Quito, Ecuador","2014 IEEE Global Engineering Education Conference (EDUCON)","20140605","2014","","","680","686","This paper describes some of the challenges that exist to make accessible massive open online courses (MOOCs) on Geographical Information Systems (GIS). These courses are known by the generic name of Geo-MOOCs. A MOOC is an online course that is open to the general public for free, which causes a massive registration. A GIS is a computer application that acquire, manipulate, manage, model and visualize geo-referenced data. The goal of a Geo-MOOC is to expand the culture of spatial thinking and the use of geographic information, enabling geospatial web technologies for widespread use. However, the Geo-MOOCs, by nature, have inherent problems of accessibility. The Convention on the Rights of Persons with Disabilities (CRPD), Article 24, recognize the right of persons with disabilities to education. “States Parties must ensure that persons with disabilities are able to access general tertiary education, vocational training, adult education and lifelong learning without discrimination and on an equal basis with others” [1]. Therefore, it is important to have accessible Geo-MOOCs. In this paper, we present the results of the evaluation of a Geo-MOOC called “Maps and the Geospatial Revolution” using three tools available for free on the Internet: Chrome Developer Tools - Accessibility Audit, eXaminator and WAVE; and included a selection of web content and geographical data representative of the course. This provided feedback for establishing recommendations to improve the accessibility of the analyzed course. Other Geo-MOOCs can also benefit from these recommendations.","2165-9559;21659559","Electronic:978-1-4799-3191-0; POD:978-1-4799-3192-7; USB:978-1-4799-3190-3","10.1109/EDUCON.2014.6826167","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6826167","Automatic Accessibility Evaluation Tools;Chrome Accessibility Audit;Geo-MOOC;Geographical Information Systems;Massive Open Online Courses;WAVE;Web Accessibility;eXaminator","Cascading style sheets;Geospatial analysis;Image color analysis;Internet;Vectors;Web pages","Internet;computer aided instruction;educational courses;geographic information systems;information retrieval;interactive programming","Accessibility Audit;CRPD;Chrome Developer Tools;Convention on the Rights of Persons with Disabilities;GIS;Geo-MOOC;Internet;WAVE;Web accessibility evaluation;eXaminator;geographical information systems;massive open online courses","","8","","20","","","","3-5 April 2014","","IEEE","IEEE Conference Publications"
