"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","3125693","John  Chamberlin and Jason  Hussey and Benjamin  Klimkowski and William  Moody and Christopher  Morrell","","","","The Impact of Virtualized Technology on Undergraduate Computer Networking Education","109--114","","6","computer science, computing, education, information technology, network engineering, networks, pedagogy, virtualization","10.1145/3125659.3125693","","","","","","","2017","","Proceedings of the 18th Annual Conference on Information Technology Education","SIGITE '17","","978-1-4503-5100-3","Rochester, New York, USA","ACM","New York, NY, USA"
"periodical","J956","","","","","","","","","","","","","","","","","","","ACM SIGACCESS Accessibility and Computing","SIGACCESS Access. Comput.","","","","ACM","New York, NY, USA"
"article","1999758","Elaine  Pearson and Chrstopher  Bailey and Steve  Green","","","","A Tool to Support the Web Accessibility Evaluation Process for Novices","28--32","","5","accessibility education., web accessibility evaluation, web accessibility guidelines","10.1145/1999747.1999758","","","","","","","2011","","Proceedings of the 16th Annual Joint Conference on Innovation and Technology in Computer Science Education","ITiCSE '11","","978-1-4503-0697-3","Darmstadt, Germany","ACM","New York, NY, USA"
"article","2465614","Shahzore  Qureshi and Francisco  Estevez and Sarah Monisha Pulimood","","","","Students Organizing Against Pollution: Computational Thinking Across Boundaries","356--356","","1","civic engagement, collaborative learning, information access, user-generated content moderation, web-based database system","10.1145/2462476.2465614","","","","","","","2013","","Proceedings of the 18th ACM Conference on Innovation and Technology in Computer Science Education","ITiCSE '13","","978-1-4503-2078-8","Canterbury, England, UK","ACM","New York, NY, USA"
"article","1899525","Thomas  Monk and Johan  van Niekerk and Rossouw  von Solms","","","","Sweetening the Medicine: Educating Users About Information Security by Means of Game Play","193--200","","8","educational games, information security, information security education","10.1145/1899503.1899525","","","","","","","2010","","Proceedings of the 2010 Annual Research Conference of the South African Institute of Computer Scientists and Information Technologists","SAICSIT '10","","978-1-60558-950-3","Bela Bela, South Africa","ACM","New York, NY, USA"
"article","2393542","Juliana Cristina Braga and Ant&#244;nio Carlos Costa Campi,Jr. and Rafael Jeferson Pezzuto Damaceno Graduando and Neno Henrique da Cunha Albernaz","","","","Estudo e Relato Sobre a Utiliza\c{C}\~{A}O Da Tecnologia Pelos Deficientes Visuais","37--46","","10","accessibility, accessible technologies, human-computer interaction","","","","","","","","2012","","Proceedings of the 11th Brazilian Symposium on Human Factors in Computing Systems","IHC '12","","978-85-7669-262-1","Cuiaba, Brazil","Brazilian Computer Society","Porto Alegre, Brazil, Brazil"
"article","2677268","Sara  Hooshangi and Richard  Weiss and Justin  Cappos","","","","Can the Security Mindset Make Students Better Testers?","404--409","","6","access control, python, security, testing","10.1145/2676723.2677268","","","","","","","2015","","Proceedings of the 46th ACM Technical Symposium on Computer Science Education","SIGCSE '15","","978-1-4503-2966-8","Kansas City, Missouri, USA","ACM","New York, NY, USA"
"article","1963551","Mary C. Jones and John C. Windsor and Lucian  Visinescu","","","","Information Technology Literacy Revisited: An Exploratory Assessment","59--66","","8","information technology education, information technology literacy, information technology usage, student perceptions","10.1145/1963533.1963551","ACM Inroads","June 2011","2","2","","June","2011","2153-2184","","","","","","ACM","New York, NY, USA"
"article","1812544","G. Ayorkor Mills-Tettey and Jack  Mostow and M. Bernardine Dias and Tracy Morrison Sweet and Sarah M. Belousov and M. Frederick Dias and Haijun  Gong","","","","Improving Child Literacy in Africa: Experiments with an Automated Reading Tutor","129--138","","10","developing regions, education, educational technology, literacy","","","","","","","","2009","","Proceedings of the 3rd International Conference on Information and Communication Technologies and Development","ICTD'09","","978-1-4244-4662-9","Doha, Qatar","IEEE Press","Piscataway, NJ, USA"
"article","1082072","James M. Laffey and Linda M. Espinosa","","","","Appropriation, Mastery and Resistance to Technology in Early Childhood Preservice Teacher Education: Case Studies","77--82","","6","early childhood, teacher education, technology","","","","","","","","2003","","Proceedings of the International Federation for Information Processing Working Group 3.5 Open Conference on Young Children and Learning Technologies - Volume 34","CRPIT '03","","1-920682-16-3","Sydney, Australia","Australian Computer Society, Inc.","Darlinghurst, Australia, Australia"
"article","544505","Judy  Sheard and Selby  Markham","","","","Creating an Interest in IT: A Gender Study","236--236","","1","gender, information technology","10.1145/637610.544505","SIGCSE Bull.","September 2002","34","3","","June","2002","0097-8418","","","","","","ACM","New York, NY, USA"
"article","544505","Judy  Sheard and Selby  Markham","","","","Creating an Interest in IT: A Gender Study","236--236","","1","gender, information technology","10.1145/544414.544505","","","","","","","2002","","Proceedings of the 7th Annual Conference on Innovation and Technology in Computer Science Education","ITiCSE '02","","1-58113-499-1","Aarhus, Denmark","ACM","New York, NY, USA"
"article","337122","Diane L. Jung and Christopher J. Payne","","","","Finally Realizing Our Vision: Easy Access to Instructor-led Classroom Materials","120--126","","7","class materials, computing classes, technology education","10.1145/337043.337122","","","","","","","1999","","Proceedings of the 27th Annual ACM SIGUCCS Conference on User Services: Mile High Expectations","SIGUCCS '99","","1-58113-144-5","Denver, Colorado, USA","ACM","New York, NY, USA"
"article","1029609","Steve  Wood and Gordon W. Romney","","","","Protection Methods Against IP Packet Attacks","276--276","","1","TCP vulnerabilities, UDP vulnerabilities, access control list, firewalls, intrusion detection systems, intrusion prevention systems, packet inspection","10.1145/1029533.1029609","","","","","","","2004","","Proceedings of the 5th Conference on Information Technology Education","CITC5 '04","","1-58113-936-5","Salt Lake City, UT, USA","ACM","New York, NY, USA"
"article","1940960","Wasim A. Al-Hamdani","","","","Cryptography Based Access Control in Healthcare Web Systems","66--79","","14","access control, cryptography, cryptography access control, information assurance, information security, public key infrastructure (PKI), role-based access control","10.1145/1940941.1940960","","","","","","","2010","","2010 Information Security Curriculum Development Conference","InfoSecCD '10","","978-1-4503-0202-9","Kennesaw, Georgia","ACM","New York, NY, USA"
"article","947137","Mark  Stockman","","","","Creating Remotely Accessible Virtual Networks on a Single PC to Teach Computer Networking and Operating Systems","67--71","","5","networking lab, remote administration, remoting technology, systems administration instruction, virtual machines, virtual network","10.1145/947121.947137","","","","","","","2003","","Proceedings of the 4th Conference on Information Technology Curriculum","CITC4 '03","","1-58113-770-2","Lafayette, Indiana, USA","ACM","New York, NY, USA"
"article","2854005","Catherine M. Baker and Lauren R. Milne and Ryan  Drapeau and Jeffrey  Scofield and Cynthia L. Bennett and Richard E. Ladner","","","","Tactile Graphics with a Voice","3:1--3:22","3","22","Access technology, QR codes, blind, camera, non-visual feedback, tactile graphics, visually impaired","10.1145/2854005","ACM Trans. Access. Comput.","January 2016","8","1","","January","2016","1936-7228","","","","","","ACM","New York, NY, USA"
"article","2380607","Joseph V. Elarde and Fatt-Fei  Chong","","","","The Pedagogical Value of Eduployment: Information Technology Internships in Rural Areas","189--194","","6","information technology consulting, information technology internships, startups, survey","10.1145/2380552.2380607","","","","","","","2012","","Proceedings of the 13th Annual Conference on Information Technology Education","SIGITE '12","","978-1-4503-1464-0","Calgary, Alberta, Canada","ACM","New York, NY, USA"
"article","2994318","Henri  Pirkkalainen and Jussi  Jokinen and Jan  Pawlowski","","","","The Emerging International Knowledge Exchange Barrier in Virtual Teacher Communities","144--152","","9","knowledge exchange, open education, teacher networks, technology acceptance, virtual community","10.1145/2994310.2994318","","","","","","","2016","","Proceedings of the 20th International Academic Mindtrek Conference","AcademicMindtrek '16","","978-1-4503-4367-1","Tampere, Finland","ACM","New York, NY, USA"
"article","2647400","Amy  Pavel and Colorado  Reed and Bj&#246;rn  Hartmann and Maneesh  Agrawala","","","","Video Digests: A Browsable, Skimmable Format for Informational Lecture Videos","573--582","","10","education, video digests, video presentation interfaces","10.1145/2642918.2647400","","","","","","","2014","","Proceedings of the 27th Annual ACM Symposium on User Interface Software and Technology","UIST '14","","978-1-4503-3069-5","Honolulu, Hawaii, USA","ACM","New York, NY, USA"
"article","3019964","Isabel Cristina dos Santos Diniz and Ana Margarida Almeida and Cassia Cordeiro Furtado","","","","Portuguese and Brazilian Inclusive University Libraries: Practices and Challenges of the Directors","141--145","","5","Accessibility, Assistive Technologies, Inclusive Library, Special Education Needs, University Library","10.1145/3019943.3019964","","","","","","","2016","","Proceedings of the 7th International Conference on Software Development and Technologies for Enhancing Accessibility and Fighting Info-exclusion","DSAI 2016","","978-1-4503-4748-8","Vila Real, Portugal","ACM","New York, NY, USA"
"article","3012651","Martin Adalberto Tena-Espinoza-De-Los-Monteros and Jos&#233; A. Merlo-Vega","","","","National Repository of Academic, Scientific, Technological and Innovation Information (CTI.MX)/M\'{E}Xico: An Analysis on the Beta Version Implementation","1089--1095","","7","institutional repository, open access, polices","10.1145/3012430.3012651","","","","","","","2016","","Proceedings of the Fourth International Conference on Technological Ecosystems for Enhancing Multiculturality","TEEM '16","","978-1-4503-4747-1","Salamanca, Spain","ACM","New York, NY, USA"
"article","1822115","Erman  Y&#252;kselt&#252;rk and Adnan  Yazici and Ahmet  Sa&#231;an and &#214;zg&#252;r  Kaya","","","","Online Education Experiences: Information Technologies Certificate Program at METU","83--87","","5","computer engineering education, online education, online information technologies certificate program","10.1145/1822090.1822115","","","","","","","2010","","Proceedings of the Fifteenth Annual Conference on Innovation and Technology in Computer Science Education","ITiCSE '10","","978-1-60558-820-9","Bilkent, Ankara, Turkey","ACM","New York, NY, USA"
"article","1324335","George S. Nezlek and Paul M. Leidig","","","","The Quest for an Administrative Nexus for Information Technology Programs","151--154","","4","classification, curriculum, information systems, information technology","10.1145/1324302.1324335","","","","","","","2007","","Proceedings of the 8th ACM SIGITE Conference on Information Technology Education","SIGITE '07","","978-1-59593-920-3","Destin, Florida, USA","ACM","New York, NY, USA"
"article","2899495","Julia  Mueller and Alan  Davies and Simon  Harper and Caroline  Jay and Chris  Todd","","","","Widening Access to Online Health Education for Lung Cancer: A Feasibility Study","35:1--35:4","35","4","feasibility, health education, lung cancer, online health information, patient empowerment, symptom appraisal","10.1145/2899475.2899495","","","","","","","2016","","Proceedings of the 13th Web for All Conference","W4A '16","","978-1-4503-4138-7","Montreal, Canada","ACM","New York, NY, USA"
"article","2661423","Adam J. Sporka","","","","Text Entry Using Single-channel Analog Puff Input","359--360","","2","analog input, assistive technology, demonstration, midi, sip-and-puff, text input","10.1145/2661334.2661423","","","","","","","2014","","Proceedings of the 16th International ACM SIGACCESS Conference on Computers & Accessibility","ASSETS '14","","978-1-4503-2720-6","Rochester, New York, USA","ACM","New York, NY, USA"
"article","1609962","Barbara  Carminati and Elena  Ferrari and Andrea  Perego","","","","Enforcing Access Control in Web-based Social Networks","6:1--6:38","6","38","Access control, Semantic Web, social networks","10.1145/1609956.1609962","ACM Trans. Inf. Syst. Secur.","October 2009","13","1","","November","2009","1094-9224","","","","","","ACM","New York, NY, USA"
"article","2512231","Joseph J. Ekstrom and William  Agresti and Gregory W. Hislop and Han  Reichgelt and Charlene (Chuck)  Walrad","","","","The Emergence of an It 'Profession'","29--30","","2","information technology profession","10.1145/2512209.2512231","","","","","","","2013","","Proceedings of the 2Nd Annual Conference on Research in Information Technology","RIIT '13","","978-1-4503-2494-6","Orlando, Florida, USA","ACM","New York, NY, USA"
"article","2141628","Cleo  Sgouropoulou and Petros  Belsis and Anastasios  Koutoumanos","","","","Design for All: Towards a Social Platform for Integrating Distributed Open-access Repositories","5:1--5:4","5","4","information systems, requirements elicitation","10.1145/2141622.2141628","","","","","","","2011","","Proceedings of the 4th International Conference on PErvasive Technologies Related to Assistive Environments","PETRA '11","","978-1-4503-0772-7","Heraklion, Crete, Greece","ACM","New York, NY, USA"
"article","215293","Christopher M. Hoadley and Sherry  Hsi and Benjamin P. Berman","","","","The Multimedia Forum Kiosk and SpeakEasy","363--364","","2","World-wide web, computer-supported collaborative work, educational technology, groupware","10.1145/217279.215293","","","","","","","1995","","Proceedings of the Third ACM International Conference on Multimedia","MULTIMEDIA '95","","0-89791-751-0","San Francisco, California, USA","ACM","New York, NY, USA"
"article","2660415","Parisa  Khanipour Roshan and Maia  Jacobs and Michaelanne  Dye and Betsy  DiSalvo","","","","Exploring How Parents in Economically Depressed Communities Access Learning Resources","131--141","","11","access, african american, digital divide, digital inequalities, education, ictd, informal learning, marginalized communities, social capital","10.1145/2660398.2660415","","","","","","","2014","","Proceedings of the 18th International Conference on Supporting Group Work","GROUP '14","","978-1-4503-3043-5","Sanibel Island, Florida, USA","ACM","New York, NY, USA"
"article","274704","Gregory D. Abowd and Christopher G. Atkeson and Jason  Brotherton and Tommy  Enqvist and Paul  Gulley and Johan  LeMon","","","","Investigating the Capture, Integration and Access Problem of Ubiquitous Computing in an Educational Setting","440--447","","8","capture, educational application, integration and access of multimedia, ubiquitous computing","10.1145/274644.274704","","","","","","","1998","","Proceedings of the SIGCHI Conference on Human Factors in Computing Systems","CHI '98","","0-201-30987-4","Los Angeles, California, USA","ACM Press/Addison-Wesley Publishing Co.","New York, NY, USA"
"article","2208564","Anuj  Kumar and Pooja  Reddy and Anuj  Tewari and Rajat  Agrawal and Matthew  Kam","","","","Improving Literacy in Developing Countries Using Speech Recognition-supported Games on Mobile Devices","1149--1158","","10","developing countries, educational games, information and communication technology and development (ictd), literacy, mobile learning, speech recognition","10.1145/2207676.2208564","","","","","","","2012","","Proceedings of the SIGCHI Conference on Human Factors in Computing Systems","CHI '12","","978-1-4503-1015-4","Austin, Texas, USA","ACM","New York, NY, USA"
"article","2702437","Yu  Zhong and Walter S. Lasecki and Erin  Brady and Jeffrey P. Bigham","","","","RegionSpeak: Quick Comprehensive Spatial Descriptions of Complex Images for Blind Users","2353--2362","","10","accessibility, crowdsourcing, stitching, visual questions","10.1145/2702123.2702437","","","","","","","2015","","Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems","CHI '15","","978-1-4503-3145-6","Seoul, Republic of Korea","ACM","New York, NY, USA"
"article","2661377","Lauren R. Milne and Cynthia L. Bennett and Richard E. Ladner and Shiri  Azenkot","","","","BraillePlay: Educational Smartphone Games for Blind Children","137--144","","8","accessibility, blind, children, educational games","10.1145/2661334.2661377","","","","","","","2014","","Proceedings of the 16th International ACM SIGACCESS Conference on Computers & Accessibility","ASSETS '14","","978-1-4503-2720-6","Rochester, New York, USA","ACM","New York, NY, USA"
"article","1029611","Myungsook  Klassen and Russell  Stockard and Ali  Akbari","","","","Stimulating Information Technology Education Among Underrepresented Minorities","278--278","","1","computer science college major, computer science pipeline, information technology, self-efficacy, social cognition theory, status attainment model, underrepresented minorities, upward bound program","10.1145/1029533.1029611","","","","","","","2004","","Proceedings of the 5th Conference on Information Technology Education","CITC5 '04","","1-58113-936-5","Salt Lake City, UT, USA","ACM","New York, NY, USA"
"article","1551837","Nikoleta  Yiannoutsou and Ioanna  Papadimitriou and Vassilis  Komis and Nikolaos  Avouris","","","","Playing with Museum Exhibits: Designing Educational Games Mediated by Mobile Technology","230--233","","4","educational games, mobile technologies, museums","10.1145/1551788.1551837","","","","","","","2009","","Proceedings of the 8th International Conference on Interaction Design and Children","IDC '09","","978-1-60558-395-2","Como, Italy","ACM","New York, NY, USA"
"article","2883946","Martyn  Cooper and Rebecca  Ferguson and Annika  Wolff","","","","What Can Analytics Contribute to Accessibility in e-Learning Systems and to Disabled Students' Learning?","99--103","","5","HCI, accessibility, higher education, learning analytics, metrics, technology enhanced learning","10.1145/2883851.2883946","","","","","","","2016","","Proceedings of the Sixth International Conference on Learning Analytics & Knowledge","LAK '16","","978-1-4503-4190-5","Edinburgh, United Kingdom","ACM","New York, NY, USA"
"article","2579044","Hideo  Joho and Adam  Jatowt and Roi  Blanco","","","","NTCIR Temporalia: A Test Collection for Temporal Information Access Research","845--850","","6","NTCIR, data challenge, temporal IR","10.1145/2567948.2579044","","","","","","","2014","","Proceedings of the 23rd International Conference on World Wide Web","WWW '14 Companion","","978-1-4503-2745-9","Seoul, Korea","ACM","New York, NY, USA"
"article","1324359","Gary B. Randolph","","","","Developing a Foundational Course in Information Systems","267--268","","2","information technology curricula, systems analysis","10.1145/1324302.1324359","","","","","","","2007","","Proceedings of the 8th ACM SIGITE Conference on Information Technology Education","SIGITE '07","","978-1-59593-920-3","Destin, Florida, USA","ACM","New York, NY, USA"
"article","1140190","Brian  Tjaden and Brett  Tjaden","","","","Training Students to Administer and Defend Computer Networks and Systems","245--249","","5","distance education, information security","10.1145/1140123.1140190","SIGCSE Bull.","September 2006","38","3","","June","2006","0097-8418","","","","","","ACM","New York, NY, USA"
"article","1140190","Brian  Tjaden and Brett  Tjaden","","","","Training Students to Administer and Defend Computer Networks and Systems","245--249","","5","distance education, information security","10.1145/1140124.1140190","","","","","","","2006","","Proceedings of the 11th Annual SIGCSE Conference on Innovation and Technology in Computer Science Education","ITICSE '06","","1-59593-055-8","Bologna, Italy","ACM","New York, NY, USA"
"article","354537","Michael  Gleicher and James  Masanz","","","","Towards Virtual Videography (Poster Session)","375--378","","4","automatic presentation, educational technology, videography","10.1145/354384.354537","","","","","","","2000","","Proceedings of the Eighth ACM International Conference on Multimedia","MULTIMEDIA '00","","1-58113-198-4","Marina del Rey, California, USA","ACM","New York, NY, USA"
"article","3012509","Gustavo Homero Orozco Cazco and Marcos Cabezas Gonz&#225;lez and Fernando Mart&#237;nez Abad and Jorge Edwin Delgado Altamirano and Mar&#237;a Eugenia Sol&#237;s Maz&#243;n","","","","Determining Factors in Acceptance of ICT by the University Faculty in Their Teaching Practice","139--146","","8","higher education, information communications technology, technology acceptance model, university professor","10.1145/3012430.3012509","","","","","","","2016","","Proceedings of the Fourth International Conference on Technological Ecosystems for Enhancing Multiculturality","TEEM '16","","978-1-4503-4747-1","Salamanca, Spain","ACM","New York, NY, USA"
"article","2656475","Alan  Fedoruk and Mingwei  Gong and Michael  McCarthy","","","","Student Initiated Capstone Projects","65--70","","6","Capstone experience, computer science education, information technology education","10.1145/2656450.2656475","","","","","","","2014","","Proceedings of the 15th Annual Conference on Information Technology Education","SIGITE '14","","978-1-4503-2686-5","Atlanta, Georgia, USA","ACM","New York, NY, USA"
"article","2021219","Hyeon Je Cho and Gang Uk Hwang","","","","Analysis of Optimal Random Access Policies for Cognitive Radio Networks Under Rayleigh Fading","17--28","","12","Rayleigh fading, channel access policy, cognitive radio network, effective bandwidth theory, performance analysis, tail probability","10.1145/2021216.2021219","","","","","","","2011","","Proceedings of the 6th International Conference on Queueing Theory and Network Applications","QTNA '11","","978-1-4503-0758-1","Seoul, Korea","ACM","New York, NY, USA"
"article","3134809","Muhammad Zahid  Iqbal and Suleman  Shahid and Mustafa  Naseem","","","","Interactive Urdu Braille Learning System for Parents of Visually Impaired Students","327--328","","2","braille learning, ict for education, selflearning, special education","10.1145/3132525.3134809","","","","","","","2017","","Proceedings of the 19th International ACM SIGACCESS Conference on Computers and Accessibility","ASSETS '17","","978-1-4503-4926-0","Baltimore, Maryland, USA","ACM","New York, NY, USA"
"article","2049577","Victoria E. Hribar and Dianne T.V. Pawluk","","","","A Tactile-thermal Display for Haptic Exploration of Virtual Paintings","221--222","","2","art, assistive technology, haptics, visually impaired","10.1145/2049536.2049577","","","","","","","2011","","The Proceedings of the 13th International ACM SIGACCESS Conference on Computers and Accessibility","ASSETS '11","","978-1-4503-0920-2","Dundee, Scotland, UK","ACM","New York, NY, USA"
"article","2591730","Man  Wang and Steve  Carr and Jean  Mayo and Ching-Kuang  Shene and Chaoli  Wang","","","","MLSvisual: A Visualization Tool for Teaching Access Control Using Multi-level Security","93--98","","6","security, visualization","10.1145/2591708.2591730","","","","","","","2014","","Proceedings of the 2014 Conference on Innovation &#38; Technology in Computer Science Education","ITiCSE '14","","978-1-4503-2833-3","Uppsala, Sweden","ACM","New York, NY, USA"
"article","1952295","Marie  Bod&#233;n and Stephen  Viller and Shelley  Dole","","","","Spelling Bug: Benefits of Using Adaptive Technology for Training Spelling in Primary School Classrooms","336--339","","4","classroom technology, education, learner-adaptive","10.1145/1952222.1952295","","","","","","","2010","","Proceedings of the 22Nd Conference of the Computer-Human Interaction Special Interest Group of Australia on Computer-Human Interaction","OZCHI '10","","978-1-4503-0502-0","Brisbane, Australia","ACM","New York, NY, USA"
"article","2811364","Michael D. Jones and Harley  Hamilton and James  Petmecky","","","","Mobile Phone Access to a Sign Language Dictionary","331--332","","2","deaf education, mobile apps","10.1145/2700648.2811364","","","","","","","2015","","Proceedings of the 17th International ACM SIGACCESS Conference on Computers &#38; Accessibility","ASSETS '15","","978-1-4503-3400-6","Lisbon, Portugal","ACM","New York, NY, USA"
"article","1290124","Nicu  Sebe and Qi  Tian","","","","Personalized Multimedia Retrieval: The New Trend?","299--306","","8","information access, multimedia, personalization","10.1145/1290082.1290124","","","","","","","2007","","Proceedings of the International Workshop on Workshop on Multimedia Information Retrieval","MIR '07","","978-1-59593-778-0","Augsburg, Bavaria, Germany","ACM","New York, NY, USA"
"article","1851697","Cosmin  Munteanu and Joanna  Lumsden and H&#233;l&#232;ne  Fournier and Rock  Leung and Danny  D'Amours and Daniel  McDonald and Julie  Maitland","","","","ALEX: Mobile Language Assistant for Low-literacy Adults","427--430","","4","assistive technology, educational interfaces, interface design, mobile computing, mobile learning","10.1145/1851600.1851697","","","","","","","2010","","Proceedings of the 12th International Conference on Human Computer Interaction with Mobile Devices and Services","MobileHCI '10","","978-1-60558-835-3","Lisbon, Portugal","ACM","New York, NY, USA"
"article","3141812","Alexandria K. Hansen and Eric R. Hansen and Taylor  Hall and Mack  Fixler and Danielle  Harlow","","","","Fidgeting with Fabrication: Students with ADHD Making Tools to Focus","13:1--13:4","13","4","ADHD, Engineering, Fabrication, Fidget, Middle School, Science, Special Education, Technology","10.1145/3141798.3141812","","","","","","","2017","","Proceedings of the 7th Annual Conference on Creativity and Fabrication in Education","FabLearn '17","","978-1-4503-6349-5","Stanford, CA, USA","ACM","New York, NY, USA"
"article","1121383","Stu  Zweben and Han  Reichgelt and Gayle  Yaverbaum","","","","Outcomes-based Computing Accreditation Criteria","129--130","","2","ABET, accreditation, information systems, information technology","10.1145/1124706.1121383","SIGCSE Bull.","March 2006","38","1","","March","2006","0097-8418","","","","","","ACM","New York, NY, USA"
"article","1121383","Stu  Zweben and Han  Reichgelt and Gayle  Yaverbaum","","","","Outcomes-based Computing Accreditation Criteria","129--130","","2","ABET, accreditation, information systems, information technology","10.1145/1121341.1121383","","","","","","","2006","","Proceedings of the 37th SIGCSE Technical Symposium on Computer Science Education","SIGCSE '06","","1-59593-259-3","Houston, Texas, USA","ACM","New York, NY, USA"
"article","319690","Sugata  Mukhopadhyay and Brian  Smith","","","","Passive Capture and Structuring of Lectures","477--487","","11","audio/video capture, educational technology, matching","10.1145/319463.319690","","","","","","","1999","","Proceedings of the Seventh ACM International Conference on Multimedia (Part 1)","MULTIMEDIA '99","","1-58113-151-8","Orlando, Florida, USA","ACM","New York, NY, USA"
"article","3132089","Kalika  Suksomboon and Atsushi  Tagami and Anirban  Basu and Jun  Kurihara","","","","IPRES: In-device Proxy Re-encryption Service for Secure ICN","176--177","","2","access control, information centric networking","10.1145/3125719.3132089","","","","","","","2017","","Proceedings of the 4th ACM Conference on Information-Centric Networking","ICN '17","","978-1-4503-5122-5","Berlin, Germany","ACM","New York, NY, USA"
"article","957234","David  Sloan and Lawrie  Phipps","","","","Helping to Avoid e-Discrimination in UK Tertiary Education","150--151","","2","UK, accessibility, disability, further education, higher education, policy, tertiary education","10.1145/957205.957234","","","","","","","2003","","Proceedings of the 2003 Conference on Universal Usability","CUU '03","","1-58113-701-X","Vancouver, British Columbia, Canada","ACM","New York, NY, USA"
"article","957234","David  Sloan and Lawrie  Phipps","","","","Helping to Avoid e-Discrimination in UK Tertiary Education","150--151","","2","UK, accessibility, disability, further education, higher education, policy, tertiary education","10.1145/960201.957234","SIGCAPH Comput. Phys. Handicap.","June-September 2002","","73-74","","June","2002","0163-5727","","","","","","ACM","New York, NY, USA"
"article","1328097","Malathi  Subramanian","","","","Theory and Practice of e-Governance in India: A Gender Perspective","187--195","","9","citizenship, empowerment, gender, information communication technology, information society, participation","10.1145/1328057.1328097","","","","","","","2007","","Proceedings of the 1st International Conference on Theory and Practice of Electronic Governance","ICEGOV '07","","978-1-59593-822-0","Macao, China","ACM","New York, NY, USA"
"article","1409940","Wesley  Spencer","","","","Teaching Advanced Network Security Concepts to High School Students in a Laboratory-based Summer Camp Environment","29:1--29:7","29","7","experiential learning, security education","10.1145/1409908.1409940","","","","","","","2007","","Proceedings of the 4th Annual Conference on Information Security Curriculum Development","InfoSecCD '07","","978-1-59593-909-8","Kennesaw, Georgia","ACM","New York, NY, USA"
"article","3012585","Ana  P&#233;rez-Escoda and Ana  Iglesias-Rodr&#237;guez and M Cruz S&#225;nchez-G&#243;mez","","","","Nurturing Digital Citizenship: Teachers and Students Facing Digital Competences","631--636","","6","digital citizenship, digital competences, education, information and communication technologies, students, teachers","10.1145/3012430.3012585","","","","","","","2016","","Proceedings of the Fourth International Conference on Technological Ecosystems for Enhancing Multiculturality","TEEM '16","","978-1-4503-4747-1","Salamanca, Spain","ACM","New York, NY, USA"
"article","286509","Gregory D. Abowd and Jason  Brotherton and Janak  Bhalodia","","","","Classroom 2000: A System for Capturing and Accessing Multimedia Classroom Experiences","20--21","","2","capture, educational application, integration and access of multimedia, ubiquitous computing","10.1145/286498.286509","","","","","","","1998","","CHI 98 Conference Summary on Human Factors in Computing Systems","CHI '98","","1-58113-028-7","Los Angeles, California, USA","ACM","New York, NY, USA"
"article","1456551","Andr&#233; P. Freire and Renata P. M. Fortes and Marcelo A. S. Turine and Debora M. B. Paiva","","","","An Evaluation of Web Accessibility Metrics Based on Their Attributes","73--80","","8","accessibility metrics, information accessibility, web accessibility, web engineering","10.1145/1456536.1456551","","","","","","","2008","","Proceedings of the 26th Annual ACM International Conference on Design of Communication","SIGDOC '08","","978-1-60558-083-8","Lisbon, Portugal","ACM","New York, NY, USA"
"article","1095806","Angelina  Totolo","","","","An Exploration of the Theories That Explain the Failure of Information Technology Adoption in Africa","389--390","","2","Africa, information technology adoption, theories","10.1145/1095714.1095806","","","","","","","2005","","Proceedings of the 6th Conference on Information Technology Education","SIGITE '05","","1-59593-252-6","Newark, NJ, USA","ACM","New York, NY, USA"
"article","2978210","Bryan  Goda and Cynthia  Riemenschneider and Janet  Renwick","","","","Panel Discussion: Teaching Ethics in the Information Technology Curriculum","65--65","","1","teaching ethics in information technology","10.1145/2978192.2978210","","","","","","","2016","","Proceedings of the 17th Annual Conference on Information Technology Education","SIGITE '16","","978-1-4503-4452-4","Boston, Massachusetts, USA","ACM","New York, NY, USA"
"article","1125782","Gillian R. Hayes","","","","Documenting and Understanding Everyday Activities Through the Selective Archiving of Live Experiences","1759--1762","","4","capture and access, privacy, special education, ubiquitous computing","10.1145/1125451.1125782","","","","","","","2006","","CHI '06 Extended Abstracts on Human Factors in Computing Systems","CHI EA '06","","1-59593-298-4","Montr&#233;al, Qu&#233;bec, Canada","ACM","New York, NY, USA"
"article","3026494","Asim  Majeed","","","","Technology Diffusion and Virtualisation of Virtual Communities","81--85","","5","Diffusion, Process, Technology, Virtual, Virtualisation","10.1145/3026480.3026494","","","","","","","2017","","Proceedings of the 8th International Conference on E-Education, E-Business, E-Management and E-Learning","IC4E '17","","978-1-4503-4821-8","Kuala Lumpur, Malaysia","ACM","New York, NY, USA"
"article","2935354","Vidya  Sarangapani and Ahmed  Kharrufa and Madeline  Balaam and David  Leat and Pete  Wright","","","","Virtual.Cultural.Collaboration: Mobile Phones, Video Technology, and Cross-cultural Learning","341--352","","12","community collaboration, cross-cultural, education, learning, mediator, video technology","10.1145/2935334.2935354","","","","","","","2016","","Proceedings of the 18th International Conference on Human-Computer Interaction with Mobile Devices and Services","MobileHCI '16","","978-1-4503-4408-1","Florence, Italy","ACM","New York, NY, USA"
