"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"The Emerging Role of Data Scientists on Software Development Teams","M. Kim; T. Zimmermann; R. DeLine; A. Begel","UCLA, Los Angeles, CA, USA","2016 IEEE/ACM 38th International Conference on Software Engineering (ICSE)","20170403","2016","","","96","107","Creating and running software produces large amounts of raw data about the development process and the customer usage, which can be turned into actionable insight with the help of skilled data scientists. Unfortunately, data scientists with the analytical and software engineering skills to analyze these large data sets have been hard to come by; only recently have software companies started to develop competencies in software-oriented data analytics. To understand this emerging role, we interviewed data scientists across several product groups at Microsoft. In this paper, we describe their education and training background, their missions in software engineering contexts, and the type of problems on which they work. We identify five distinct working styles of data scientists: (1) Insight Providers, who work with engineers to collect the data needed to inform decisions that managers make; (2) Modeling Specialists, who use their machine learning expertise to build predictive models; (3) Platform Builders, who create data platforms, balancing both engineering and data analysis concerns; (4) Polymaths, who do all data science activities themselves; and (5) Team Leaders, who run teams of data scientists and spread best practices. We further describe a set of strategies that they employ to increase the impact and actionability of their work.","","Electronic:978-1-4503-3900-1; POD:978-1-5090-2071-3","10.1145/2884781.2884783","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7886895","Data Science;Data Scientist;Software Analytics","Companies;Data science;Interviews;Software;Software engineering","software development management;team working","customer usage;data scientists;insight providers;modeling specialists;platform builders;polymaths;software creation;software development process;software development teams;software engineering skills;software-oriented data analytics;team leaders","","","","","","","","14-22 May 2016","","IEEE","IEEE Conference Publications"
"Sustainability Design in Requirements Engineering: State of Practice","R. Chitchyan; C. Becker; S. Betz; L. Duboc; B. Penzenstadler; N. Seyff; C. C. Venters","Univ. of Leicester, Leicester, UK","2016 IEEE/ACM 38th International Conference on Software Engineering Companion (ICSE-C)","20170323","2016","","","533","542","Sustainability is now a major concern in society, but there is little understanding of how it is perceived by software engineering professionals and how sustainability design can become an embedded part of software engineering process. This paper presents the results of a qualitative study exploring requirements engineering practitioners' perceptions and attitudes towards sustainability. It identifies obstacles and mitigation strategies regarding the application of sustainability design principlesin daily work life. The results of this study reveal several factors that can prevent sustainability design from becoming a first class citizen in software engineering: software practitioners tend to have a narrow understanding of the concept of sustainability; organizations show limited awareness of its potential opportunities and benefits; and the norms in the discipline are not conducive to sustainable outcomes. These findings suggest the need for focused efforts in sustainability education, but also a need to rethink professional norms and practices.","","Electronic:978-1-4503-4205-6; POD:978-1-5090-2245-8","","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7883341","Obstacles;Perceptions;Requirements Engineering;Sustainability;Sustainability Design","Companies;Interviews;Requirements engineering;Software engineering;Software systems","formal specification;formal verification","mitigation strategies;requirements engineering practitioner attitudes;requirements engineering practitioner perceptions;software engineering process;sustainability design principles;sustainability education","","","","","","","","14-22 May 2016","","IEEE","IEEE Conference Publications"
"A proposal for technology-based software engineering curriculum development","E. S. Grant","Department of Computer Science, University of North Dakota, Grand Forks, North Dakota, USA","2016 IEEE 8th International Conference on Engineering Education (ICEED)","20170216","2016","","","229","234","A group of software engineering educators, has embarked on a project to implement and support the creation and adaptation of a common set of teaching material and strategies for software engineering education at the undergraduate level of education. The outcome of this project is a framework, in the form of a repository of best practice software engineering teaching modules, assessment artifacts, and case projects that are founded on a set of program outcomes for undergraduate education in software engineering. The philosophy of the research is that the availability of shared pedagogical material that have been developed in a collaborative manner will advance the learning goals, and promote the adoption of teaching strategies that are in the students' best interest.","","Electronic:978-1-5090-1596-2; POD:978-1-5090-1597-9","10.1109/ICEED.2016.7856078","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7856078","course;curriculum;educational research;pedagogy;program outcome;software engineering","Collaboration;Computer science;Conferences;Curriculum development;Engineering education;Software engineering","computer aided instruction;computer science education;educational courses;further education;teaching","software engineering education;software engineering teaching modules;teaching material;technology-based software engineering curriculum development;undergraduate education level","","","","","","","","7-8 Dec. 2016","","IEEE","IEEE Conference Publications"
"Requirements engineering education using role-play training","T. Nkamaura; Y. Tachikawa","National Institute of Informatics, Tokyo, Japan","2016 IEEE International Conference on Teaching, Assessment, and Learning for Engineering (TALE)","20170213","2016","","","231","238","This paper proposes a new method for use in requirements engineering education at universities. The method is based on two components: (1) group-work role-play training to elicit customer's real requirements; (2) a software agent to play the role of a domain expert supplying business knowledge to learners. Learners who have had no previous practical experience in defining requirements may follow a recommended procedure in order to elicit requirements. We have implemented two types of role-play training - with and without software agents' support. Twelve undergraduate students from the School of Computer Science at the Tokyo University of Technology participated in an experimental assessment of these two types of role-play training. The results of a subsequent questionnaire survey and portfolio evaluation of the goal model diagrams developed by the students showed that their requirements modeling skill levels had improved. However, because some students may have had no prior business experience, each role-play scenario needs to be carefully designed so that all necessary information regarding the strategy or vision in the problem domain is clearly laid out.","","Electronic:978-1-5090-5598-2; POD:978-1-5090-5599-9","10.1109/TALE.2016.7851799","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7851799","KAOS;goal modeling;requirements engineering","Companies;Requirements engineering;Software agents;Software systems;Training","computer based training;computer science education;educational institutions;formal specification;groupware;software agents","School of Computer Science;Tokyo University of Technology;business knowledge;customer real requirements;domain expert;goal model diagrams;group-work role-play training;portfolio evaluation;requirements engineering education;requirements modeling skill levels;software agent;undergraduate students;universities","","","","","","","","7-9 Dec. 2016","","IEEE","IEEE Conference Publications"
"A Pilot Study: The Effect of Using Virtual Laboratory on Students’ Conceptual Understanding in Mobile Communications","S. Mahajan; S. Kulkarni; A. S. Diwakar","K.J. Somaiya Coll. of Eng., Mumbai, India","2016 IEEE Eighth International Conference on Technology for Education (T4E)","20170116","2016","","","7","14","Laboratory work is an integral part of science and engineering education. Traditionally hardware experiments dominate the electronics engineering laboratory work. Course on Mobile communications has problems due to limited scope of available hardware especially for students' conceptual learning. As a result, the lab work in the Mobile Communications course is carried out using simulation software such as Matlab, Scilab etc. Students are able to verify various concepts studied in theory using these simulations. The problem of using these software simulations is that the students focus shifts from understanding the concepts underlying the experiment to writing the Matlab or Scilab code. We carried out a pilot study to address this problem using the new technology Virtual Laboratories available online. In this paper we present the results of the pilot study carried out with 150 students at UG level and 18 students at PG level in an autonomous college under university of Mumbai using Mobile Communications Virtual laboratory. The results indicate an increase in the students' understanding of core concepts such as frequency reuse, channel fading and various handoff strategies. The students' have given a positive feedback in the course exit survey regarding their experience with the new lab format. They find working with these labs more interesting and motivating. The performance of students in the test at the end of semester has improved in questions related to the core concepts.","","Electronic:978-1-5090-6115-0; POD:978-1-5090-6116-7","10.1109/T4E.2016.011","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7814786","Mobile communications;Virtual laboratories;conceptual understanding","Engineering students;Hardware;MATLAB;Mobile communication;Wireless communication;Writing","computer aided instruction;educational institutions;electronic engineering computing;electronic engineering education;fading channels;laboratories;mobility management (mobile radio);virtual instrumentation","Matlab simulation software;PG level;Scilab simulation software;UG level;channel fading;frequency reuse;handoff strategies;mobile communications course;student conceptual understanding;student feedback;university of Mumbai;virtual laboratory","","","","","","","","2-4 Dec. 2016","","IEEE","IEEE Conference Publications"
"An agile software engineering process improvement game","B. R. Maxim; R. Kaur; C. Apzynski; D. Edwards; E. Evans","University of Michigan-Dearborn, Department of Computer and Information Science, USA","2016 IEEE Frontiers in Education Conference (FIE)","20161201","2016","","","1","4","Many computing students do not receive adequate training in software quality management. Some students do not have the opportunity to practice software process improvement activities even if they do see the topics covered in their course lectures and textbooks. Serious games are gaining popularity as a means of instruction in higher education. Some excellent prescriptive software process simulation games have been created, as well as a few software engineering drill and practice games. In general, these games do not allow students to create agile process models or experiment with process improvement strategies. We are creating a serious game that will serve as a virtual learning environment to allow students to explore agile process improvement practices. Our game is designed as a single-player game where the player takes the role of software team leader and plays against an AI (artificial intelligence) opponent representing the customer's interests and needs. Players are rewarded for developing project strategies that allow for completion of projects on time, within budget, and meet the necessary software quality requirements. It is our intention to create a game with sufficiently detailed instructions to allow instructors to introduce hands on practice with agile process improvement activities without requiring additional class time.","","Electronic:978-1-5090-1790-4; POD:978-1-5090-1791-1","10.1109/FIE.2016.7757682","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7757682","agile;gaming;process improvement;scrum","Artificial intelligence;Computers;Education;Games;Project management;Software;Software engineering","artificial intelligence;computer aided instruction;computer science education;further education;project management;serious games (computing);software development management;software process improvement;software prototyping;software quality","AI;agile software engineering process improvement game;artificial intelligence;computing students;higher education;project strategies development;serious games;single-player game;software process simulation games;software quality management;software quality requirements;software team leader;virtual learning","","","","","","","","12-15 Oct. 2016","","IEEE","IEEE Conference Publications"
"Applying Scrum project management in ECE curriculum","R. B. Bass; B. Pejcinovic; J. Grant","Electrical and Computer Engineering Dept., Portland State University, OR, USA","2016 IEEE Frontiers in Education Conference (FIE)","20161201","2016","","","1","5","Scrum is a cyclical project management technique whereby members of a development team work together to define product development strategies in pursuit of a common objective in an adaptable and incremental manner. We have found that Scrum is a promising approach for exposing students to project management of undergraduate engineering projects. But, the technique is not used often in undergraduate education, and it is virtually unknown outside of software engineering circles. We are experimenting with using Scrum in projects across several years of undergraduate engineering education. Our goal is to gradually expose students to project management in order to make their project experiences and learning more efficient and effective. We report on successful initial implementations in freshman courses and senior capstone design courses. Obstacles include expanding practice across all four years, accommodating a diverse student population, and overcoming a lack of experience in assessing Scrum project management.","","Electronic:978-1-5090-1790-4; POD:978-1-5090-1791-1","10.1109/FIE.2016.7757568","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7757568","Scrum;capstone projects;design projects;electrical engineering;engineering curriculum;engineering management;freshman","Computers;Context;Engineering education;Manganese;Planning;Project management;Teamwork","computer science education;educational courses;electrical engineering education;further education;project management;software engineering","ECE curriculum;cyclical project management;freshman courses;product development strategies;project experiences;project learning;scrum project management;senior capstone design courses;software engineering circles;undergraduate engineering education;undergraduate engineering projects","","","","","","","","12-15 Oct. 2016","","IEEE","IEEE Conference Publications"
"Developments in Global Software Engineering Education","T. Clear; S. Beecham; J. Barr; M. Daniels; M. Oudshoorn; J. Noll","School of Engineering, Computer & Mathematical Sciences, Auckland University of Technology, New Zealand","2016 IEEE Frontiers in Education Conference (FIE)","20161201","2016","","","1","4","An ITiCSE 2015 conference working group report has recently delivered a comprehensive systematic review of the literature addressing the challenges and solutions in teaching global software engineering courses. In this panel session, a group of authors of that report will review the findings, and present their own views on teaching such courses, the pros and cons and their own motivations and experiences, together with strategies that have proven effective. We argue that these courses are critical for preparing students for practice as software engineers in today's global settings, but they are certainly not for the faint-hearted. After the review and presentation of position statements by panelists there will be a question and answer session with the audience and a discussion elaborating on the next frontiers in research and practice for global software engineering education.","","Electronic:978-1-5090-1790-4; POD:978-1-5090-1791-1","10.1109/FIE.2016.7757471","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7757471","Authentic learning;Distributed teams;Global Software Engineering Education","Collaboration;Cultural differences;Education;Games;Software;Software engineering;Systematics","computer science education;software engineering;teaching","ITiCSE 2015 conference working group;global software engineering education;software engineering courses;teaching strategies","","","","","","","","12-15 Oct. 2016","","IEEE","IEEE Conference Publications"
"Developing creativity as a scientific literacy in software engineering education towards sustainability","C. Zhou","Department of Learning and Philosophy, Aalborg University, Aalborg, Demark","2016 12th International Conference on Natural Computation, Fuzzy Systems and Knowledge Discovery (ICNC-FSKD)","20161024","2016","","","2257","2261","Recently, the topic of how to educate “green engineers” has been discussed much in relation to the growing issues of sustainability. This paper regards creativity as a path to developing sustainability, and it particularly considers creativity as a scientific literacy that indicates a collection of awareness, ability, and skills about sustainability. Following this point, in software engineering education, creativity should be a necessary element, as software engineers are key actors in designing, researching, and developing products of social media that are most important ways of enhancing public awareness of sustainability. Therefore, this paper will further discuss some potential pedagogy strategies by which creativity and sustainability can be developed among young software engineers.","","","10.1109/FSKD.2016.7603533","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7603533","creativity;scientific literacy;software engineering education;sustainability","Context;Creativity;Economics;Education;Software;Software engineering;Technological innovation","computer science education;social aspects of automation;social networking (online);software engineering;sustainable development","potential pedagogy strategies;scientific literacy;social media;software engineering education;sustainability development","","","","","","","","13-15 Aug. 2016","","IEEE","IEEE Conference Publications"
"Software engineering — Software development for E, V, M learning with a high degree of usability for users with various disabilities","C. Maldonado; M. P. Cota","Universidad Siglo 21, C&#243;rdoba, Argentina","2016 11th Iberian Conference on Information Systems and Technologies (CISTI)","20160728","2016","","","1","5","This doctoral thesis is about the application of Information and Communication Technologies (ICTs) in education or E-Teaching. It is based on the component-based software engineering (CBSE) [1] [2] to search available software to build a learning platform called Educational Immersive Portal (EIP) composed of a Content Management Software (CMS), a virtual classroom or Learning Management Software (LMS), a server and viewer Virtual Worlds (VW), communication libraries from CMS and MV to the LMS, between LMS and mobile phones and uses best practices in usability for people with various disabilities. One goal of the study is to determine the requirements generated by the application of learning strategies Blended Learning (BL) and Peer Instruction (PI) studying how the immersivity a MV offers participants, it can be exploited in the environment activities (also designed on this work) to improve the teaching of topics related to computer engineering. For this purpose, it has given importance to meet the system requirements and functional users of the platform, educational institutions, teachers and students referred to the application of BL and PI in PEI.","","Electronic:978-9-8998-4346-2; POD:978-1-5090-1226-8","10.1109/CISTI.2016.7521473","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7521473","Blended Learning;CBSI;E-teaching;Peer Instruction;VW","Content management;Education;Medical services;Portals;Software engineering;Usability","computer science education;educational institutions;learning management systems;mobile learning;object-oriented programming;software engineering;teaching","BL;CBSE;CMS;E-V-M learning;EIP;ICT;LMS;MV;PI;VW;blended learning;communication libraries;component-based software engineering;content management software;e-teaching;educational immersive portal;educational institutions;information and communication technologies;learning management software;learning platform;learning strategies;mobile phones;peer instruction;software development;virtual classroom;virtual worlds","","","","","","","","15-18 June 2016","","IEEE","IEEE Conference Publications"
"Social responsibility in the Colombian context: Telecommunications as an engineering tool and solution for a school of the municipality of Chivata, Boyaca","A. Gaviria; A. G. Avendano; N. Vergara-Santa; Y. Lopez-Tolosa; L. F. Herrera-Quintero","Telecommunication Engineering Program, Universidad Piloto de Colombia, Bogota, Colombia","2016 IEEE Colombian Conference on Communications and Computing (COLCOM)","20160721","2016","","","1","7","Currently, one of the main concerns in the world for the education sector is focused on the penetration of Information and Communications Technologies (ICT), in fact, many countries are trying to create and development some plans and strategies that allow to the education achieve a suitable deployment through ICT. This paper present a social responsibility approach where several engineering solutions belongs to the field of telecommunications were used and implemented on a Colombian School located in the Municipality of Chivata, Boyaca. This work take advantage of telecommunication engineering in order to bring to the school a network solution both intranet and internet. Likewise software solutions were development in order to satisfy several different necessities for the professors and students (Grades control and e-library solutions). At least a teaching procedure were given to the students as regard to introducing to the programming.","","Electronic:978-1-5090-1084-4; POD:978-1-5090-1085-1","10.1109/ColComCon.2016.7516378","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7516378","Education;ICT;Network;Scratch;Social Responsibility;Software;Telecommunications","Computers;Context;Education;Government;Internet;Proposals;Radio link","Internet;educational institutions;intranets;teaching;telecommunication engineering education","Boyaca;Colombian context;ICT;Internet;education sector;information and communication technology;intranet;municipality of Chivata school;social responsibility approach;teaching procedure;telecommunication engineering tool","","","","","","","","27-29 April 2016","","IEEE","IEEE Conference Publications"
