"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Automatic Generation of Tailored Accessible User Interfaces for Ubiquitous Services","B. Gamecho; R. Miñón; A. Aizpurua; I. Cearreta; M. Arrue; N. Garay-Vitoria; J. Abascal","Department of Computer Architecture and Technology, School of Informatics, UPV/EHU, Donostia-San Sebasti&#x00E1;n, Spain","IEEE Transactions on Human-Machine Systems","20170520","2015","45","5","612","623","Egoki is an automatic generator of accessible user interfaces designed to allow people with disabilities to access supportive ubiquitous services. Egoki follows a model-based approach and selects suitable interaction resources and modalities depending on users' capabilities. A proof-of-concept prototype evaluation was conducted with accessibility experts and participants in two different scenarios: one devoted to blind people and the other to people with cognitive impairments. Two services were developed for each scenario: a service for selecting the menu for lunch and a bus schedule service. The tailored user interfaces automatically generated for both scenarios were evaluated by accessibility experts following a barrier walkthrough method. In addition, a user evaluation was performed with eleven participants (two blind participants and nine participants with cognitive impairments). Observational methods were employed during the evaluation sessions where participants were asked to perform several tasks. The results revealed that the tailored user interfaces automatically generated by Egoki were operable and accessible and that all of the participants were able to complete the proposed tasks.","2168-2291;21682291","","10.1109/THMS.2014.2384452","Department of Education, Universities and Research of the Basque Government; Spanish Ministry of Science and Innovation; University of the Basque Country; ","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7004813","Accessible user interfaces;adaptive systems;automatic user interface generation;tailored user interfaces;ubiquitous computing","Adaptation models;Auditory system;Cognition;Media;Mobile handsets;Ontologies;User interfaces","handicapped aids;ubiquitous computing;user interfaces","Egoki generator;barrier walkthrough method;blind people;model-based approach;people with cognitive impairment;people with disabilities;tailored accessible user interface;ubiquitous services;user capability;user evaluation","","3","","38","","OAPA","20150108","Oct. 2015","","IEEE","IEEE Journals & Magazines"
"Virtual Engineering Sciences Learning Lab: Giving STEM Education a Second Life","S. E. August; M. L. Hammers; D. B. Murphy; A. Neyer; P. Gueye; R. Q. Thames","Department of Electrical Engineering and Computer Science, Loyola Marymount University, CA, Los Angeles","IEEE Transactions on Learning Technologies","20170520","2016","9","1","18","30","Engineering education in the 21st century faces multiple obstacles including limited accessibility of course resources due, in part, to the costs associated with acquiring and maintaining equipment and staffing laboratories. Another continuing challenge is the low level of participation of women and other groups historically underrepresented in STEM disciplines. As a partial remedy for these issues, we established a Virtual Engineering Sciences Learning Lab (VESLL) that provides interactive objects and learning activities, multimedia displays, and instant feedback procedures in a virtual environment to guide students through a series of key quantitative skills and concepts. Developed in the online virtual world Second Life™, VESLL is an interactive environment that supports STEM education, with potential to help reach women and other underrepresented groups. VESLL exposes students to various quantitative skills and concepts through visualization, collaborative games, and problem solving with realistic learning activities. Initial assessments have demonstrated high student interest in VESLL's potential as a supplementary instructional tool and show that student learning experiences were improved by use of VESLL. Ultimately, the VESLL project contributes to the ongoing body of evidence suggesting that online delivery of course content has remarkable potential when properly deployed by STEM educators.","1939-1382;19391382","","10.1109/TLT.2015.2419253","Innovations in Engineering Education, Curriculum, and Infrastructure (IEECI); US National Science Foundation; 10.13039/100000001 - National Science Foundation (NSF); ","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7081334","Computer science education;computer uses in education;computer-assisted instruction;multimedia information systems","Conferences;Education;Electrical engineering;Games;Logic gates;Second Life;Virtual environments","Internet;STEM;computer aided instruction;computer games;educational courses;engineering computing;engineering education;groupware;interactive systems;mathematics computing;natural sciences computing","STEM education;Second Life;VESLL;Virtual Engineering Sciences Learning Lab;collaborative games;course content online delivery;engineering education;interactive objects;learning activities;multimedia displays;online virtual world;supplementary instructional tool","","0","","26","","","20150407","Jan.-March 1 2016","","IEEE","IEEE Journals & Magazines"
"Exploring Instructional Computing Platforms for a Small Liberal Arts College: A Case Study with NoSQL","A. Dong; B. Wang","Dept. of Comput. Sci., Hood Coll., Frederick, MD, USA","2016 International Conference on Computational Science and Computational Intelligence (CSCI)","20170320","2016","","","332","337","Large-scale computing technology, such as NoSQL database systems and cloud computing, has become an important knowledge area in computer science curriculum. In this study, we experimented and evaluated two instructional computing platforms-Amazon Elastic Compute Cloud (EC2) and Hood College Virtual Computing Lab (HOOD VCL)-for offering NoSQL database systems in a small liberal arts college. We tested four types of NoSQL systems: Redis, MongoDB, Cassandra, and Neo4j. With each system, students performed a few realistic lab exercises with either Amazon EC2 or Hood VCL. Based on student feedback, while Amazon EC2 and Hood VCL are comparable to students with respect to accessibility, easy setup and maintenance, and reliability, survey results show a majority of students (86%) are more likely to use Amazon EC2 for similar data processing course work in the future. In addition, 64% of students believe Amazon Web Services (AWS) are cost-effective and 82% of them believe that the AWS experience gained on public cloud infrastructure and pay-as-you-go resource allocation is helpful to their career development.","","Electronic:978-1-5090-5510-4; POD:978-1-5090-5511-1","10.1109/CSCI.2016.0069","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7881362","Amazon Elastic Compute Cloud (EC2);NoSQL database systems;Virtual Computing Lab (VCL);cloud computing;instructional computing platform","Art;Cloud computing;Education;Linux","SQL;Web services;cloud computing;computer aided instruction;educational institutions;relational databases","AWS;Amazon Elastic Compute Cloud;Amazon Web services;Cassandra system;EC2 platform;HOOD VCL platform;Hood college virtual computing lab;MongoDB system;Neo4j system;NoSQL;Redis system;cloud computing;computer science curriculum;database systems;instructional computing platforms;liberal arts college;pay-as-you-go resource allocation;public cloud infrastructure","","","","","","","","15-17 Dec. 2016","","IEEE","IEEE Conference Publications"
"How the web impacts intangible heritage: A Nanyin case study","J. Tsai; S. Wu; H. Din","Independant Scholar, Arts and Heritage Advisor, Singapore","2016 22nd International Conference on Virtual System & Multimedia (VSMM)","20170228","2016","","","1","4","This paper explores the impacts of the global web and, in particular, social media on the performing arts. Specifically, Siong Leng Musical Association (hereafter, SLMA or the Association), which champions Nanyin musical theatre in Singapore, is selected to anchor the discussion. The paper will examine SLMA's web strategy under 3 subheadings, namely: (a) Reach: effectiveness of official websites and other virtual presence set up by followers; (b) Engagement: virtual audience participation in social media sites; mobile accessibility; (c) Augmentation: innovative blending of web-based services to solve operational issues of publicity, collaboration and fundraising. Overall transformational impacts to transmission, sharing, collaboration, communication and education are also discussed.","","Electronic:978-1-4673-8993-8; POD:978-1-4673-8994-5","10.1109/VSMM.2016.7863178","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7863178","Nanyin;Siong Leng;augmentation;engagement;intangible heritage;reach;safeguarding;social media;transformation;transmission;web services","","Internet;art;computer aided instruction;groupware;history;mobile computing;music;social networking (online)","MOOC;Nanyin musical theatre;SLMA;Singapore;Siong Leng musical association;Web impacts;art performing;augmentation;engagement;intangible heritage;massively open online courses;mobile accessibility;reach;social media sites;virtual audience participation","","","","","","","","17-21 Oct. 2016","","IEEE","IEEE Conference Publications"
"Elevating visually challenged children towards S&T education through scaling-up humanitarian technologies by networking with higher learning centres, NGOs, and parent-teacher partnerships","R. R. Nair; R. Manoj; P. Chanana; V. K. Damodaran; K. P. Mani","Inapp Inc","2016 IEEE Global Humanitarian Technology Conference (GHTC)","20170216","2016","","","327","331","Traditionally, the visually challenged are forced to study only humanities or arts at pre-university level and beyond, due to inadequate educational curriculum, accessibility denied campuses, lack of empowering assistive technologies and ignorance on the needs of vision deprived children. Unemployed among the blind is as high as 98%. IEEE Professionals of Kerala networked with Chakshumathi, the NGO working toward a holistic solution to engage the visually challenged with Science and Technology (S&T) education and careers, and conducting `Eyes Free Science' camps for them. Humanitarian Technology Innovations are attempted usually without understanding the real user needs. IIT Delhi's `Assistech Lab' as innovation hub for HTC, with real life inputs from the Network, could develop, test and market ultrasound sensed Smart Cane, Low cost Tactile prints, Software to read and type Mathematics and Science text, Low cost multi platform Braille display, Science text book conversion techniques etc. The Network trained blind youths could secure well paid jobs in areas like IT. 750 books and 4 periodicals published in digital accessible information systems (DAISY) format are being used by at least 800 visually challenged readers.","","Electronic:978-1-5090-2432-2; POD:978-1-5090-2433-9; USB:978-1-5090-2431-5","10.1109/GHTC.2016.7857301","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7857301","","Conferences;Decision support systems;Graphics","computer aided instruction;handicapped aids;natural sciences computing","Eyes Free Science camps;NGO;S&T education;higher learning centres;humanitarian technologies;parent-teacher partnerships;science and technology education;visually challenged children","","","","","","","","13-16 Oct. 2016","","IEEE","IEEE Conference Publications"
"Electronic voting with biometric verification offline and hybrid EVMs solution","A. Arooj; M. Riaz","Computer Science University of Education Lahore, Pakistan","2016 Sixth International Conference on Innovative Computing Technology (INTECH)","20170209","2016","","","332","337","Democracy is vital and powerful political source in major countries and for the established and development of democracy, elections are being practiced. Pakistan is a democratic country and still practicing the manual and expensive methods for election. That causes slow procedure, bogus entries, counting errors, misuse of ballot papers, and serious security, accessibility, and reliability faults. However, technology has a significant role to prevent and mitigate such kind of challenging states and provide the efficient, secure, accurate and fastest way to conduct elections. Globally, there are many technical ways to use the electronic voting system to claim simplicity and added security. But in Pakistan, all electronic techniques are unfortunately not able to implement due to not having a satisfied feasibilities in the current environment and condition of Pakistan. In this paper, we are proposing the Electronic Voting Machines System (EVMs) for Pakistan to provide transparency, accuracy, security, verifiability and authenticity of voting for a less expensive and faster method.","","Electronic:978-1-5090-2000-3; POD:978-1-5090-2001-0","10.1109/INTECH.2016.7845009","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7845009","Biohashing;Biometric;Democracy;EVMs;Elections;Electronic Voting;Fingerprints;Pakistan","Casting;Databases;Electronic voting;Fingerprint recognition;Internet;Security","authorisation;biometrics (access control);government data processing;politics","Pakistan;biometric verification;democracy;elections;electronic voting machines system;hybrid EVM;political source;voting authenticity;voting security;voting transparency;voting verifiability","","","","","","","","24-26 Aug. 2016","","IEEE","IEEE Conference Publications"
"Remote access programs to better integrate individuals with disabilities","T. Hahn; H. Ur Rahman","Department of Information Science, University of Arkansas at Little Rock, 2801 S. University Ave., 72204, USA","2016 Research on Equity and Sustained Participation in Engineering, Computing, and Technology (RESPECT)","20170202","2016","","","1","2","There have been insurmountable obstacles for sharing instructions with disabled students but now they can be easily overcome by using the free programs TeamViewer in combination with Skype, Krut Computer Recorder and Zoomtext because they allow to transmit all instructional material in accessible format in real time from the lecture computer directly to the screen of the disabled student. Moreover, they allow for efficient one on one tutoring by allowing the visually impaired student to follow with Zoomtext without limiting the visual field of the online instructor. These programs can be used to extend computer lab hours and thus give more time to disabled students to complete their lab assignments. Logging remotely into the instructor's computer allows beaming lectures directly into the screen of visually impaired students. These programs can enhance online collaborations even for non disabled people and help to better integrate disabled people into an increasingly specialized and competitive workforce.","","Electronic:978-1-5090-3419-2; POD:978-1-5090-3420-8","10.1109/RESPECT.2016.7836176","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7836176","Accessibility;accommodation;all-inclusive design;collaboration;disability;e-learning;education;experience report;implementation;information transfer;integration;knowledge-;magnification;remote control;skills-;training;tutoring;virtual classroom;virtual computer labs;visual impairment;workforce diversification","Biomedical monitoring;Monitoring;Portable computers;Rocks;Telescopes;Visualization","computer science education;handicapped aids;intelligent tutoring systems;public domain software","Krut Computer Recorder;Skype;Zoomtext;disabilities;disabled people;disabled students;free programs TeamViewer;instructional material;online instructor;remote access programs;tutoring;visually impaired student","","","","","","","","11-13 Aug. 2016","","IEEE","IEEE Conference Publications"
"Making a teaching material repository accessible. An experience on an open source platform","F. J. Díaz; A. Schiavoni; A. P. Amadeo; D. Ray","Laboratorio de Investigaci&#x00F3;n en Nuevas Tecnolog&#x00ED;as Inform&#x00E1;ticas - LINTI, Facultad de Inform&#x00E1;tica - Universidad Nacional de La Plata, La Plata, Buenos Aires, Argentina","2016 XLII Latin American Computing Conference (CLEI)","20170126","2016","","","1","9","At the Computer Science School, in the National University of La Plata, they are being used a set of platforms that allow all systematize processes involved in academic administration and the underlying administrative tasks. In the LINTI, New Information Technologies Research Laboratory, it is being developed a project that involves the integration of the repository, implemented using DSpace, with different tools and platforms. Taking the original DSpace software as a basis, modifications were implemented that allowed its communication with Moodle LMS, the library management system called Meran, file management services like DropBox and GoogleDrive and the social network Facebook. Accessibility is a process that cuts across all software development stages, so the use of a free software product requires validation features and then to correct possible faults if it s necessary. This article describes the repository accessibility validation, considering the proper basic functions and the implemented extensions, the validation results and the changes that are necessary to carry out to ensure Web service accessibility.","","Electronic:978-1-5090-1633-4; POD:978-1-5090-1634-1","10.1109/CLEI.2016.7833379","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7833379","accesibilidad;recursos abiertos;repositorios digitales","Computer science;Education;Facebook;Google;Internet;Software;Videos","Internet;Web services;educational administrative data processing;file organisation;public domain software;software engineering;teaching","DSpace software;LINTI;Meran;Moodle LMS;National University of La Plata;Web service accessibility;academic administration;administrative tasks;computer science school;file management services;information technologies research laboratory;library management system;open source platform;repository accessibility validation;software development stages;teaching material repository accessible","","","","","","","","10-14 Oct. 2016","","IEEE","IEEE Conference Publications"
"Lecture improvement using students emotion assessment provided as SaS for teachers","P. Takáč; P. Sinčák; M. Mach","Technical University of Ko&#x0161;ice, Department of Cybernetics and Artificial Intelligence, Slovakia","2016 International Conference on Emerging eLearning Technologies and Applications (ICETA)","20170102","2016","","","347","351","The paper deals with the Cloud Based solution and experience using Microsoft Azure Emotion Assessment Software as a Service embedded for application for teachers. The project was also about testing an assessment on the selected database and accuracy this process was calculated. The paper report about the problems related to camera lighting and resolution of the audience. The testing Azure platform was very good in accessibility and upload of images for almost real-time processing. The further development of this research is leading to provide teachers an effective tool for feedback their audience attention during lecture which should be in correlation of teaching effectivity.","","Electronic:978-1-5090-4701-7; POD:978-1-5090-4702-4","10.1109/ICETA.2016.7802102","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7802102","","Atmospheric modeling;Clouds;Education;Emotion recognition;Face;Visualization","cloud computing;computer aided instruction;emotion recognition;image resolution;teaching","Microsoft Azure emotion assessment software as a service;SaaS;audience attention;camera lighting;camera resolution;cloud based solution;lecture improvement;real-time processing;teaching","","","","","","","","24-25 Nov. 2016","","IEEE","IEEE Conference Publications"
"Educadaisy Book Player design and evaluation","L. C. C. De Biase; L. Moraes; M. K. Zuffo; R. De Deus Lopes","LSI-TEC, S&#x00E3;o Paulo, Brazil","2016 IEEE International Symposium on Consumer Electronics (ISCE)","20161226","2016","","","23","24","The Educadaisy Book Player for mobile platforms developed for educational use is presented. The player architecture, compatible with Daisy3 (Digital Accessible Information System v.3) is presented and evaluated. The performance tests have shown its high efficiency, presenting features for Education, being inclusive for the visually impaired.","","Electronic:978-1-5090-1549-8; POD:978-1-5090-1550-4","10.1109/ISCE.2016.7797330","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7797330","Daisy3;accessibility;digital book","Androids;Computer architecture;Education;Humanoid robots;Navigation;Performance evaluation;Synchronization","computer aided instruction;electronic publishing;handicapped aids;mobile computing","Daisy3;digital accessible information system v.3;educadaisy book player;educational usage;mobile platforms;visually impaired","","","","","","","","28-30 Sept. 2016","","IEEE","IEEE Conference Publications"
"Knowledge Creation Using Artificial Intelligence: A Twin Approach to Improve Breast Screening Attendance","V. Baskaran; R. K. Bali; H. Arochena; R. N. G. Naguib; M. Wallis; M. Wheaton","research student, Biomedical Computing and Engineering Technologies Applied Research Group, Coventry University, Priory Street, Coventry, CV15FB, UK. phone: 44-2476-887047; fax: 44-2476-888585; e-mail: v.baskar@coventry.ac.uk","2006 International Conference of the IEEE Engineering in Medicine and Biology Society","20161215","2006","","","4070","4073","Knowledge management (KM) is rapidly becoming established as a core organizational element within the healthcare industry to assist in the delivery of better patient care. KM is a cyclical process which typically starts with knowledge creation (KC), progresses to knowledge sharing, knowledge accessibility and eventually results in new KC (in the same or a related domain). KC plays a significant role in KM as it creates the necessary ""seeds"" for propagating many more knowledge cycles. This paper addresses the potential of KC in the context of the UK's National Health Service (NHS) breast screening service. KC can be automated to a greater extent by embedding processes within an artificial intelligence (AI) based environment. The UK breast screening service is concerned about non-attendance and this paper discusses issues pertaining to increasing attendance","1557-170X;1557170X","CD:1-4244-003303; Paper:1-4244-0032-5","10.1109/IEMBS.2006.260645","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4462694","","Artificial intelligence;Biomedical computing;Biomedical engineering;Breast;Cities and towns;Education;Electronic mail;Hospitals;Medical services;USA Councils","diagnostic radiography;gynaecology;health care;knowledge engineering;knowledge management;mammography;medical diagnostic computing;patient care","UK National Health Service;artificial intelligence;breast screening attendance;healthcare industry;knowledge accessibility;knowledge creation;knowledge management;knowledge sharing;mammography;patient care","Artificial Intelligence;Breast Neoplasms;Female;Great Britain;Health Knowledge, Attitudes, Practice;Humans;Knowledge;Mass Screening;State Medicine","","","","","","","Aug. 30 2006-Sept. 3 2006","","IEEE","IEEE Conference Publications"
"Mobile serious game proposal for environmental awareness of children","E. P. S. Nunes; A. R. Luz; E. M. Lemos; C. Maciel; A. M. dos Anjos; L. C. L. F. Borges; C. Nunes","Laborat&#x00F3;rio de Ambientes Virtuais Interativos (LAVI) - Instituto de Computa&#x00E7;&#x00E3;o, Universidade Federal de Mato Grosso (UFMT), Cuiab&#x00E1;, Brazil","2016 IEEE Frontiers in Education Conference (FIE)","20161201","2016","","","1","8","One of the many difficulties faced in cities include the accumulation of waste in streets, sidewalks, public squares, causing major environmental problems. This is not only due to lack of public policies and urban infrastructure, but also lack of citizen participation. Given this scenario, there is a crucial need to educate the people, especially children, who represent the future of society. This study presents a mobile serious game proposal, called “Protecting the Earth”, about selective waste collection, recycling, reduction of waste production and waste reuse in different game stages with focuses in childish public. The methodology adopted included Systematic Review; application of Participatory Design methods, such as the Context Inquiry technique; specification of functional and non-functional requirements and the study of technologies appropriate for developing the project. Experiments were conducted with children aiming to assess the proposed tool's interface. The results obtained by means of usability testing with users showed the need for adjustments in the interface in order to achieve greater accessibility and user satisfaction, and were met immediately. The next step is to perform learning evaluation experiments in order to verify if the proposed serious game is collaborating to acquire user knowledge about the study object (Environmental Education).","","Electronic:978-1-5090-1790-4; POD:978-1-5090-1791-1","10.1109/FIE.2016.7757353","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7757353","Environmental Awareness of Children;Three-Dimensional Virtual Learning Environment;environmentally sustainable;serious game","Chemical elements;Education;Games;Mobile communication;Proposals;Recycling;Three-dimensional displays","environmental science computing;formal specification;mobile computing;serious games (computing)","Protecting the Earth;children environmental awareness;citizen participation;context inquiry technique;environmental education;environmental problem;functional requirement specification;learning evaluation experiment;mobile serious game proposal;participatory design method;public square;recycling;selective waste collection;sidewalk;systematic review;tool interface;urban infrastructure;usability testing;user satisfaction;waste accumulation;waste production reduction;waste reuse","","","","","","","","12-15 Oct. 2016","","IEEE","IEEE Conference Publications"
"Evaluation of the web accessibility of higher-education websites","P. Acosta-Vargas; S. Luján-Mora; L. Salvador-Ullauri","Facultad de Formaci&#x00F3;n General, Universidad de Las Am&#x00E9;ricas - UDLA, Quito, Ecuador","2016 15th International Conference on Information Technology Based Higher Education and Training (ITHET)","20161201","2016","","","1","6","This article describes a study to assess the accessibility of the contents concerning the websites of 20 universities from all around the world. The accessibility assessment was carried out to verify compliance with the Web Content Accessibility Guidelines 2.0 (WCAG 2.0) published by the World Wide Web Consortium (W3C). The main goal of this study is to determine if even people with disabilities can access and use websites of the universities with higher academic prestige. Besides, in our approach we also make use of the Website Accessibility Conformance Evaluation Methodology (WCAG-EM) is an approach for determining how well a website conforms to WCAG 2.0. The WCAG-EM provides a guidance on using the methodology and considerations for specific situations. From the results, we can conclude that the majority of the tested websites do not achieve an acceptable level of compliance. Universities with high academic prestige do not show a greater level of web accessibility. By performing the evaluation of university websites, we have identified that there are major barriers to a large number of users.","","Electronic:978-1-5090-0778-3; POD:978-1-5090-0779-0; USB:978-1-5090-0777-6","10.1109/ITHET.2016.7760703","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7760703","Disability;W3C;WCAG 2.0;Web content accessibility;ranking of universities;usability","Guidelines;Navigation;Robustness;Usability;W3C;Web pages","Internet;Web sites;computer aided instruction;educational institutions;further education","W3C;WCAG 2.0;WCAG-EM;Web accessibility;Web content accessibility guidelines 2.0;Web site accessibility conformance evaluation methodology;World Wide Web Consortium;higher education Web sites;universities","","","","","","","","8-10 Sept. 2016","","IEEE","IEEE Conference Publications"
"A smart phone application in improving healthy lifestyles and health outcomes for school-age children with asthma","C. T. Wu; Y. F. Tzeng; T. W. Ho; S. W. Chen; B. S. Gau; F. Lai; H. Y. Chiu","Graduate Institute of Biomedical Electronics and Bioinformatics, National Taiwan University, Taipei, Taiwan","2016 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining (ASONAM)","20161124","2016","","","1034","1037","Asthma is a complex multifactorial disease, increasing evidence shows that environmental and lifestyle factors may modify epigenetic mechanism of asthma development. Hence, the monitoring of asthma is essential for disease control and management. As mobile health technology has been widely applied in the prevention and management of health problem, smart phone applications (apps) providing social connection offer a potentially powerful approach to behavioral change through delivering convenient tailored intervention. However, there is limited evidence supporting apps can improve asthma self-management. Hence, the purposes of this study were to (1) develop an age-appropriate tailored KidsHealth app to improve healthy lifestyles for school-age children with asthma; (2) evaluate the feasibility and accessibility of interventions of the app; and (3) investigate the effectiveness of the app in improving healthy behaviors and outcomes for the users.","","Electronic:978-1-5090-2846-7; POD:978-1-5090-2847-4; USB:978-1-5090-2845-0","10.1109/ASONAM.2016.7752368","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7752368","asthma;healthy lifestyles;smart phone application","Diseases;Education;Mobile communication;Pediatrics;Smart phones;Social network services","health care;mobile computing;smart phones","KidsHealth app;apps;asthma development;asthma self-management;complex multifactorial disease;disease control;epigenetic mechanism;health outcomes;healthy behaviors;healthy lifestyles;mobile health technology;school-age children;smart phone applications","","","","","","","","18-21 Aug. 2016","","IEEE","IEEE Conference Publications"
"The production of a gamified Learning Object accessible to people with visual or hearing disabilities for teaching Geometry","G. de Souza Sombrio; L. E. Schimmelpfeng; V. R. Ulbricht","Engineering and Knowledge Management, Federal University of Santa Catarina, Florian&#x00F3;polis, Brazil","2016 XI Latin American Conference on Learning Objects and Technology (LACLO)","20161124","2016","","","1","10","The inclusion of people with disabilities in regular schools needs to be effective. Therefore, appropriated teaching methods, materials and capacitated teachers are indispensable factors. By using learning objects, it is necessary to ensure that they were built considering the needs of people with disabilities, which means the possibility of using accessibility resources. In this work, only visual and hearing disabilities were considered. The bibliographic review on Distance Education, gamification and accessibility has guided the construction of a gamified and accessible Learning Object for calculating the triangles' perimeter. As a result, the article brings the steps for building a LO, its navigation map and the description of the accessibility features that were used.","","Electronic:978-1-5090-6149-5; POD:978-1-5090-6150-1; USB:978-1-5090-6148-8","10.1109/LACLO.2016.7751787","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7751787","accessibity;gamification;learning object","Auditory system;Context;Education;Games;Guidelines;Media;Visualization","computer aided instruction;computer games;distance learning;geometry;handicapped aids;mathematics computing;teaching","distance education;gamification;gamified learning object production;geometry teaching;hearing disabilities;learning objects;regular schools;visual disabilities","","","","","","","","3-7 Oct. 2016","","IEEE","IEEE Conference Publications"
"Predicting Protein-DNA Binding Residues by Weightedly Combining Sequence-based Features and Boosting Multiple SVMs","J. Hu; Y. Li; M. Zhang; X. Yang; H. B. Shen; D. J. Yu","School of Computer Science and Engineering, Nanjing University of Science and Technology, 200 Xiaolingwei Road, Nanjing, 210094, China. (e&#8208;mail: junh","IEEE/ACM Transactions on Computational Biology and Bioinformatics","","2017","PP","99","1","1","Protein-DNA interactions are ubiquitous in a wide variety of biological processes. Correctly locating DNA-binding residues solely from protein sequences is an important but challenging task for protein function annotations and drug discovery, especially in the post-genomic era where large volumes of protein sequences have quickly accumulated. In this study, we report a new predictor, named TargetDNA, for targeting protein-DNA binding residues from primary sequences. TargetDNA uses a protein’s evolutionary information and its predicted solvent accessibility as two base features and employs a centered linear kernel alignment algorithm to learn the weights for weightedly combining the two features. Based on the weightedly combined feature, multiple initial predictors with SVM as classifiers are trained by applying a random under-sampling technique to the original dataset, the purpose of which is to cope with the severe imbalance phenomenon that exists between the number of DNA-binding and non-binding residues. The final ensembled predictor is obtained by boosting the multiple initially trained predictors. Experimental simulation results demonstrate that the proposed TargetDNA achieves a high prediction performance and outperforms many existing sequence-based protein-DNA binding residue predictors. The TargetDNA web server and datasets are freely available at http://csbio.njust.edu.cn/bioinf/TargetDNA/ for academic use.","1545-5963;15455963","","10.1109/TCBB.2016.2616469","Fundamental Research Funds for the Central Universities; The Six Top Talents of Jiangsu Province; the Open Project Program of Key Laboratory of Intelligent Perception and Systems for High-Dimensional Information of Ministry of Education; 10.13039/501100001809 - National Natural Science Foundation of China; 10.13039/501100003399 - Science and Technology Commission of Shanghai Municipality; 10.13039/501100004608 - Natural Science Foundation of Jiangsu Province; ","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7588168","Classifier ensemble;Feature weighting;Imbalance learning;Kernel alignment;Protein-DNA binding residues","Boosting;DNA;Kernel;Prediction algorithms;Proteins;Solvents;Training","","","","","","","","","20161011","","","IEEE","IEEE Early Access Articles"
"Analysis and review of apps and serious games on mobile devices intended for people with visual impairment","M. I. Torres-Carazo; M. J. Rodríguez-Fórtiz; M. V. Hurtado","ETSIIT, Dpt. LSI, University of Granada, Spain","2016 IEEE International Conference on Serious Games and Applications for Health (SeGAH)","20161010","2016","","","1","8","Serious games can be very useful for people with visual disabilities because they can help them to learn and discover the world, and also to perform activities of daily living. However apps repositories do not allow them to be easily found. Besides, most mobile devices or their apps are not accessible to people with a visual disability. Recently attention has focused on accessibility issues in this technology. This paper presents an analysis of 94 apps that have been specifically designed for people with visual disability or that could be used by them. The main characteristics of the apps will be examined in order to determine if could be considered as serious games and if they are suitable for users with visual impairments. We will encounter some difficulties in getting information about them because of current inappropriate classifications, unsuitable search terms and incomplete descriptions. Our objective is to improve their classification and therefore their searchability and their ability to make recommendations to users with visual impairment based on the user's profile and on information from their current context. We propose some changes aimed at apps repositories to improve search and classification.","","","10.1109/SeGAH.2016.7586263","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7586263","accessibility;app repositories;ontology;serious games;visual disability","Context;Education;Games;Google;Mobile handsets;Software;Visualization","handicapped aids;mobile handsets;serious games (computing)","apps repositories;mobile devices;serious games;user profile;visual impairment","","1","","","","","","11-13 May 2016","","IEEE","IEEE Conference Publications"
