"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Integrate cultures and beliefs into genealogy software for remote communities in Borneo","E. Mit; C. W. Shiang; M. A. Khairuddin; N. H. Borhan","Inst. of Social Informatics and Technological Innovations, Universiti Malaysia Sarawak, Kota Samarahan, Malaysia","2011 International Conference on User Science and Engineering (i-USEr )","20120213","2011","","","222","227","The biggest challenge to precisely model the remote communities cultures in Borneo is to elicit the reliable documentary sources or historical data, as almost of it is not recorded. This is partly due to the accessibility to education, ICT technologies and the development of infrastructure was a bit late by the remote communities in Borneo. Therefore, the possible source of historical data is through oral tradition, which is have limited trace only to several generations back. In order to preserve their cultures and beliefs, a thorough study on remote communities is required in order to present a precise software architecture that can represent their cultures and beliefs in digital form. This paper will discuss the elicitation process and techniques on remote community cultures which related to marriage process, including preparations, events and beliefs before and during the marriage ceremony. These cultures are integrated into a proposed architecture of genealogy software for remote communities. The proposed genealogy software not only accommodates basic information about individuals, including births, marriages, and deaths but the most important component is the culture behind every event for historical records. The idea of this research is not only to preserve genealogy data, but the cultural of minority ethnic group of remote community in Borneo in a new genealogy software, so that the culture will not be extinct.","","Electronic:978-1-4577-1655-3; POD:978-1-4577-1654-6","10.1109/iUSEr.2011.6150570","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6150570","UML;culture;formal VDM++;genealogy;remote communities;software","","history","ICT technologies;beliefs;cultures;elicitation process;genealogy software;historical data;historical records;marriage ceremony;oral tradition;remote communities","","1","","12","","","","Nov. 29 2011-Dec. 1 2011","","IEEE","IEEE Conference Publications"
"“Design for All in the Context of the Information Society”: Integration of a Specialist Course in a Generalist M.Sc. Program in Electrical and Electronics Engineering","J. I. Godino-Llorente; R. Fraile; J. C. Gonzalez de Sande; V. Osma-Ruiz; N. Saenz-Lechon","Dept. ICS, EUIT Telecomunicaci&#x00F3;n, Universidad Polit&#x00E9;cnica de Madrid, Madrid, Spain","IEEE Transactions on Education","20120202","2012","55","1","107","117","This paper describes an educational research experience that took place in the Electrical & Electronics Engineering Master's program offered at the Escuela Universitaria de Ingeniería Técnica de Telecomunicación, Universidad Politécnica de Madrid, Madrid, Spain. The focus is to provide details of the motivation behind and the design and subsequent evaluation of a course adapted to the European Higher Education Area titled “ Design for All in the Context of the Information Society.” This course may be useful for other engineering educators who design Master's programs and perform research on education in electrical and electronics engineering. The course contents are structured along four axes: disabilities, technical aids, accessibility, and recommendations of the standardization bodies. The results of four years of experience are presented. The course is evaluated according to accepted criteria, highlighting the course scope, pedagogic decisions, and relevance. Based on the analysis of program outcomes, some recommendations are made for undergraduate and postgraduate engineering education programs focusing on disability and technology .","0018-9359;00189359","","10.1109/TE.2011.2143714","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5762576","Design for all;European Higher Education Area (EHEA);Master's course;digital divide;the disable and technology","Education;Europe;Least squares approximation;Materials;Seminars;Senior citizens;Usability","educational courses;electronic engineering education;further education","Design for all in the context of the information society;European higher education area;Universidad Politecnica de Madrid;educational research experience;electrical and electronics engineering;generalist M.Sc. program;pedagogic decisions;postgraduate engineering education programs;specialist course;technical aids;undergraduate engineering education programs","","1","","41","","","20110505","Feb. 2012","","IEEE","IEEE Journals & Magazines"
"Strategic management system for academic world: Expert system based on composition of cloud computing and case based reasoning system","S. Kumar","Department of Information Technology, IIMT College of Engineering, Greater Noida, India","The 7th International Conference on Digital Content, Multimedia Technology and its Applications","20110912","2011","","","16","21","The presented work in this paper explores the relationship between Information Technology (IT) and Process Redesign (PR) in academic world. Existing processes for student's and faculties' vital data collection require a great deal of labor work to collect, input and analyze the information. These processes are usually slow and error prone, introducing a latency that prevents real-time data accessibility. We propose a solution to automate this process by using “documents” attached to existing faculty/ student datasheet that are inter-connected to exchange service. The proposal is based on the concepts of utility computing and cloud computing networks. The information becomes available in the “cloud” from where it can be processed by expert systems and/or distributed to administrative staff. The proof-of-concept design applies commodity computing integrated to legacy education devices, ensuring cost effectiveness and simple integration. In the presented paper, author suggests that IT also have a stronger role in software realization of an expert system. Author would like to assemble experts experience in our dumb box (Personal Computer) as knowledge base.","","Electronic:978-89-88678-47-3; POD:978-1-4577-0473-4","","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6016624","Cloud computing;academic;case based;expert system;management;process redesign;reasoning","Cloud computing;Cognition;Databases;Education;Expert systems;Organizations;Software","case-based reasoning;cloud computing;educational administrative data processing;expert systems;strategic planning","academic world;case based reasoning system;cloud computing;commodity computing;expert system;information technology;knowledge base;process redesign;strategic management system;utility computing","","0","","6","","","","16-18 Aug. 2011","","IEEE","IEEE Conference Publications"
"Technical, educational issues and challenges in ubiquitous learning","S. Kwon","Institute of Educational Technology 17 Haengdang-Dong, Seongdong-Gu, SEOUL, Korea","2011 International Conference on Pattern Analysis and Intelligence Robotics","20110804","2011","2","","183","183","Summary form only given. Along with the rapid development in ubiquitous computing featured by seamless and pervasive computing technology which utilizes new information and collaborative environment accelerated by web 2.0, education has undergone revolutionary changes in recent years giving rise to ubiquitous learning. To begin with, the characteristics of ubiquitous learning (u-learning), permanency, accessibility, immediacy, interactivity and situating of instructional activities is introduced in this presentation. Since u-learning heavily relies on ubiquitous computing technology (UCT), features and trends of UCT will be described. In addition, the impact that UCT can possibly bring on the future ubiquitous society is furthermore discussed. Apart from technical issues for u-learning, new questions can arise concerning what are desirable ways of u-learning. As a basic work in this direction, the vision and agendas of u-learning will be discussed in terms of two aspects: 1) building up better and higher level of learning environment supported by ubiquitous computing and 2) establishing a wholesome education community. Last but not least, key elements required for learners in u-learning era are proposed at the end of the presentation, which compose of six core capabilities: cognitive capability relational capability, emotional capability, adaptability, technology literacy and effective learning ability.","","Electronic:978-1-61284-406-0; POD:978-1-61284-407-7","10.1109/ICPAIR.2011.5976940","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5976940","","Buildings;Collaboration;Communities;Education;Pattern analysis;Robots;Ubiquitous computing","Internet;cognition;computer aided instruction;ubiquitous computing","UCT;Web 2.0;adaptability;cognitive capability;collaborative environment;educational issues;emotional capability;instructional activity;learning ability;learning environment;pervasive computing technology;relational capability;seamless computing technology;technology literacy;u-learning;ubiquitous computing technology;ubiquitous learning;ubiquitous society;wholesome education community","","0","","","","","","28-29 June 2011","","IEEE","IEEE Conference Publications"
"Notice of Retraction<BR>Development of a web accessibility model for visually-impaired students on Elearning websites","P. Prougestaporn","College of Internet Distance Education, Assumption University of Thailand, Srisakdi Charmonman IT Center, 9th floor., 88 Moo 8, K.M. 26 Bang Na-Trad Rd., Samutprakarn 10540, Thailand","2010 International Conference on Educational and Network Technology","20100729","2010","","","20","24","Notice of Retraction<BR><BR>After careful and considered review of the content of this paper by a duly constituted expert committee, this paper has been found to be in violation of IEEE's Publication Principles.<BR><BR>We hereby retract the content of this paper. Reasonable effort should be made to remove all past references to this paper.<BR><BR>The presenting author of this paper has the option to appeal this decision by contacting TPII@ieee.org.<BR><BR>ELearning websites is the advance developed tool which will generate new era of education under the concept of anyone can study in anywhere at anytime, and is well enable visually-impaired students to access more materials and work more independently than the using of traditional method. However, not all information and activities posted were appropriately accessible with adaptive technology used by general visually-impaired students. So, all eLearning websites should be focused on the issue of web accessibility to facilitate visually-impaired students to effectively access. This paper therefore are done to investigate existing concepts and tools of web accessibility for eLearning, and to propose the web accessibility model support visually-impaired students in eLearning. The methodology is used in this paper were to review the secondary data and conduct survey research through visually-impaired students and experts. The model of web accessibility proposed to support visually-impaired students on eLearning website called WAVIP model which consisted of four components: web content, web browsers, assistive technology, and authoring tools.","","Electronic:978-1-4244-7662-6; POD:978-1-4244-7660-2","10.1109/ICENT.2010.5532117","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5532117","eLearning;online education;visually-impaired people;web accessibility model","Appropriate technology;Distance learning;Educational institutions;Educational technology;Electronic learning;Electronic mail;IP networks;Information resources;Law;Legal factors","Web sites;computer aided instruction;handicapped aids","WAVIP model;Web accessibility model;assistive technology component;authoring tools component;e-learning Websites;visually-impaired students;web browsers component;web content component","","3","","13","","","","25-27 June 2010","","IEEE","IEEE Conference Publications"
"Remote Fruition of Architectures: R&D and Training Experiences","A. Lerario; N. Maiellaro; M. Zonno","ITC - Constr. Technol. Inst., Nat. Res. Council of Italy, Bari, Italy","2010 Second International Conferences on Advances in Multimedia","20100701","2010","","","49","54","Remote fruition of architectures can be enhanced by using virtual tours more effectively. This technology suffers from a lack of information about context and objects, our user-centered approach described in this paper attempt to make progress in this direction to deliver virtual tours as a powerful, active learning tool to enhance understanding of monuments and sites, especially those with limited physical accessibility. First, a description of the basic principles, goals and methodological approach is presented. After a reflection on the potentiality of multimedia, web technologies and hypermedia in cultural heritage promotion, an experience in education & training is described in detail, focusing on technologies, learning approach and final products of the course programme. First results of a work in progress - capacity building in Srebrenica, Bosnia - close the paper.","","Electronic:978-1-4244-7278-9; POD:978-1-4244-7277-2","10.1109/MMEDIA.2010.38","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5501604","Virtual Tour;WebGIS","Artificial satellites;Mathematical analysis;Orbital calculations;Orbits;Satellite constellations;Satellite ground stations;Satellite navigation systems;Space stations;Space vehicles;Statistics","Internet;computer aided instruction;geographic information systems;multimedia computing;virtual reality","Web technology;active learning tool;cultural heritage promotion;multimedia;user-centered approach;virtual tour","","0","","9","","","","13-19 June 2010","","IEEE","IEEE Conference Publications"
"Notice of Retraction<BR>A research on urban spatial morphology and land use type based on space syntax: A case study on Lujiazui functional area of Shanghai","Shouyi Lin; Qi Shen; Jianhua Xu; Yang Yang","The Research Center for East-West Cooperation in China, East China Normal University, 200062, Shanghai, China","2010 2nd International Conference on Computer Engineering and Technology","20100617","2010","1","","V1-69","V1-73","Notice of Retraction<BR><BR>After careful and considered review of the content of this paper by a duly constituted expert committee, this paper has been found to be in violation of IEEE's Publication Principles.<BR><BR>We hereby retract the content of this paper. Reasonable effort should be made to remove all past references to this paper.<BR><BR>The presenting author of this paper has the option to appeal this decision by contacting TPII@ieee.org.<BR><BR>Space syntax theory has been applied to urban research in many aspects, but many remain a simple understanding of the city morphology, lacking in-depth analysis of syntactic parameters. Using Space syntax theory, Geographic information system (GIS) technology and Geo-statistical methods, this paper deeply analyzed the spatial morphology of Lujiazui functional area, and explained the relationship among road network, people flow and land use type. Major findings are as follows: In Lujiazui functional area, with Century Avenue as the principal axis, the area of high global integration roads is wide and its distribution presents a multi-polar development model. In the Finance and Trade Zone, a unipolar development mode was presented, the global integration value is low, and viewpoint movement is particularly important for spatial cognition. Nearly 85% of the road accessibility is good, so the transmission of people, logistics and information flow is convenient; the entire road network is conducive to the coordinated development of commercial, residential, education, industry and other land use types, and there is still room for improvement.","","Electronic:978-1-4244-6349-7; POD:978-1-4244-6347-3","10.1109/ICCET.2010.5486300","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5486300","land use type;road network;space syntax;urban spatial morphology","Cities and towns;Finance;Geographic Information Systems;Land use planning;Morphology;Pattern analysis;Roads;Space technology;Telecommunication traffic;Urban planning","geographic information systems;statistical analysis","GIS;Lujiazui functional area;geographic information system;geostatistical methods;land use type;space syntax theory;syntactic parameters;urban spatial morphology research","","0","","18","","","","16-18 April 2010","","IEEE","IEEE Conference Publications"
"E-government adoption in the Hashemite Kingdom of Jordan: Factors from social perspectives","M. K. Alomari; K. Sandhu; P. Woods","Griffith University, Australia","2009 International Conference for Internet Technology and Secured Transactions, (ICITST)","20100129","2009","","","1","7","The Hashemite Kingdom of Jordan provides an example of a nation improving global competitiveness through development of strong Information Communication Technology (ICT) with the aim of becoming a knowledge based country and a regional Information Technology (IT) centre. E-government is an important part of this strategy, however there appears to be a lack of understanding of the social factors that may influence citizens' intention to use e-government. This paper makes a contribution in examining these factors through a literature search and questionnaire and data collected from 400 Jordanian participants. The research explores four different social factors: trust in terms of the security and privacy and trust in government, attitudes and beliefs, education, and accessibility. This research uses exploratory factor analysis to identify the main factors that may influence e-government adoption in Jordan.","","Electronic:978-1-4244-5648-2; POD:978-1-4244-5647-5","10.1109/ICITST.2009.5402528","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5402528","","Business;Communications technology;Electronic government;Humans;Privacy;Security;Social factors;Technological innovation;Web and internet services;Web pages","government data processing;social aspects of automation","Jordan;e-government adoption;information communication technology","","2","","37","","","","9-12 Nov. 2009","","IEEE","IEEE Conference Publications"
"A generic architecture for agent based E-learning system","K. Sakthiyavathi; K. Palanivel","Department of Computer Science, Pondicherry University, Puducherry, India","2009 International Conference on Intelligent Agent & Multi-Agent Systems","20090901","2009","","","1","5","E-learning refers to the way by which the learning content is provided by means of electronic technology. E-learning system is classified as either synchronous or asynchronous. It is the effective learning process so that the Web-based learning system has become a promising paradigm in education. Agent based E-learning can manage the information overload, serve as academic experts, and create programming environments for the learners. There are several characteristics specific to E-learning system such as Interaction, Personalization, Adaptation, Intelligence, Interoperability, Accessibility and Security. Agent based architecture for E-learning system provides the above mentioned features to support instructional design, to retrieve relevant learning materials, to process and analyze data to enable meaningful E-learning recommendations to instructors and learners. But most of the existing E-learning architectures doesn't consider all the features in a single system. So there is a need for a generic architecture that should support all the features to make the E-learning system more efficient. In this paper, we provide a generic architecture for E-learning system. This architecture considers interactivity, personalization, adaptation, interoperability, collaboration, security to enhance the quality of learning process.","","POD:978-1-4244-4710-7","10.1109/IAMA.2009.5228089","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5228089","Agent based learning;E-learning;Generic Architecture;Intelligent Tutoring System;Software Agents","Data analysis;Data security;Educational programs;Electronic learning;Environmental management;Information management;Information retrieval;Information security;Learning systems;Programming environments","computer aided instruction;software agents;software architecture","E-learning recommendations;Web-based learning system;agent based e-learning system;electronic technology;generic architecture;information overload;instructional design;learning content;learning materials;software collaboration;software interoperability;software personalization;software quality;software security","","6","","21","","","","22-24 July 2009","","IEEE","IEEE Conference Publications"
"Invited Paper: Next Generation of Applied Internet Technologies in E-manufacturing","E. Babulak","Fairleigh Dickinson Univ., Vancouver, BC","2009 11th International Conference on Computer Modelling and Simulation","20090526","2009","","","386","390","In the last decade we have been witnessing a new revolution in information processing and information accessibility via Internet. The evolution of Information Technologies (IT) and personal digital technologies has important impact on automation and manufacturing industry. The IT has become essential component of operational, control and business processes in everyonepsilas life worldwide. In the area of Real Estate the modern smart houses are now being built enabling owners to change window tints, turn on music, control thermostats, regulate sprinklers, monitor security, and open the front door from their cars. In the medical field the impact of IT is most significant in the area of patientpsilas remote monitoring, medication administration and diagnosis control. Wearable computers, such as small wristwatch devices enable to check temperatures, news headlines, personal messages, and personal planners. Modern handheld devices, mobile phones, cameras, TVs, and personal computers are converging into single mobile and computational device. In the field of education, most of the colleges are implementing wireless campus enabling students to monitor their course content and working on collaborative projects. Current Precision CNC Lathes and Mills SmartCut II Series are not only a cutting device but a fully computerized and interconnected apparatus controlled remotely via mobile handheld device with wireless link. SmartCut was designed for growing companies evolving from manual lathe operations to CNC and more sophisticated users who would like a simple, easy to use machine. The Fagor 8055TC control is equipped with multiple ports for connection to off-line programming systems for more advanced users. The combination of these control features and hand wheels enable you to use a single machine for one-off or prototype production; in a semi-automatic mode for small production lots; and in its fully automatic mode for medium length production runs. The author discusses the c- urrent state of the art and future trend of IT for the 21st century in automation and manufacturing industry as well as in education and public sectors.","","POD:978-1-4244-3771-9","10.1109/UKSIM.2009.86","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4809796","Information technology;automation;cnc machines;evolution;future trends;manufacturing;medical diagnostic","Automatic control;Computerized monitoring;Handheld computers;Internet;Manufacturing automation;Manufacturing industries;Paper technology;Production;Remote monitoring;Special issues and sections","Internet;automation;computer aided instruction;computerised numerical control;manufacturing industries","Fagor 8055TC control;Internet;Mills SmartCut II Series;Precision CNC Lathes;automation;e-manufacturing;education;information accessibility;information processing;information technologies;manufacturing industry;off-line programming systems;personal digital technologies;public sectors","","0","","17","","","","25-27 March 2009","","IEEE","IEEE Conference Publications"
"ICT research in the framework programme: Results, trends and prospects on networks and media","L. Rodriguez-Rosello","Unit Networked Media Systems, DG Information Society & Media, European Commission, Belgium","2008 IEEE International Conference on Automation, Quality and Testing, Robotics","20080805","2008","1","","37","40","ICT continues to be at the core of the EU policies to achieve the goals of growth and competitiveness as set out in the Lisbon agenda and in the ensuing i2010 initiative, the Master Plan for ICT in Europe, i2010 aims at responding to all dimensions concerned by ICT: economic, in terms of new business opportunities in a global market; social, addressing issues such as accessibility, health and education; and industrial. The creation of a single European information space ensuring interoperability of services and access to media is an essential element of this initiative and this has to be underpinned by a world class R&D at European scale. Therefore innovation and investment in research is needed so as to realise the so called @quot;Fifth Freedom@quot; -the freedom of circulation of knowledge-, in which ICT technologies will play a key role. The ambition is to get a world class R&D boosting innovation in ICT in Europe. Alto gether there is more than 9.2Beuro earmarked for the above research for the whole duration of the Seventh Framework Programme (2007-2013), mirroring the importance attributed to ICT by the EU.","","CD-ROM:978-1-4244-2577-8; POD:978-1-4244-2576-1","10.1109/AQTR.2008.4588701","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4588701","","3G mobile communication;Broadcast technology;Collaboration;Digital video broadcasting;Europe;GSM;Industrial economics;Research and development;TV broadcasting;Technological innovation","legislation;research and development;social aspects of automation","EU policies;ICT research;business opportunities;economic;education;framework programme;health;i2010 initiative;industrial;single European information space;social;world class R&D","","0","","","","","","22-25 May 2008","","IEEE","IEEE Conference Publications"
"E-Accessibility","S. Al sayed","Afak Al-Rouh (Non Government Organization), Damascus-Syria. Tel: +963-11-523-9145, Mobile: +963-944-436908, Email: Samia.sayed@yahoo.com","2008 3rd International Conference on Information and Communication Technologies: From Theory to Applications","20080523","2008","","","1","6","People with disabilities are parts of the development agenda. Those persons face lots of geographical and social barriers. Here come the needs to find alternative solutions, which can use the ICT (information & telecommunications technology) to meet the access and service needs for PWDs. This article focuses in one hand, on accessible design (or design for all) by using technical standards, adaptive hardware and software, and multi-modality architecture. On the other hand, it discusses the availability due to the lack of an ICT infrastructure in the developing countries, and the affordability as PWDs live in vulnerable situation due to exclusion from education, employment and health care systems. The main aim is to facilitate accessibility of ICTs for all, and how to bring about necessary conditions for PWDs to enjoy the same opportunities in life by creating global awareness on the importance of accessible ICT as means of economic and social integration, to bridge the digital divide and provide equal access to all, and to serve as a medium to exercise fundamental rights. These objectives can be accomplished by using appropriate educational and administrative infrastructure, encouraging the design of ICT equipment production, promoting the development of technologies, encouraging the research on the information society including innovative forms of networking, and by adapting ICT infrastructure, tools, and applications.","","CD-ROM:978-1-4244-1752-0; POD:978-1-4244-1751-3","10.1109/ICTTA.2008.4529928","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4529928","Assistive technologies;Information & Telecommunications Technology;People with disabilities","Computer architecture;Employment;Government;Hardware;Medical services;Operating systems;Search engines;Software standards;Speech recognition;Speech synthesis","Internet;handicapped aids","administrative infrastructure;assistive technology;e-accessibility;educational infrastructure;information society;multi-modality architecture;people with disabilities","","0","","10","","","","7-11 April 2008","","IEEE","IEEE Conference Publications"
"BELEARNING: Designing accessible eLearning applications","H. Vieritz; O. Pfeiffer; S. Jeschke","Berlin University of Technology, MuLF - Center for Multimedia in Education and Research, Germany","2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports","20080104","2007","","","S3D-1","S3D-6","Flexibility and adaptivity are two of the outstanding characteristics of new media and new technologies in learning, teaching and research. These qualities allow new methods to provide physically challenged people with appropriate education. Accessibility of Web applications is typically focused on the perception and control of information. In contrast, the transfer of knowledge as complex information includes further issues of pedagogic and cognitive psychology. In this paper, the concept of mental models is presented to meet the requirements of Web-based teaching and learning. Based on recent approaches for model-based Web application development the BeLearning concept demonstrates the integration of mental models into the design process of accessible eLearning environments.","0190-5848;01905848","CD-ROM:978-1-4244-1084-2; POD:978-1-4244-1083-5","10.1109/FIE.2007.4417985","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4417985","Web engineering;accessibility;mental model;model-based development","Application software;Cognitive science;Distributed computing;Education;Educational technology;Electronic learning;Guidelines;Navigation;Process design;Psychology","Internet;computer aided instruction","BeLearning;Web applications;Web-based teaching;accessible eLearning applications;cognitive psychology;mental models","","1","","20","","","","10-13 Oct. 2007","","IEEE","IEEE Conference Publications"
"An E-Learning Environment for Nontraditional Students with Sight Disabilities","A. Drigas; L. Koukianakis; Y. Papagerasimou","Net Media Lab of N.C.S.R. "Demokritos", Agia Paraskevi, 153 10, Athens, Greece. dr@imm.demokritos.gr","Proceedings. Frontiers in Education. 36th Annual Conference","20070305","2006","","","23","27","ICTs and e-learning technologies have been exploited thoroughly, in an effort to improve the education procedures and techniques and ensure that nontraditional students (disabled students, distance students and sensitive social groups), gain equal access to information, knowledge, education and employment. This paper presents a multi-purpose e-environment for educative and informative services in the domain of engineering education for students with visual impairments. This e-environment can be used for actions that support online e-classes as well as e-activities that belong within the domains of lifelong training and distance learning. It was built aiming at smoothing the handicaps of the visually impaired students, enhancing their skills and covering both their special personal and communicative needs, mainly by redirecting the information through other sensory routes. Special ""Assistive Technology"" was used and the principles of ""Design for All"" and ""Universal Accessibility"" were followed, in order to produce a user-friendly and easily navigable environment for this nontraditional group of students in engineering education","0190-5848;01905848","CD-ROM:1-4244-0257-3; POD:1-4244-0256-5","10.1109/FIE.2006.322633","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4117050","Assistive technology;Audio navigation;Design for all;Visual impairments","Computer aided instruction;Deafness;Educational technology;Electronic learning;Employment;Engineering education;Navigation;Smoothing methods;Videos;Web and internet services","computer aided instruction;distance learning;engineering education;handicapped aids","assistive technology;audio navigation;distance learning;e-activities;e-learning;educative service;engineering education;informative service;lifelong training;multipurpose e-environment;nontraditional students;sight disabilities;visual impairment","","6","","15","","","","27-31 Oct. 2006","","IEEE","IEEE Conference Publications"
"School-level ICT Adoption Factors in the Western Cape Schools","L. Miller; M. Naidoo; J. P. van Belle; W. Chigona","University of Cape Town, South Africa","Fourth IEEE International Workshop on Technology for Education in Developing Countries (TEDC'06)","20060724","2006","","","57","61","The ramifications of using information and communication technology (ICT) in education may be the answer to alleviating the educational crisis that South Africa is experiencing. However, the factors that will create a high level of adoption of ICTs in the country's schools haven't been studied, making research in this area vital for project success and sustainability. This project attempts to identify the critical success factors related to ICT interventions in Western Cape schools. In this study the theory of planned behaviour model is used to gain an understanding of decision making processes with regard to ICT use in education. Analysis of the data reveals at school level adoption is affected by availability and accessibility of ICT resources, efficiency of technical support and the influence (attitude) of education leaders","","POD:0-7695-2633-0","10.1109/TEDC.2006.24","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1648410","","Africa;Communications technology;Computer science education;Costs;Educational institutions;Educational technology;Information systems;Personal digital assistants;TV;Telecommunication computing","educational institutions;educational technology","Western Cape schools;communication technology;information technology;planned behaviour theory;school-level ICT adoption factors","","1","","13","","","","10-12 July 2006","","IEEE","IEEE Conference Publications"
"Establishing a rural telehealth project: the Wyoming network for telehealth","R. E. Gantenbein; F. Cadez; B. H. Stamm","Center for Rural Health Res. & Educ., Wyoming Univ., Laramie, WY, USA","The 26th Annual International Conference of the IEEE Engineering in Medicine and Biology Society","20050314","2004","2","","3089","3092","The State of Wyoming, USA, is developing a series of demonstration projects on the use of telehealth technology to improve health care accessibility and quality in a frontier region. The Wyoming Network for Telehealth (WyNETTE) will focus on increasing the awareness and usage of technology for patient care, professional education, and informatics resources. The project objectives will include enhancing information access for practitioners and creating links between community health centers, public health offices, and state health officials. The need for this project was established through a number of community-oriented data collections, including a statewide survey of health care providers on the topic of using technology to improve delivery of health care survey in the state. The research showed a general lack of awareness of or experience with telehealth in the state. Nonetheless, there was considerable interest in developing partnerships to support a network of telehealth services. This paper will present the results of this data collection and how they are being used to guide the development of the WyNETTE project.","","POD:0-7803-8439-3","10.1109/IEMBS.2004.1403873","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1403873","Health care information technology;system engineering;telehealth","Biomedical informatics;Design engineering;Economies of scale;Educational programs;Educational technology;Geography;Information technology;Medical services;Public healthcare;Systems engineering and theory","biomedical education;health care;medical information systems;patient care;telecommunication networks;telemedicine","WyNETTE project;Wyoming network;community health center;health care survey;informatics resource;information technology;patient care;professional education;public health office;rural telehealth project;state health official;system engineering","","0","","8","","","","1-5 Sept. 2004","","IEEE","IEEE Conference Publications"
"The future of information networks and distributed applications","H. Meleis","Adv. Technol. Program, Nat. Inst. of Stand. & Technol., Gaithersburg, MD, USA","Proceedings ISADS 95. Second International Symposium on Autonomous Decentralized Systems","20020806","1995","","","144","152","Information and telecommunications service are a critical and important component of the global economy; expertise in this domain gives a competitive advantage in the global marketplace. The guiding vision for information networks is a system which enables users to access all the information they need, when they need it, and where they need it. For this vision to become reality and revolutionize the way we conduct our daily lives and business, network technology, user accessibility and content handling tools must be developed in an integrated fashion. Operations and management functions must be developed and tested in order to achieve reliable operation of the infrastructure, manage the information appliances, and maintain quality of services along with the necessary privacy and security. Lack of a common user interface could turn the vision of an information services network into a catastrophic nightmare with users unable or unwilling to use new services and products. As a final point, if is clear that video will play a dominant role in most applications and will fuel the growth of a service market which includes entertainment, health care, education, commerce, and manufacturing","","POD:0-8186-7087-8","10.1109/ISADS.1995.398967","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=398967","","Home appliances;Information management;Information security;Maintenance;Privacy;Quality management;Quality of service;Telecommunication services;Testing;User interfaces","human factors;information services;socio-economic effects;technological forecasting;wide area networks","business;common user interface;competitive advantage;content handling tools;daily lives;distributed applications;entertainment;global economy;global marketplace;information appliances;information networks;information services network;management functions;network technology;reliable operation;security;service market;telecommunications service;user accessibility;video","","2","2","45","","","","25-27 Apr 1995","25 Apr 1995-27 Apr 1995","IEEE","IEEE Conference Publications"
