"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","961639","Mary-Angela  Papalaskari","","","","Peer Evaluation in an Algorithms Course","274--274","","1","algorithms, computer science education, documentation, peer evaluation","10.1145/961290.961639","SIGCSE Bull.","September 2003","35","3","","June","2003","0097-8418","","","","","","ACM","New York, NY, USA"
"article","961639","Mary-Angela  Papalaskari","","","","Peer Evaluation in an Algorithms Course","274--274","","1","algorithms, computer science education, documentation, peer evaluation","10.1145/961511.961639","","","","","","","2003","","Proceedings of the 8th Annual Conference on Innovation and Technology in Computer Science Education","ITiCSE '03","","1-58113-672-2","Thessaloniki, Greece","ACM","New York, NY, USA"
"article","1121470","Pauli  Byckling and Jorma  Sajaniemi","","","","Roles of Variables and Programming Skills Improvement","413--417","","5","computer science education, roles of variables","10.1145/1121341.1121470","","","","","","","2006","","Proceedings of the 37th SIGCSE Technical Symposium on Computer Science Education","SIGCSE '06","","1-59593-259-3","Houston, Texas, USA","ACM","New York, NY, USA"
"article","1121470","Pauli  Byckling and Jorma  Sajaniemi","","","","Roles of Variables and Programming Skills Improvement","413--417","","5","computer science education, roles of variables","10.1145/1124706.1121470","SIGCSE Bull.","March 2006","38","1","","March","2006","0097-8418","","","","","","ACM","New York, NY, USA"
"article","2807706","David C. Webb and Susan B. Miller","","","","Gender Analysis of a Large Scale Survey of Middle Grades Students' Conceptions of Computer Science Education","1--8","","8","Computer science education, gender, student dispositions","10.1145/2807565.2807706","","","","","","","2015","","Proceedings of the Third Conference on GenderIT","GenderIT '15","","978-1-4503-3596-6","Philadelphia, PA, USA","ACM","New York, NY, USA"
"article","1562953","Nicole  Anderson and Chi-Cheng  Lin","","","","Exploring Technologies for Building Collaborative Learning Communities Among Diverse Student Populations","243--247","","5","collaborative learning communities, computer science education","10.1145/1595496.1562953","SIGCSE Bull.","September 2009","41","3","","July","2009","0097-8418","","","","","","ACM","New York, NY, USA"
"article","1562953","Nicole  Anderson and Chi-Cheng  Lin","","","","Exploring Technologies for Building Collaborative Learning Communities Among Diverse Student Populations","243--247","","5","collaborative learning communities, computer science education","10.1145/1562877.1562953","","","","","","","2009","","Proceedings of the 14th Annual ACM SIGCSE Conference on Innovation and Technology in Computer Science Education","ITiCSE '09","","978-1-60558-381-5","Paris, France","ACM","New York, NY, USA"
"article","971343","Eric  Roberts","","","","The Dream of a Common Language: The Search for Simplicity and Stability in Computer Science Education","115--119","","5","CS1, Java, computer science education, teaching libraries","10.1145/971300.971343","","","","","","","2004","","Proceedings of the 35th SIGCSE Technical Symposium on Computer Science Education","SIGCSE '04","","1-58113-798-2","Norfolk, Virginia, USA","ACM","New York, NY, USA"
"article","971343","Eric  Roberts","","","","The Dream of a Common Language: The Search for Simplicity and Stability in Computer Science Education","115--119","","5","CS1, Java, computer science education, teaching libraries","10.1145/1028174.971343","SIGCSE Bull.","March 2004","36","1","","March","2004","0097-8418","","","","","","ACM","New York, NY, USA"
"article","1189166","Jeffrey A. Stone","","","","Using a Machine Language Simulator to Teach CS1 Concepts","43--45","","3","C++, CS1, computer science education, pedagogy, simulation","10.1145/1189136.1189166","SIGCSE Bull.","December 2006","38","4","","June","2006","0097-8418","","","","","","ACM","New York, NY, USA"
"article","1189166","Jeffrey A. Stone","","","","Using a Machine Language Simulator to Teach CS1 Concepts","43--45","","3","C++, CS1, computer science education, pedagogy, simulation","10.1145/1189215.1189166","","","","","","","2006","","Working Group Reports on ITiCSE on Innovation and Technology in Computer Science Education","ITiCSE-WGR '06","","1-59593-603-3","Bologna, Italy","ACM","New York, NY, USA"
"article","305886","David  Finkel and Isabel F. Cruz","","","","Webware: A Course About the Web","107--110","","4","Computer Science Education, World-Wide Web","10.1145/305786.305886","","","","","","","1999","","Proceedings of the 4th Annual SIGCSE/SIGCUE ITiCSE Conference on Innovation and Technology in Computer Science Education","ITiCSE '99","","1-58113-087-2","Cracow, Poland","ACM","New York, NY, USA"
"article","305886","David  Finkel and Isabel F. Cruz","","","","Webware: A Course About the Web","107--110","","4","Computer Science Education, World-Wide Web","10.1145/384267.305886","SIGCSE Bull.","Sept. 1999","31","3","","June","1999","0097-8418","","","","","","ACM","New York, NY, USA"
"article","1083470","Lisa M. Olivieri","","","","High School Environments and Girls' Interest in Computer Science","85--88","","4","computer science, education, single-sex schools, women","10.1145/1083431.1083470","SIGCSE Bull.","June 2005","37","2","","June","2005","0097-8418","","","","","","ACM","New York, NY, USA"
"article","1999753","J. &#193;ngel Vel&#225;zquez-Iturbide","","","","The Design and Coding of Greedy Algorithms Revisited","8--12","","5","algorithms, computer science education, greedy algorithms","10.1145/1999747.1999753","","","","","","","2011","","Proceedings of the 16th Annual Joint Conference on Innovation and Technology in Computer Science Education","ITiCSE '11","","978-1-4503-0697-3","Darmstadt, Germany","ACM","New York, NY, USA"
"article","2899440","Jianxiong  Gao and Bei  Pang and Steven S. Lumetta","","","","Automated Feedback Framework for Introductory Programming Courses","53--58","","6","auto grader, computer science education, concolic testing","10.1145/2899415.2899440","","","","","","","2016","","Proceedings of the 2016 ACM Conference on Innovation and Technology in Computer Science Education","ITiCSE '16","","978-1-4503-4231-5","Arequipa, Peru","ACM","New York, NY, USA"
"article","1140196","Jacob  Perrenet and Eric  Kaasenbrood","","","","Levels of Abstraction in Students' Understanding of the Concept of Algorithm: The Qualitative Perspective","270--274","","5","abstraction, computer science education, research methods","10.1145/1140123.1140196","SIGCSE Bull.","September 2006","38","3","","June","2006","0097-8418","","","","","","ACM","New York, NY, USA"
"article","1140196","Jacob  Perrenet and Eric  Kaasenbrood","","","","Levels of Abstraction in Students' Understanding of the Concept of Algorithm: The Qualitative Perspective","270--274","","5","abstraction, computer science education, research methods","10.1145/1140124.1140196","","","","","","","2006","","Proceedings of the 11th Annual SIGCSE Conference on Innovation and Technology in Computer Science Education","ITICSE '06","","1-59593-055-8","Bologna, Italy","ACM","New York, NY, USA"
"article","1593223","Wanda  Eugene and Juan E. Gilbert","","","","C-PAL: Cultural-based Programming for Adult Learners","450--453","","4","andragogy, computer science education, culture, ethnocomputing, programming","10.1145/1593105.1593223","","","","","","","2008","","Proceedings of the 46th Annual Southeast Regional Conference on XX","ACM-SE 46","","978-1-60558-105-7","Auburn, Alabama","ACM","New York, NY, USA"
"article","359899","A. A. Lopez and Robert  Raymond and Robert  Tardiff","","","","A Survey of Computer Science Offerings in Small Liberal Arts Colleges","902--906","","5","computer science, curricula, education, small colleges","10.1145/359897.359899","Commun. ACM","Dec. 1977","20","12","","December","1977","0001-0782","","","","","","ACM","New York, NY, USA"
"article","2157240","Tim  Bell and Peter  Andreae and Anthony  Robins","","","","Computer Science in NZ High Schools: The First Year of the New Standards","343--348","","6","computer science education, curriculum, high school, teachers","10.1145/2157136.2157240","","","","","","","2012","","Proceedings of the 43rd ACM Technical Symposium on Computer Science Education","SIGCSE '12","","978-1-4503-1098-7","Raleigh, North Carolina, USA","ACM","New York, NY, USA"
"article","2677336","Daniel D. Garcia and Eric  Allatta and Manuel  P&#233;rez-Qui&#241;ones and Jeff  Solin","","","","Technology We Can'T Live Without!","597--598","","2","computer science education, technology and teaching","10.1145/2676723.2677336","","","","","","","2015","","Proceedings of the 46th ACM Technical Symposium on Computer Science Education","SIGCSE '15","","978-1-4503-2966-8","Kansas City, Missouri, USA","ACM","New York, NY, USA"
"article","2538870","Daniel D. Garcia and Baker  Franke and Stephanie  Hoeppner and Josh  Paley","","","","Teaching Tips We Wish They'D Told Us Before We Started: High School Edition","463--464","","2","computer science education, high school, teaching tips","10.1145/2538862.2538870","","","","","","","2014","","Proceedings of the 45th ACM Technical Symposium on Computer Science Education","SIGCSE '14","","978-1-4503-2605-6","Atlanta, Georgia, USA","ACM","New York, NY, USA"
"article","1721953","Judith  Gal-Ezer and Chris  Stephenson","","","","Computer Science Teacher Preparation is Critical","61--66","","6","computer science education, secondary level, teacher certification","10.1145/1721933.1721953","ACM Inroads","March 2010","1","1","","March","2010","2153-2184","","","","","","ACM","New York, NY, USA"
"article","3141906","Timo  Hynninen and Antti  Knutas and Jussi  Kasurinen","","","","Plagiarism Networks: Finding Instances of Copied Answers in an Online Introductory Programming Environment","187--188","","2","CS1, computer science education, online exercises, plagiarism","10.1145/3141880.3141906","","","","","","","2017","","Proceedings of the 17th Koli Calling Conference on Computing Education Research","Koli Calling '17","","978-1-4503-5301-4","Koli, Finland","ACM","New York, NY, USA"
"article","2538949","Philip Sheridan Buffum and Allison G. Martinez-Arocho and Megan Hardy Frankosky and Fernando J. Rodriguez and Eric N. Wiebe and Kristy Elizabeth Boyer","","","","CS Principles Goes to Middle School: Learning How to Teach Big Data","151--156","","6","big data, computer science education, middle school","10.1145/2538862.2538949","","","","","","","2014","","Proceedings of the 45th ACM Technical Symposium on Computer Science Education","SIGCSE '14","","978-1-4503-2605-6","Atlanta, Georgia, USA","ACM","New York, NY, USA"
"article","2677296","Samantha  Krieger and Meghan  Allen and Catherine  Rawn","","","","Are Females Disinclined to Tinker in Computer Science?","102--107","","6","computer science education, gender, programming, tinkering","10.1145/2676723.2677296","","","","","","","2015","","Proceedings of the 46th ACM Technical Symposium on Computer Science Education","SIGCSE '15","","978-1-4503-2966-8","Kansas City, Missouri, USA","ACM","New York, NY, USA"
"article","209857","Koldo  Gojenola and Tom&#225;s A. P&#233;rez and Arturo  Jaime","","","","Integrative Assignments for CS1 and CS2 Through Libraries of Abstract Data Types","47--49","","3","","10.1145/209849.209857","SIGCSE Bull.","Sept. 1995","27","3","","September","1995","0097-8418","","","","","","ACM","New York, NY, USA"
"article","305828","Michael  McCracken and Robert  Waters","","","","Why? When an Otherwise Successful Intervention Fails","9--12","","4","Computer Science Education, Information Systems Education, Problem Based Learning","10.1145/384267.305828","SIGCSE Bull.","Sept. 1999","31","3","","June","1999","0097-8418","","","","","","ACM","New York, NY, USA"
"article","305828","Michael  McCracken and Robert  Waters","","","","Why? When an Otherwise Successful Intervention Fails","9--12","","4","Computer Science Education, Information Systems Education, Problem Based Learning","10.1145/305786.305828","","","","","","","1999","","Proceedings of the 4th Annual SIGCSE/SIGCUE ITiCSE Conference on Innovation and Technology in Computer Science Education","ITiCSE '99","","1-58113-087-2","Cracow, Poland","ACM","New York, NY, USA"
"article","1953334","Susan H. Rodger and Mark  Stehlik and Chris  Stephenson and Cameron  Wilson","","","","Progress in Surfacing Computer Science in STEM","615--616","","2","K-12 curriculum, computer science education, education policy","10.1145/1953163.1953334","","","","","","","2011","","Proceedings of the 42Nd ACM Technical Symposium on Computer Science Education","SIGCSE '11","","978-1-4503-0500-6","Dallas, TX, USA","ACM","New York, NY, USA"
"article","2157198","Elizabeth  Carter and Glenn  Blank and Jennifer  Walz","","","","Bringing the Breadth of Computer Science to Middle Schools","203--208","","6","K-12 education, STEM, computer science education, curricula","10.1145/2157136.2157198","","","","","","","2012","","Proceedings of the 43rd ACM Technical Symposium on Computer Science Education","SIGCSE '12","","978-1-4503-1098-7","Raleigh, North Carolina, USA","ACM","New York, NY, USA"
"article","1414588","Gabriele H. Meiselwitz","","","","Information Security Across Disciplines","99--104","","6","computer science curriculum, ias education, information science curriculum","10.1145/1414558.1414588","","","","","","","2008","","Proceedings of the 9th ACM SIGITE Conference on Information Technology Education","SIGITE '08","","978-1-60558-329-7","Cincinnati, OH, USA","ACM","New York, NY, USA"
"article","1515712","Alan D. Fekete","","","","Teaching About Threading: Where and What?","51--57","","7","","10.1145/1515698.1515712","SIGACT News","March 2009","40","1","","February","2009","0163-5700","","","","","","ACM","New York, NY, USA"
"article","775383","John H. Reynolds","","","","Using Bit Manipulation to Reduce Sequential Search Times","263--270","","8","","","J. Comput. Sci. Coll.","December 2001","17","2","","December","2001","1937-4771","","","","","","Consortium for Computing Sciences in Colleges","USA"
"article","1516632","Eric  Shade","","","","Size Matters: Lessons from a Broken Binary Search","175--182","","8","","","J. Comput. Sci. Coll.","May 2009","24","5","","May","2009","1937-4771","","","","","","Consortium for Computing Sciences in Colleges","USA"
"article","237671","Ricardo  Jim&#233;nez-Peris and Marta  Pati&#241;o-Mart&#237;nez","","","","A Modula-2 Interpreter/Visualizer","232--","","","","10.1145/237477.237671","SIGCSE Bull.","1996","28","SI","","January","1996","0097-8418","","","","","","ACM","New York, NY, USA"
"article","237671","Ricardo  Jim&#233;nez-Peris and Marta  Pati&#241;o-Mart&#237;nez","","","","A Modula-2 Interpreter/Visualizer","232--","","","","10.1145/1013718.237671","SIGCUE Outlook","Jan.-July, 1996","24","1-3","","January","1996","0163-5735","","","","","","ACM","New York, NY, USA"
"article","237671","Ricardo  Jim&#233;nez-Peris and Marta  Pati&#241;o-Mart&#237;nez","","","","A Modula-2 Interpreter/Visualizer","232--","","","","10.1145/237466.237671","","","","","","","1996","","Proceedings of the 1st Conference on Integrating Technology into Computer Science Education","ITiCSE '96","","0-89791-844-4","Barcelona, Spain","ACM","New York, NY, USA"
"article","1508963","Andrew  McGettrick and Ren&#233;e  McCauley and Richard  LeBlanc and Heikki  Topi","","","","Report on the ACM/IEEE-CS Undergraduate Curricula Recommendations","267--268","","2","computer science education, computing technology education, curriculum, information systems education, information technology education","10.1145/1539024.1508963","SIGCSE Bull.","March 2009","41","1","","March","2009","0097-8418","","","","","","ACM","New York, NY, USA"
"article","1508963","Andrew  McGettrick and Ren&#233;e  McCauley and Richard  LeBlanc and Heikki  Topi","","","","Report on the ACM/IEEE-CS Undergraduate Curricula Recommendations","267--268","","2","computer science education, computing technology education, curriculum, information systems education, information technology education","10.1145/1508865.1508963","","","","","","","2009","","Proceedings of the 40th ACM Technical Symposium on Computer Science Education","SIGCSE '09","","978-1-60558-183-5","Chattanooga, TN, USA","ACM","New York, NY, USA"
"article","2850500","Amardeep  Kahlon and Linda  Smarzik and Mary  Kohls","","","","Competency Based Education in Lower-Division Computer Science Taught at Community Colleges (Abstract Only)","708--709","","2","community college, competency based education, computer science education, distance learning","10.1145/2839509.2850500","","","","","","","2016","","Proceedings of the 47th ACM Technical Symposium on Computing Science Education","SIGCSE '16","","978-1-4503-3685-7","Memphis, Tennessee, USA","ACM","New York, NY, USA"
"article","2851056","Jeff  Stern","","","","Community and Collaboration in an All-female, Immersive Computer Science Program (Abstract Only)","724--724","","1","computer science education, gender gap, girls who code, informal education","10.1145/2839509.2851056","","","","","","","2016","","Proceedings of the 47th ACM Technical Symposium on Computing Science Education","SIGCSE '16","","978-1-4503-3685-7","Memphis, Tennessee, USA","ACM","New York, NY, USA"
"article","1347789","Amos O. Olagunju and Paul  Fisher and John  Adeyeye","","","","A Model for Guiding Undergraduates to Success in Computational Science","1--4","","4","computational science, interdisciplinary research, mathematical science","10.1145/1347787.1347789","","","","","","","2007","","Proceedings of the 2007 Conference on Diversity in Computing","TAPIA '07","","978-1-59593-866-4","Orlando, Florida","ACM","New York, NY, USA"
"article","1734285","Valerie  Barr and Chun Wai  Liew and Rich  Salter","","","","Building Bridges to Other Departments: Three Strategies","64--65","","2","computational science, non-majors, outreach","10.1145/1734263.1734285","","","","","","","2010","","Proceedings of the 41st ACM Technical Symposium on Computer Science Education","SIGCSE '10","","978-1-4503-0006-3","Milwaukee, Wisconsin, USA","ACM","New York, NY, USA"
"article","2602686","Nathaly  Verwaal","","","","Team Based Learning in Theoretical Computer Science","331--331","","1","algorithms, design, team-based learning, theory","10.1145/2591708.2602686","","","","","","","2014","","Proceedings of the 2014 Conference on Innovation &#38; Technology in Computer Science Education","ITiCSE '14","","978-1-4503-2833-3","Uppsala, Sweden","ACM","New York, NY, USA"
"article","988498","  Computer Graphics staff","","","","Status Report of the Graphic Standards Planning Committee","1--10","","10","","10.1145/988497.988498","SIGGRAPH Comput. Graph.","August 1979","13","3","","August","1979","0097-8930","","","","","","ACM","New York, NY, USA"
"article","988008","  Computer Graphics staff","","","","Programs Available from Harvard","49--58","","10","","10.1145/988004.988008","SIGGRAPH Comput. Graph.","Spring 1973","7","1","","April","1973","0097-8930","","","","","","ACM","New York, NY, USA"
"article","3136914","Sanjay  Vasudeva and Kay  Colthorpe and Hardy  Ernst","","","","Student-initiated Mobile Learning in Higher Education","34:1--34:4","34","4","Biomedical Sciences, Higher education, Mobile-learning, Self-regulated learning strategies","10.1145/3136907.3136914","","","","","","","2017","","Proceedings of the 16th World Conference on Mobile and Contextual Learning","mLearn 2017","","978-1-4503-5255-0","Larnaca, Cyprus","ACM","New York, NY, USA"
"article","509114","David  Curtis and Edna E. Gentry and Steven I. Gordon and Susan  Ragan and Erich  Schroeder and Lisa  Bievenue and David  Emigh and Mary Ellen Verona","","","","The RiverWeb Toolsuite&Trade;: Bridging the Gap Between High-end Environmental Science and the Classroom","1--17","","17","K-12 education, math education, science education, watersheds","","","","","","","","1998","","Proceedings of the 1998 ACM/IEEE Conference on Supercomputing","SC '98","","0-89791-984-X","San Jose, CA","IEEE Computer Society","Washington, DC, USA"
"article","1241078","Jun  Yamashita and Hideaki  Kuzuoka and Chiaki  Fujimon and Michitaka  Hirose","","","","Tangible Avatar and Tangible Earth: A Novel Interface for Astronomy Education","2777--2782","","6","astronomy education, educational technology, science education, tangible interface, virtual reality","10.1145/1240866.1241078","","","","","","","2007","","CHI '07 Extended Abstracts on Human Factors in Computing Systems","CHI EA '07","","978-1-59593-642-4","San Jose, CA, USA","ACM","New York, NY, USA"
"article","159593","Mitchel  Resnick","","","","Behavior Construction Kits","64--71","","8","education","10.1145/159544.159593","Commun. ACM","July 1993","36","7","","July","1993","0001-0782","","","","","","ACM","New York, NY, USA"
"article","1121395","Titus  Winters and Tom  Payne","","","","Closing the Loop on Test Creation: A Question Assessment Mechanism for Instructors","169--170","","2","assessment, item-response theory","10.1145/1124706.1121395","SIGCSE Bull.","March 2006","38","1","","March","2006","0097-8418","","","","","","ACM","New York, NY, USA"
"article","1121395","Titus  Winters and Tom  Payne","","","","Closing the Loop on Test Creation: A Question Assessment Mechanism for Instructors","169--170","","2","assessment, item-response theory","10.1145/1121341.1121395","","","","","","","2006","","Proceedings of the 37th SIGCSE Technical Symposium on Computer Science Education","SIGCSE '06","","1-59593-259-3","Houston, Texas, USA","ACM","New York, NY, USA"
"article","1233400","R. Stephen Dannelly and Lynn  DeNoia","","","","Student Opinions of Software Project Success","327--330","","4","computer science education, project metrics, survey","10.1145/1233341.1233400","","","","","","","2007","","Proceedings of the 45th Annual Southeast Regional Conference","ACM-SE 45","","978-1-59593-629-5","Winston-Salem, North Carolina","ACM","New York, NY, USA"
"article","2445463","Steven C. Shaffer and Cliff  Shaffer","","","","Automated Generation and Grading of Programming Assignments (Abstract Only)","745--745","","1","assessment, assignments, computer science education, grading","10.1145/2445196.2445463","","","","","","","2013","","Proceeding of the 44th ACM Technical Symposium on Computer Science Education","SIGCSE '13","","978-1-4503-1868-6","Denver, Colorado, USA","ACM","New York, NY, USA"
"article","2691863","Geoffrey L. Herman and Ronald  Dodge","","","","Creating Assessment Tools for Cybersecurity Education (Abstract Only)","696--696","","1","assessment, computer science education, concept inventories, cybersecurity","10.1145/2676723.2691863","","","","","","","2015","","Proceedings of the 46th ACM Technical Symposium on Computer Science Education","SIGCSE '15","","978-1-4503-2966-8","Kansas City, Missouri, USA","ACM","New York, NY, USA"
"article","1473226","Kuo-pao  Yang and Theresa  Beaubouef","","","","Automatic Generation of Web Survey for Assessment Purposes in Computer Science","78--82","","5","assessment, computer science education, online survey","10.1145/1473195.1473226","SIGCSE Bull.","December 2008","40","4","","November","2008","0097-8418","","","","","","ACM","New York, NY, USA"
"article","1563030","Guenter  Tusch and Paul  Leidig and Gregory  Wolffe and David  Elrod and Carl  Strebel","","","","Technology Infrastructure in Support of a Medical & Bioinformatics Masters Degree","388--388","","1","computer science education, curriculum, curriculum development","10.1145/1595496.1563030","SIGCSE Bull.","September 2009","41","3","","July","2009","0097-8418","","","","","","ACM","New York, NY, USA"
"article","1563030","Guenter  Tusch and Paul  Leidig and Gregory  Wolffe and David  Elrod and Carl  Strebel","","","","Technology Infrastructure in Support of a Medical & Bioinformatics Masters Degree","388--388","","1","computer science education, curriculum, curriculum development","10.1145/1562877.1563030","","","","","","","2009","","Proceedings of the 14th Annual ACM SIGCSE Conference on Innovation and Technology in Computer Science Education","ITiCSE '09","","978-1-60558-381-5","Paris, France","ACM","New York, NY, USA"
"article","2526993","Peter  Antonitsch and Barbara  Sabitzer","","","","Brain-based Programming: A Good Concept for Schools?","195--196","","2","brain-based learning, computer science education, programming","10.1145/2526968.2526993","","","","","","","2013","","Proceedings of the 13th Koli Calling International Conference on Computing Education Research","Koli Calling '13","","978-1-4503-2482-3","Koli, Finland","ACM","New York, NY, USA"
"article","1370169","Jonathan H. Hill and Bernice J. Houle and Susan M. Merritt and Allen  Stix","","","","Applying Abstraction to Master Complexity","15--21","","7","abstraction, cognition, computer science education, discipline, testing","10.1145/1370164.1370169","","","","","","","2008","","Proceedings of the 2Nd International Workshop on The Role of Abstraction in Software Engineering","ROA '08","","978-1-60558-028-9","Leipzig, Germany","ACM","New York, NY, USA"
"article","3125680","Andrew  Scott and William  Kreahling and Mark  Holliday and Scott  Barlowe","","","","A Holistic Capstone Experience: Beyond Technical Ability","1--6","","6","capstone, computer science education, project based learning","10.1145/3125659.3125680","","","","","","","2017","","Proceedings of the 18th Annual Conference on Information Technology Education","SIGITE '17","","978-1-4503-5100-3","Rochester, New York, USA","ACM","New York, NY, USA"
"article","2361280","Elizabeth  Patitsas","","","","A Case Study of Environmental Factors Influencing Teaching Assistant Job Satisfaction","11--16","","6","computer science education, labs, teaching assistants","10.1145/2361276.2361280","","","","","","","2012","","Proceedings of the Ninth Annual International Conference on International Computing Education Research","ICER '12","","978-1-4503-1604-0","Auckland, New Zealand","ACM","New York, NY, USA"
"article","1227486","Lillian N. Cassel and Robert H. Sloan and Gordon  Davies and Heikki  Topi and Andrew  McGettrick","","","","The Computing Ontology Project: The Computing Education Application","519--520","","2","computer science education, learning outcomes, ontology","10.1145/1227504.1227486","SIGCSE Bull.","March 2007","39","1","","March","2007","0097-8418","","","","","","ACM","New York, NY, USA"
"article","1227486","Lillian N. Cassel and Robert H. Sloan and Gordon  Davies and Heikki  Topi and Andrew  McGettrick","","","","The Computing Ontology Project: The Computing Education Application","519--520","","2","computer science education, learning outcomes, ontology","10.1145/1227310.1227486","","","","","","","2007","","Proceedings of the 38th SIGCSE Technical Symposium on Computer Science Education","SIGCSE '07","","1-59593-361-1","Covington, Kentucky, USA","ACM","New York, NY, USA"
"article","2465593","Sarah  Esper and Stephen R. Foster and William G. Griswold","","","","CodeSpells: Embodying the Metaphor of Wizardry for Programming","249--254","","6","computer science education, cs1, embodiment, metaphor","10.1145/2462476.2465593","","","","","","","2013","","Proceedings of the 18th ACM Conference on Innovation and Technology in Computer Science Education","ITiCSE '13","","978-1-4503-2078-8","Canterbury, England, UK","ACM","New York, NY, USA"
"article","2189850","Chris  Stephenson and Cameron  Wilson","","","","Reforming K-12 Computer Science Education&Hellip; What Will Your Story Be?","43--46","","4","K-12 curriculum, advocacy, computer science education","10.1145/2189835.2189850","ACM Inroads","June 2012","3","2","","June","2012","2153-2184","","","","","","ACM","New York, NY, USA"
"article","3137076","Maike  Wolking and Ute  Schmid","","","","Mental Models, Career Aspirations, and the Acquirement of Basic Concepts of Computer Science in Elementary Education: Empirical Evaluation of the Computer Science Experimenter's Kit","119--120","","2","elementary computer science education, field study","10.1145/3137065.3137076","","","","","","","2017","","Proceedings of the 12th Workshop on Primary and Secondary Computing Education","WiPSCE '17","","978-1-4503-5428-8","Nijmegen, Netherlands","ACM","New York, NY, USA"
"article","2325380","Chris  Stephenson and Steven  Cooper and Barbara  Boucher Owens and Judith  Gal-Ezer","","","","The New CSTA K--12 Computer Science Standards","363--364","","2","computer science education, k-12 curriculum","10.1145/2325296.2325380","","","","","","","2012","","Proceedings of the 17th ACM Annual Conference on Innovation and Technology in Computer Science Education","ITiCSE '12","","978-1-4503-1246-2","Haifa, Israel","ACM","New York, NY, USA"
"article","612006","Nachiappan  Nagappan and Laurie  Williams and Miriam  Ferzli and Eric  Wiebe and Kai  Yang and Carol  Miller and Suzanne  Balik","","","","Improving the CS1 Experience with Pair Programming","359--362","","4","collaborative environment, computer science education, pair programming","10.1145/611892.612006","","","","","","","2003","","Proceedings of the 34th SIGCSE Technical Symposium on Computer Science Education","SIGCSE '03","","1-58113-648-X","Reno, Navada, USA","ACM","New York, NY, USA"
"article","612006","Nachiappan  Nagappan and Laurie  Williams and Miriam  Ferzli and Eric  Wiebe and Kai  Yang and Carol  Miller and Suzanne  Balik","","","","Improving the CS1 Experience with Pair Programming","359--362","","4","collaborative environment, computer science education, pair programming","10.1145/792548.612006","SIGCSE Bull.","January 2003","35","1","","January","2003","0097-8418","","","","","","ACM","New York, NY, USA"
"article","1140154","Anna  Eckerdal and Robert  McCartney and Jan Erik Mostr&#246;m and Mark  Ratcliffe and Kate  Sanders and Carol  Zander","","","","Putting Threshold Concepts into Context in Computer Science Education","103--107","","5","constructivism, education research, threshold concepts","10.1145/1140123.1140154","SIGCSE Bull.","September 2006","38","3","","June","2006","0097-8418","","","","","","ACM","New York, NY, USA"
"article","1140154","Anna  Eckerdal and Robert  McCartney and Jan Erik Mostr&#246;m and Mark  Ratcliffe and Kate  Sanders and Carol  Zander","","","","Putting Threshold Concepts into Context in Computer Science Education","103--107","","5","constructivism, education research, threshold concepts","10.1145/1140124.1140154","","","","","","","2006","","Proceedings of the 11th Annual SIGCSE Conference on Innovation and Technology in Computer Science Education","ITICSE '06","","1-59593-055-8","Bologna, Italy","ACM","New York, NY, USA"
"article","1295127","Suzanne W. Dietrich","","","","WinRDBI: A Nifty Tool for Understanding Relational Database Query Languages","68--68","","1","","","J. Comput. Sci. Coll.","January 2008","23","3","","January","2008","1937-4771","","","","","","Consortium for Computing Sciences in Colleges","USA"
"article","2526995","Erik  Barendsen and Idzard  Stoker","","","","Computational Thinking in CS Teaching Materials: A Pilot Study","199--200","","2","computational thinking, computing education","10.1145/2526968.2526995","","","","","","","2013","","Proceedings of the 13th Koli Calling International Conference on Computing Education Research","Koli Calling '13","","978-1-4503-2482-3","Koli, Finland","ACM","New York, NY, USA"
"article","1562998","Mara  Saeli","","","","How to Teach Programming in Secondary Education: First Results of a PhD Project","356--356","","1","computer science education, pedagogical content knowledge, secondary education, teaching programming","10.1145/1595496.1562998","SIGCSE Bull.","September 2009","41","3","","July","2009","0097-8418","","","","","","ACM","New York, NY, USA"
"article","1562998","Mara  Saeli","","","","How to Teach Programming in Secondary Education: First Results of a PhD Project","356--356","","1","computer science education, pedagogical content knowledge, secondary education, teaching programming","10.1145/1562877.1562998","","","","","","","2009","","Proceedings of the 14th Annual ACM SIGCSE Conference on Innovation and Technology in Computer Science Education","ITiCSE '09","","978-1-60558-381-5","Paris, France","ACM","New York, NY, USA"
"article","2481464","Peter  Hubwieser and Andreas  Zendler","","","","How Teachers in Different Educational Systems Value Central Concepts of Computer Science","62--69","","8","central concepts, computer science education, subject domain knowledge, teacher education","10.1145/2481449.2481464","","","","","","","2012","","Proceedings of the 7th Workshop in Primary and Secondary Computing Education","WiPSCE '12","","978-1-4503-1787-0","Hamburg, Germany","ACM","New York, NY, USA"
"article","1378901","Ren&#233;  Reitsma and Byron  Marshall and Michael  Dalton and Martha  Cyr","","","","Exploring Educational Standard Alignment: In Search of 'Relevance'","57--65","","9","context-specific measurement, curriculum-standard alignment, digital library, inter-rater reliability, reification, relevance, social science theory","10.1145/1378889.1378901","","","","","","","2008","","Proceedings of the 8th ACM/IEEE-CS Joint Conference on Digital Libraries","JCDL '08","","978-1-59593-998-2","Pittsburgh PA, PA, USA","ACM","New York, NY, USA"
